,party,votes,eligible_count,blank,invalid,total_valid,total_casted,time_stamp,address,names,refs,links,year
8,Enhedslisten - De Rød-Grønne,68,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
9,Rikke Cramer Christiansen,3,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
10,Ejgil Kølbæk,0,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
0,Socialdemokratiet,363,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
1,Radikale Venstre,123,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
2,Det Konservative Folkeparti,56,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
3,SF - Socialistisk Folkeparti,133,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
4,Liberal Alliance,98,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
5,Kristendemokraterne,30,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
6,Dansk Folkeparti,284,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
7,"Venstre, Danmarks Liberale Parti",779,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
8,Enhedslisten - De Rød-Grønne,64,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
9,Rikke Cramer Christiansen,1,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
10,Ejgil Kølbæk,0,2216,9,1,1931,1941,2011-09-16 16:05:23,Thorning Forsamlingshus                    Blichersvej 35                    8620 Kjellerup,Thorning,F905740016.htm,https://www.kmdvalg.dk/fv/2011/F905740016.htm,2011
0,Socialdemokratiet,170,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
1,Radikale Venstre,42,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
2,Det Konservative Folkeparti,21,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
3,SF - Socialistisk Folkeparti,66,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
4,Liberal Alliance,41,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
5,Kristendemokraterne,21,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
6,Dansk Folkeparti,141,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
7,"Venstre, Danmarks Liberale Parti",353,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
8,Enhedslisten - De Rød-Grønne,34,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
9,Rikke Cramer Christiansen,0,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
10,Ejgil Kølbæk,0,1007,6,1,889,896,2011-09-16 17:10:04,Vinderslev Forsamlingshus                    Vinderslevvej 30                    8620 Kjellerup,Vinderslev,F905740017.htm,https://www.kmdvalg.dk/fv/2011/F905740017.htm,2011
0,Socialdemokratiet,270,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
1,Radikale Venstre,99,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
2,Det Konservative Folkeparti,62,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
3,SF - Socialistisk Folkeparti,64,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
4,Liberal Alliance,44,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
5,Kristendemokraterne,33,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
6,Dansk Folkeparti,103,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
7,"Venstre, Danmarks Liberale Parti",366,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
8,Enhedslisten - De Rød-Grønne,32,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
9,Rikke Cramer Christiansen,0,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
10,Ejgil Kølbæk,0,1177,6,0,1073,1079,2011-09-16 16:02:25,"Voel Forsamlingshus                    Sorringvej 26, Voel                    8600 Silkeborg",Voel,F905740018.htm,https://www.kmdvalg.dk/fv/2011/F905740018.htm,2011
0,Socialdemokratiet,707,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
1,Radikale Venstre,245,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
2,Det Konservative Folkeparti,134,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
3,SF - Socialistisk Folkeparti,175,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
4,Liberal Alliance,159,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
5,Kristendemokraterne,27,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
6,Dansk Folkeparti,276,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
7,"Venstre, Danmarks Liberale Parti",833,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
8,Enhedslisten - De Rød-Grønne,94,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
9,Rikke Cramer Christiansen,0,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
10,Ejgil Kølbæk,0,2876,15,2,2650,2667,2011-09-16 16:06:26,Balleskolen                    Balle Kirkevej 120                    8600 Silkeborg,Balle,F906740021.htm,https://www.kmdvalg.dk/fv/2011/F906740021.htm,2011
0,Socialdemokratiet,300,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
1,Radikale Venstre,124,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
2,Det Konservative Folkeparti,42,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
3,SF - Socialistisk Folkeparti,182,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
4,Liberal Alliance,97,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
5,Kristendemokraterne,9,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
6,Dansk Folkeparti,166,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
7,"Venstre, Danmarks Liberale Parti",439,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
8,Enhedslisten - De Rød-Grønne,86,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
9,Rikke Cramer Christiansen,0,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
10,Ejgil Kølbæk,0,1653,7,6,1445,1458,2011-09-16 16:33:04,Bryrup Skole                    Skolevej 14 (Aulaen)                    8654 Bryrup,Bryrup,F906740022.htm,https://www.kmdvalg.dk/fv/2011/F906740022.htm,2011
0,Socialdemokratiet,515,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
1,Radikale Venstre,355,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
2,Det Konservative Folkeparti,234,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
3,SF - Socialistisk Folkeparti,162,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
4,Liberal Alliance,303,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
5,Kristendemokraterne,17,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
6,Dansk Folkeparti,219,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
7,"Venstre, Danmarks Liberale Parti",1122,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
8,Enhedslisten - De Rød-Grønne,69,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
9,Rikke Cramer Christiansen,0,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
10,Ejgil Kølbæk,0,3212,18,7,2996,3021,2011-09-16 16:06:55,Buskelundhallen                    Buskelundtoften 3                    8600 Silkeborg,Buskelundskolen,F906740023.htm,https://www.kmdvalg.dk/fv/2011/F906740023.htm,2011
0,Socialdemokratiet,140,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
1,Radikale Venstre,87,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
2,Det Konservative Folkeparti,24,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
3,SF - Socialistisk Folkeparti,55,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
4,Liberal Alliance,70,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
5,Kristendemokraterne,3,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
6,Dansk Folkeparti,81,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
7,"Venstre, Danmarks Liberale Parti",286,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
8,Enhedslisten - De Rød-Grønne,27,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
9,Rikke Cramer Christiansen,0,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
10,Ejgil Kølbæk,0,845,6,1,773,780,2011-09-16 16:07:09,"Gjessø Skole                    Brandevej 6, Gjessø                    8600 Silkeborg",Gjessø,F906740024.htm,https://www.kmdvalg.dk/fv/2011/F906740024.htm,2011
0,Socialdemokratiet,57,401,2,1,329,332,2011-09-16 16:07:27,Hjøllund Hallen                    Vejlevej 15                    7362 Hampen,Hjøllund,F906740025.htm,https://www.kmdvalg.dk/fv/2011/F906740025.htm,2011
