kommunekod;objectid;id_lokalid;afstemni00;kmd_name;municipality;refs
510;1289197;711852;Hotel Vojens;Vojens Øst;Haderslev Kommune;F713510026.htm
510;1289185;709256;Humletoften;Haderslev Syd;Haderslev Kommune;F713510006.htm
510;1289245;711996;Jegerup Forsamlingshus;Jegerup;Haderslev Kommune;F713510031.htm
510;1289195;711878;"Lagoniskolen; Aulaen";Vojens Vest;Haderslev Kommune;F713510028.htm
510;1289225;709148;"Marstrup Hallen; Cafeteriet";Marstrup;Haderslev Kommune;F713510021.htm
510;1289269;703422;Moltrup Idrætsforenings Klubhus;Moltrup;Haderslev Kommune;F713510012.htm
510;1289273;709142;Multihuset i Simmersted;Simmersted;Haderslev Kommune;F713510032.htm
510;1289271;711884;Nustrup Sogns Forsamlingsgaard;Nustrup;Haderslev Kommune;F713510033.htm
510;1289223;704730;"Næs Hallen; Cafeteriet";Kelstrup;Haderslev Kommune;F713510016.htm
510;1289191;703416;Oksenvad Sogns Aktivitets Center;Oksenvad;Haderslev Kommune;F713510034.htm
510;1289265;704758;Områdecenteret Skausminde;Over Jerstal;Haderslev Kommune;F713510036.htm
510;1289237;711866;"Sct. Severin Skolen; Kantinen";Haderslev Vest;Haderslev Kommune;F713510008.htm
510;1289187;704736;Sdr. Otting Skole;Haderslev Syd-Vest;Haderslev Kommune;F713510005.htm
510;1289205;707568;Skrydstrup Forsamlingsgård;Skrydstrup;Haderslev Kommune;F713510029.htm
510;1289233;710846;Sommersted Hallen;Sommersted;Haderslev Kommune;F713510009.htm
510;1289209;706202;"Starup Hallen; Gymnastiksalen";Starup;Haderslev Kommune;F713510014.htm
510;1289193;704724;Tiset Kro;Tiset;Haderslev Kommune;F713510003.htm
510;1289267;703080;Vilstrup Forsamlingshus;Vilstrup;Haderslev Kommune;F713510015.htm
510;1289235;707620;Vonsbæk Skole;Vonsbæk;Haderslev Kommune;F713510017.htm
510;1289215;710748;Øsby Hallen;Øsby;Haderslev Kommune;F713510019.htm
510;1289257;703400;Aarø Forsamlingshus;Aarø;Haderslev Kommune;F713510020.htm
510;1289229;707612;Aastrup Hus;Aastrup;Haderslev Kommune;F713510018.htm
260;1292123;707654;Frederiksværk Skole;Enghaven;Halsnæs Kommune;F304260003.htm
260;1291717;704878;Hundested Hallen;Hundested;Halsnæs Kommune;F304260001.htm
260;1292125;704906;Melby Hallen;Melby;Halsnæs Kommune;F304260002.htm
260;1291801;707698;Rådhussalen;Frederiksværk;Halsnæs Kommune;F304260004.htm
260;1292037;710776;Ølsted Hallen;Ølsted;Halsnæs Kommune;F304260005.htm
766;1351399;708504;As Forsamlingshus;As;Hedensted Kommune;F811766008.htm
766;1351300;706828;Barrit Sognegård;Barrit;Hedensted Kommune;F811766010.htm
766;1351330;703906;Bjerre Borgerhus;Bjerre;Hedensted Kommune;F811766011.htm
766;1351318;705478;Daugård Skole - Aulaen;Daugård Og Ørum Sogne;Hedensted Kommune;F811766004.htm
766;1351336;702118;Glud Skole - Musiklokalet;Glud;Hedensted Kommune;F811766015.htm
766;1351334;702112;Hedensted Skole - Byhallen sal 2;"Hedensted; St.Dalby Og Urlev";Hedensted Kommune;F811766001.htm
766;1351344;708466;Hjarnø Forsamlingshus;Hjarnø;Hedensted Kommune;F811766016.htm
766;1351332;702126;Hjortsvang Forsamlingshus;Hjortsvang;Hedensted Kommune;F811766025.htm
766;1351338;702138;Hornborg Forsamlingshus;Hornborg;Hedensted Kommune;F811766019.htm
766;1351310;711310;Hornsyld Idrætscenter;Hornsyld;Hedensted Kommune;F811766012.htm
766;1351479;708474;Hvirring Forsamlingshus;Hvirring;Hedensted Kommune;F811766018.htm
766;1351316;705470;Juelsminde Hallerne;Juelsminde/Klakring;Hedensted Kommune;F811766007.htm
766;1351326;703888;Korning Skole - Gymnastiksalen;Korning Sogn;Hedensted Kommune;F811766005.htm
766;1351306;700846;Lindved Skole - Fællesrummet;Lindved;Hedensted Kommune;F811766020.htm
766;1351304;706834;Løsning Skole - Boldhallen;Løsning Sogn;Hedensted Kommune;F811766002.htm
766;1351324;703900;Rask Mølle Kro;Rask Mølle;Hedensted Kommune;F811766017.htm
766;1351308;700852;Rårup Hallen;Rårup;Hedensted Kommune;F811766014.htm
766;1351322;709924;Stouby Multihus;Stouby;Hedensted Kommune;F811766013.htm
766;1351328;703894;Tørring Skole - Gymnastiksalen;Tørring;Hedensted Kommune;F811766021.htm
766;1351302;706840;Uldum Forsamlingshus;Uldum;Hedensted Kommune;F811766022.htm
766;1351314;711316;Ølholm Skole - Gymnastiksalen;Ølholm;Hedensted Kommune;F811766024.htm
766;1351312;711322;Ølsted Skole - Boldhallen;Ølsted Og Eriknauer-Området;Hedensted Kommune;F811766006.htm
766;1351340;702132;Øster Snede Skole - Klubhuset;Ø. Snede Sogn;Hedensted Kommune;F811766003.htm
766;1351320;709918;Aale Forsamlingshus;Aale;Hedensted Kommune;F811766023.htm
217;1291253;707098;Bølgen;Bølgen;Helsingør Kommune;F301217004.htm
217;1291209;702690;Espergærde Bibliotek;Espergærde Bibliotek;Helsingør Kommune;F301217010.htm
217;1291201;701118;Helsingør Hallen;Helsingør Hallen;Helsingør Kommune;F301217001.htm
217;1291255;708702;"Hornbæk Skole; Tumlesalen";Hornbæk Skole;Helsingør Kommune;F301217005.htm
217;1291203;705746;Kvistgård Idrætsanlæg;Kvistgård Idrætsanlæg;Helsingør Kommune;F301217008.htm
217;1291213;705752;"Laden; Gl. Vapnagård";"Laden; Gl. Vapnagård";Helsingør Kommune;F301217003.htm
217;1291257;710304;Mørdrupskolen;Mørdrupskolen;Helsingør Kommune;F301217011.htm
217;1291211;707136;Nygård Skole;Nygård Skole;Helsingør Kommune;F301217006.htm
217;1291205;710298;Skolen ved Gurrevej;Skolen ved Gurrevej;Helsingør Kommune;F301217002.htm
217;1291217;702682;Snekkersten Hallen;Snekkersten Hallen;Helsingør Kommune;F301217009.htm
217;1291219;708696;Tikøb Skole;Tikøb Skole;Helsingør Kommune;F301217007.htm
163;1292313;710346;"Herlev Hallerne; Annekshallen";Herlev Hallerne;Herlev Kommune;F204163002.htm
163;1292205;705798;Herlev Medborgerhus;Herlev Medborgerhus;Herlev Kommune;F204163001.htm
163;1291703;701152;Kildegårdhallen;Kildegårdhallen;Herlev Kommune;F204163003.htm
657;1296131;712050;ALPI Hallerne;Lind;Herning Kommune;F908657007.htm
657;1295934;706292;Arnborg Hallen;Arnborg;Herning Kommune;F908657002.htm
657;1295968;709506;Aulum Fritidscenter;Aulum;Herning Kommune;F909657013.htm
657;1295936;709514;Feldborg Sognegård;Feldborg;Herning Kommune;F909657014.htm
657;1296145;701676;Gullestup Skole;Gullestrup;Herning Kommune;F909657015.htm
657;1303080;701720;Haderup Kultur- og Idrætscenter;Haderup;Herning Kommune;F909657016.htm
657;1306032;703468;Hammerum Hallen;Hammerum;Herning Kommune;F909657017.htm
657;1295976;705004;Hodsager Multicenter;Hodsager;Herning Kommune;F909657018.htm
657;1295940;705024;Ilskov Forsamlingshus;Ilskov;Herning Kommune;F909657019.htm
657;1295974;703462;Kibæk Krydsfelt;Kibæk;Herning Kommune;F908657005.htm
657;1306030;712062;Kongrescentret;Herning;Herning Kommune;F908657001.htm
657;1296141;701670;Kølkær Selskabslokaler;Kølkær;Herning Kommune;F908657006.htm
657;1295956;709520;Landsbycenter Vind;Vind;Herning Kommune;F909657028.htm
657;1295944;712068;Multicenter Sunds;Sunds;Herning Kommune;F909657024.htm
657;1296147;709528;Nordvest Hallen;Tjørring;Herning Kommune;F909657026.htm
657;1295978;701664;Sdr. Felding Skole;Sdr. Felding;Herning Kommune;F908657008.htm
657;1295962;701684;Simmelkærhus;Simmelkær;Herning Kommune;F909657020.htm
657;1295930;701714;Sinding-Ørre Midtpunkt;Sinding;Herning Kommune;F909657021.htm
657;1295932;710918;Skarrild Karstoft Kultur og Idrætscenter;Skarrild;Herning Kommune;F908657009.htm
657;1295964;703474;Skibbild-Nøvling Forsamlingshus;Skibbild/Nøvling;Herning Kommune;F909657022.htm
657;1296133;707802;Snejbjerg Hallen;Snejbjerg;Herning Kommune;F909657023.htm
657;1296137;704992;Studsgård Minihal;Studsgård;Herning Kommune;F908657011.htm
657;1295948;701690;Sørvad Kultur & Idrætscenter;Vinding;Herning Kommune;F909657029.htm
657;1295954;710958;Timring Sportscenter;Timring;Herning Kommune;F909657025.htm
657;1295946;712074;Vildbjerg Sports- og Kulturcenter;Vildbjerg;Herning Kommune;F909657027.htm
657;1295926;705030;Ørnhøj Minihal;Ørnhøj;Herning Kommune;F909657030.htm
219;1282394;705868;Arresøhus Forsamlingshus;Lille Lyngby;Hillerød Kommune;F303219011.htm
219;1282380;708774;Frederiksborgcentret;Frederiksborgcentret;Hillerød Kommune;F303219001.htm
219;1282396;710380;Gadevang Forsamlingshus;Gadevang;Hillerød Kommune;F303219008.htm
219;1282374;701210;"Grønnevang Skole; afd. Jespervej";"Grønnevang Skole; Jespervej";Hillerød Kommune;F303219009.htm
219;1282382;707266;"Grønnevang Skole; Afd. Nødebo";Nødebo;Hillerød Kommune;F303219007.htm
219;1282366;711644;"Grønnevang Skole; Afd. Østervang";"Grønnevang Skole; Østervang";Hillerød Kommune;F303219010.htm
219;1282368;702788;Gørløse Forsamlingshus;Gørløse;Hillerød Kommune;F303219013.htm
219;1282376;707252;Hammersholt Forsamlingshus;Hammersholt;Hillerød Kommune;F303219004.htm
219;1282388;702782;"Hillerød Vest Skolen; Alsønderup";Alsønderup;Hillerød Kommune;F303219005.htm
219;1282390;704344;Hillerødsholmskolen;Hillerødsholmsskolen;Hillerød Kommune;F303219002.htm
219;1282398;705844;Plejecenter Bauneparken;"Skævinge; Harløse; Strø";Hillerød Kommune;F303219012.htm
219;1282364;701190;Sognegården;Brødeskov;Hillerød Kommune;F303219003.htm
219;1282386;701196;Sophienborgskolen;Ullerød;Hillerød Kommune;F303219006.htm
219;1282370;711650;Uvelse Bibliotek;Uvelse;Hillerød Kommune;F303219014.htm
860;1292045;702860;Asdal Sognegaard;Horne;Hjørring Kommune;F1002860001.htm
860;1291959;704372;Astrup Forsamlingshus;Astrup;Hjørring Kommune;F1002860023.htm
860;1292141;702842;Bagterphallen;Hjørring - Syd;Hjørring Kommune;F1002860016.htm
860;1291725;708788;Bindslev Sognehus;Bindslev;Hjørring Kommune;F1002860007.htm
860;1291727;710488;Bjergby-Mygdal Hallen;Bjergby-Mygdal;Hjørring Kommune;F1002860013.htm
860;1291807;710482;Friskolen for Hundelev og Omegn;Hundelev;Hjørring Kommune;F1002860020.htm
860;1291811;710464;Hirtshals Idrætscenter;Hirtshals;Hjørring Kommune;F1002860003.htm
860;1291629;704384;Højene Hallen;Hjørring - Nord;Hjørring Kommune;F1002860015.htm
860;1292149;702854;Idrætscenter Vendsyssel;Vrå;Hjørring Kommune;F1002860019.htm
860;1292247;710470;Klitgården;Tversted;Hjørring Kommune;F1002860008.htm
860;1292133;701242;Lendum Hallen;Lendum;Hjørring Kommune;F1002860028.htm
860;1291879;702836;Lundergårdhallen;Hjørring - Vest;Hjørring Kommune;F1002860018.htm
860;1292239;702848;Løkken Sognegaard;Løkken;Hjørring Kommune;F1002860021.htm
860;1291883;701248;Lørslev Friskole;Ugilt;Hjørring Kommune;F1002860027.htm
860;1291961;707320;Sindal Hallen;Sindal;Hjørring Kommune;F1002860022.htm
860;1291729;701236;Skalleruphallen;Skallerup;Hjørring Kommune;F1002860014.htm
860;1292143;710452;Tolne Efterskole (i hallen);Tolne;Hjørring Kommune;F1002860026.htm
860;1292147;710458;Tornby - Hallen;Tornby;Hjørring Kommune;F1002860006.htm
860;1291731;701230;Tårshallen;Taars;Hjørring Kommune;F1002860011.htm
860;1292241;710442;Vendelbohus;Hjørring - Centrum;Hjørring Kommune;F1002860004.htm
860;1291885;710436;Vrejlev-Hæstrup Hallen;Vrejlev-Hæstrup;Hjørring Kommune;F1002860012.htm
316;1306148;705950;Absalonskolen;Holbæk Vest;Holbæk Kommune;F509316002.htm
316;1306192;708890;Bjergmarkshallen;Holbæk Øst;Holbæk Kommune;F509316001.htm
316;1306212;702906;Elværket;Holbæk Midt;Holbæk Kommune;F509316003.htm
316;1306162;710502;Gislinge Skole;Gislinge;Holbæk Kommune;F509316014.htm
316;1306152;707370;Jernløse Hallen;Regstrup;Holbæk Kommune;F509316009.htm
316;1306150;704450;Jyderup Hallen;Jyderup;Holbæk Kommune;F509316011.htm
316;1306188;701294;Merløse Fritidscenter;St. Merløse;Holbæk Kommune;F509316008.htm
316;1306190;701314;Mørkøv Hallen;Mørkøv;Holbæk Kommune;F509316012.htm
316;1306186;707528;Orø Forsamlingshus;Orø;Holbæk Kommune;F509316015.htm
316;1306194;708862;Svinninge Sportscenter;Svinninge;Holbæk Kommune;F509316013.htm
316;1306196;705958;Tuse Hallen;Tuse;Holbæk Kommune;F509316005.htm
316;1306160;708868;Tuse Næs Hallerne;Udby;Holbæk Kommune;F509316006.htm
316;1306154;708878;Tølløse Hallen;Tølløse;Holbæk Kommune;F509316007.htm
316;1306144;704456;Undløse Hallen;Undløse;Holbæk Kommune;F509316010.htm
316;1306210;705924;Vipperød Hallen;Vipperød;Holbæk Kommune;F509316004.htm
661;1290510;701564;Hotel Vinderup;Vinderup;Holstebro Kommune;F910661006.htm
661;1290500;703344;Mejdal Hallen;Mejdal;Holstebro Kommune;F910661002.htm
661;1290502;703338;Mejrup Kultur og Fritidscenter;Mejrup;Holstebro Kommune;F910661004.htm
661;1290528;709344;Multihallen Sdr. Nissum;Sdr. Nissum;Holstebro Kommune;F910661010.htm
661;1290504;709372;Musikteatret;Musikteatret;Holstebro Kommune;F910661001.htm
661;1290482;711920;Nørreboulevard Skolen Hallen;Nørreboulevardskolen;Holstebro Kommune;F910661005.htm
661;1290512;706148;Sevel Hallen;Sevel;Holstebro Kommune;F910661007.htm
661;1290486;707720;Skave og Omegns Multihus;Skave;Holstebro Kommune;F910661003.htm
661;1290498;703316;Vemb Forsamlingshus;Vemb;Holstebro Kommune;F910661009.htm
661;1290484;706142;Vestjysk Fritidscenter;Ulfborg;Holstebro Kommune;F910661008.htm
615;1304313;701658;Brædstrup Borgercenter (Mødesalen);Brædstrup;Horsens Kommune;F810615013.htm
615;1304311;701652;Dagnæshallen;Dagnæs;Horsens Kommune;F810615006.htm
615;1304273;706274;Egebjerghallen;Egebjerg;Horsens Kommune;F810615010.htm
615;1304283;706240;Endelave Kulturhus (Gymnastiksalen);Endelave;Horsens Kommune;F810615004.htm
615;1304265;706268;Forum Horsens (Insero Atrium);Forum;Horsens Kommune;F810615005.htm
615;1304289;706298;Fælles Huset Forsamlingshuset;Sdr.Vissing;Horsens Kommune;F810615015.htm
615;1304307;712014;Gedved Skole (Gymnastiksalen);Gedved;Horsens Kommune;F810615017.htm
615;1304315;706280;Hattinghallen;Hatting;Horsens Kommune;F810615008.htm
615;1461988;710898;Horsens Byskole afd.Lindvigsvej (Festsalen);Sønderbro;Horsens Kommune;F810615001.htm
615;1304297;709470;Hovedgård Hallen;Hovedgård;Horsens Kommune;F810615018.htm
615;1461991;709464;Højvanghallen;Højvangen;Horsens Kommune;F810615012.htm
615;1351480;710912;Lund Skole (Multihallen);Lund;Horsens Kommune;F810615009.htm
615;1304267;706254;Nim Skole (Multihuset);Nim;Horsens Kommune;F810615014.htm
615;1461989;706286;Rådhuset (Foredragssalen);Midtbyen;Horsens Kommune;F810615003.htm
615;1462086;712020;Sandbjerghus Forsamlingshus;Søvind;Horsens Kommune;F810615019.htm
615;1461987;709476;Sejet Borgerforening og Forsamlingshus;Sejet;Horsens Kommune;F810615022.htm
615;1461990;710904;Stensballehallen;Stensballe;Horsens Kommune;F810615011.htm
615;1304295;703428;Sundparkhallen;Sundparken;Horsens Kommune;F810615021.htm
615;1304303;707750;Torstedhallen;Torsted;Horsens Kommune;F810615007.htm
615;1304305;712056;Træden Forsamlingshus;Tønning-Træden;Horsens Kommune;F810615020.htm
615;1304301;704998;Vesthallen;Vestbyen;Horsens Kommune;F810615002.htm
615;1304271;701646;Østbirk Hallen;Østbirk;Horsens Kommune;F810615016.htm
167;1299108;706740;Avedøre Idrætscenter;Avedøre Idrætscenter;Hvidovre Kommune;F205167008.htm
167;1299123;702080;Avedøre Skole;Avedøre Skole;Hvidovre Kommune;F205167007.htm
167;1299125;702094;Dansborghallen;Dansborghallen;Hvidovre Kommune;F205167005.htm
167;1299117;702070;Frihedens Idrætscenter;Frihedens Idrætscenter;Hvidovre Kommune;F205167006.htm
167;1299127;703836;Holmegårdshallen;Holmegårdshallen;Hvidovre Kommune;F205167001.htm
167;1299119;706734;Medborgerhuset;Medborgerhuset;Hvidovre Kommune;F205167004.htm
167;1299110;709882;Præstemoseskolen;Præstemoseskolen;Hvidovre Kommune;F205167002.htm
167;1299112;702088;Sønderkærskolen;Sønderkærskolen;Hvidovre Kommune;F205167003.htm
169;1291939;701970;"Charlotteskolen; Hallen";Charlotteskolen;Høje-Taastrup Kommune;F207169010.htm
169;1306660;709780;"Fløng Hallen; v/Fløng Skole; indgang fra Soderupvej";Fløng Hallen;Høje-Taastrup Kommune;F207169012.htm
169;1291861;701852;"Ole Rømer-Skolen; Gymnastiksalen; tidl. Selsmoseskolen";Ole Rømer-Skolen;Høje-Taastrup Kommune;F207169001.htm
169;1306646;701958;"Parkskolen; Festsalen";Parkskolen;Høje-Taastrup Kommune;F207169002.htm
169;1291941;711110;"Reerslev Skole; Gymnastiksalen";Reerslev Skole;Høje-Taastrup Kommune;F207169013.htm
169;1292023;706412;Rønnevangshallen;Rønnevangshallen;Høje-Taastrup Kommune;F207169007.htm
169;1291787;707896;"Rådhuset; tidl. Gadehaveskolen";Rådhuset;Høje-Taastrup Kommune;F207169006.htm
169;1291943;701952;"Sengeløse Fritidshus; ved Sengeløsehallen";Sengeløse;Høje-Taastrup Kommune;F207169009.htm
169;1292025;703634;"Torstorp Skole; Aulaen";Torstorp Skole;Høje-Taastrup Kommune;F207169008.htm
169;1292117;703720;"Taastrup Kulturcenter; A-salen";Taastrup Kulturcenter;Høje-Taastrup Kommune;F207169004.htm
223;1291623;707664;Hørsholm Skole;Hørsholm;Hørsholm Kommune;F302223001.htm
223;1291955;707688;Rungsted Skole;Rungsted;Hørsholm Kommune;F302223003.htm
223;1292129;707682;Skovhus;Grønnegade;Hørsholm Kommune;F302223004.htm
223;1292237;709324;Usserød Skole;Usserød;Hørsholm Kommune;F302223002.htm
223;1291625;711902;Vallerød Skolen;Vallerød;Hørsholm Kommune;F302223005.htm
756;1285915;713298;Blåhøj Hallen;Blåhøj;Ikast-Brande Kommune;F907756006.htm
756;1292041;713304;Bording Hallen;Bording;Ikast-Brande Kommune;F907756009.htm
756;1287111;702176;Brande Hallerne;Brande By;Ikast-Brande Kommune;F907756005.htm
756;1291957;705552;Ejstrupholm Hallen;Ejstrup;Ikast-Brande Kommune;F907756001.htm
756;1291809;713310;Engesvang Hallen;Engesvang;Ikast-Brande Kommune;F907756010.htm
756;1291723;703930;Gludsted Sognegård;Gludsted;Ikast-Brande Kommune;F907756002.htm
756;1292139;713316;Klovborg Forsamlingshus;Klovborg;Ikast-Brande Kommune;F907756004.htm
756;1291631;709984;Nørre Snede Hallen;Nørre-Snede;Ikast-Brande Kommune;F907756003.htm
756;1296204;703924;Sentrum;Isenvad;Ikast-Brande Kommune;F907756008.htm
756;1292135;711380;"Sportscenter Ikast; IBF Arena";Ikast;Ikast-Brande Kommune;F907756007.htm
183;1276533;700870;Gildbroskolen;Gildbroskolen;Ishøj Kommune;F206183003.htm
183;1276871;709944;Ishøj Bycenter Kultur Café;Ishøj Bycenter;Ishøj Kommune;F206183005.htm
183;1277698;708518;Ishøj Forsamlingshus;Ishøj Landsby;Ishøj Kommune;F206183001.htm
183;1277829;700876;Strandgårdskolen;Strandgårdskolen;Ishøj Kommune;F206183004.htm
183;1277421;709938;Vibeholmskolen;Vibeholmskolen;Ishøj Kommune;F206183002.htm
849;1290309;703190;Arentsminde Cafeteria;Arentsminde;Jammerbugt Kommune;F1003849010.htm
849;1290244;701500;Biersted Hallen;Biersted;Jammerbugt Kommune;F1003849002.htm
849;1290242;711896;Birkelse Hallen;Vedsted;Jammerbugt Kommune;F1003849004.htm
849;1290246;709280;DGI-Huset;Aabybro;Jammerbugt Kommune;F1003849001.htm
849;1290281;710716;Gjøl Kro;Gjøl;Jammerbugt Kommune;F1003849005.htm
849;1290252;706102;Halvrimmen Forsamlingshus;Halvrimmen;Jammerbugt Kommune;F1003849009.htm
849;1290303;701514;Hune Forsamlingshus;Hune;Jammerbugt Kommune;F1003849020.htm
849;1290307;707632;Idrætscenter Jammerbugt;Fjerritslev;Jammerbugt Kommune;F1003849013.htm
849;1290305;709244;Ingstrup Forsamlingshus;Ingstrup;Jammerbugt Kommune;F1003849006.htm
849;1290289;704764;Jetsmark Skolecenter afd.Pandrup;Pandrup;Jammerbugt Kommune;F1003849018.htm
849;1290256;704770;Kaas Forsamlings- og Kulturhus;Kaas;Jammerbugt Kommune;F1003849019.htm
849;1290258;709274;Lunden;V. Hjermitslev;Jammerbugt Kommune;F1003849007.htm
849;1290287;701540;Nørhalne Hallen;Nørhalne;Jammerbugt Kommune;F1003849003.htm
849;1290291;703310;Saltum Skole;Saltum;Jammerbugt Kommune;F1003849021.htm
849;1290297;707638;Skovsgård Hotel;Skovsgård;Jammerbugt Kommune;F1003849012.htm
849;1290261;711858;Sport og Kulturcenter;Brovst;Jammerbugt Kommune;F1003849008.htm
849;1290301;704750;Thorup Forsamlingshus;Thorup;Jammerbugt Kommune;F1003849014.htm
849;1290254;709250;Tranum Forsamlinghus;Tranum;Jammerbugt Kommune;F1003849011.htm
849;1290240;703196;Trekroner Landsbycenter;Trekroner;Jammerbugt Kommune;F1003849016.htm
849;1290285;711844;Ørebroskolen;Ørebro;Jammerbugt Kommune;F1003849015.htm
326;1276979;701026;Buerup Forsamlingshus;Buerup;Kalundborg Kommune;F510326010.htm
326;1275622;707012;Gørlevhallen;Gørlev;Kalundborg Kommune;F510326004.htm
326;1278217;702316;Høng Skole;Høng;Kalundborg Kommune;F510326009.htm
326;1276981;701032;Kalundborg Hallerne Ing.D Torvet;Kalundborghallen;Kalundborg Kommune;F510326012.htm
326;1275579;704036;Kr. Helsinge Forsamlingshus;Kr. Helsinge;Kalundborg Kommune;F510326005.htm
326;1278218;702322;Løve Skole;Gierslev;Kalundborg Kommune;F510326011.htm
326;1277030;702328;Musisk Skole;Ulshøj;Kalundborg Kommune;F510326018.htm
326;1276110;711460;Raklev Sognegård;Raklev;Kalundborg Kommune;F510326016.htm
326;1275833;702334;Reersø Kro;Reersø;Kalundborg Kommune;F510326006.htm
326;1276509;711468;Rynkevanghallen;Rynkevang;Kalundborg Kommune;F510326013.htm
326;1275793;701008;Rørbyhallen;Årby-Rørby;Kalundborg Kommune;F510326015.htm
326;1278124;710188;Røsnæs Skole;Røsnæs;Kalundborg Kommune;F510326017.htm
326;1277711;708648;Sejerø Skole;Sejerø;Kalundborg Kommune;F510326002.htm
326;1275621;707004;Svallerup Forsamlingshus;Svallerup;Kalundborg Kommune;F510326007.htm
326;1277511;701040;Svebøllehallen;Svebølle;Kalundborg Kommune;F510326003.htm
326;1276287;705658;Tømmeruphallen;Tømmerup;Kalundborg Kommune;F510326014.htm
326;1276357;708654;Ubby Forsamlingshus;Ubby;Kalundborg Kommune;F510326008.htm
326;1277643;705664;Ældrecenter Vesterlunden;Snertinge;Kalundborg Kommune;F510326001.htm
440;1284322;712260;Hindsholmskolen;Mesinge;Kerteminde Kommune;F606440001.htm
440;1462100;705226;Kerteminde 10. klassecenter;Munkebo;Kerteminde Kommune;F606440007.htm
440;1284300;706574;Kerteminde Idrætscenter;Kerteminde 1;Kerteminde Kommune;F606440002.htm
440;1284324;707976;Langeskov Idrætscenter;Langeskov;Kerteminde Kommune;F606440006.htm
440;1284326;705316;Marslev Skole- og Børnehus;Marslev;Kerteminde Kommune;F606440005.htm
440;1284374;705322;Nymarksskolen;Nymarken;Kerteminde Kommune;F606440004.htm
621;1293592;701932;Alminde-Viuf Hallen;Alminde-Viuf/Vester Nebel;Kolding Kommune;F711621006.htm
621;1293582;712326;Arena Syd;Vamdrup/Hjarup/Ødis;Kolding Kommune;F712621014.htm
621;1293598;712320;Bakkeskolen;Seest;Kolding Kommune;F712621010.htm
621;1293570;705308;Bjert-Hallen;S Bjert/S Stenderup/Vejstrup;Kolding Kommune;F712621012.htm
621;1293564;706622;Bramdrupdam Sports- & Mødecenter;Bramdrupdam;Kolding Kommune;F711621005.htm
621;1293580;712312;Cuben;Chr.Feld/Stepping/Taps/Hejls;Kolding Kommune;F712621015.htm
621;1293586;701908;Dalbyhus;Dalby/Tved/Rebæk;Kolding Kommune;F712621011.htm
621;1293596;701902;International Business College IBC;Centrum Syd;Kolding Kommune;F712621008.htm
621;1293572;708000;Lunderskov Hallen;Lunderskov/Jordrup;Kolding Kommune;F711621007.htm
621;1293574;705338;Lyshøjhallen;Strandhuse/Nr. Bjert/ Eltang;Kolding Kommune;F711621004.htm
621;1293590;706604;Munkevængets Hal;Vestbyen;Kolding Kommune;F711621003.htm
621;1293566;706610;Parkhallen;Centrum Nord;Kolding Kommune;F711621001.htm
621;1293576;701916;Pulzion (tidl. KFUM-Hallerne);Sydbyen;Kolding Kommune;F712621009.htm
621;1293594;701938;Pædagogisk Center;Nordbyen;Kolding Kommune;F711621002.htm
621;1293588;707970;Vonsildhallen;Vonsild;Kolding Kommune;F712621013.htm
101;1304875;706166;Amager Fælled Skole;2. Nord;København Kommune;F102101008.htm
101;1304861;704918;Bavnehøj Skole;9. Midt;København Kommune;F109101054.htm
101;1304807;706178;Bellahøj Skole;7. Øst;København Kommune;F107101034.htm
101;1304721;704944;Brønshøj Skole;7. Brønshøj;København Kommune;F107101031.htm
101;1304815;725346;Dyveke Skolen;2. Øst;København Kommune;F102101057.htm
101;1304785;706112;Ellebjerg Skole;9. Syd;København Kommune;F109101051.htm
101;1304767;711946;EnergiCenter Voldparken;7. Vest;København Kommune;F107101035.htm
101;1304839;704956;Frederiksgård Skole (Hillerødgade);5. Nordvest;København Kommune;F105101025.htm
101;1304727;709330;Gasværksvejens Skole;9. Øst;København Kommune;F109101052.htm
101;1304851;706154;Gerbrandskolen;4. Syd;København Kommune;F104101018.htm
101;1304803;710808;Grøndalsvængets Skole;6. Syd;København Kommune;F106101030.htm
101;1304789;706196;Guldberg Skole (Sjællandsgade);5. Nørrebro;København Kommune;F105101020.htm
101;1304761;704846;Hal C;3. Syd;København Kommune;F103101013.htm
101;1304719;701606;Holbergskolen;6. Nord;København Kommune;F106101028.htm
101;1304765;707744;Husum Skole;7. Nordvest;København Kommune;F107101036.htm
101;1304813;707732;Idrætshuset;1. Østerbro;København Kommune;F101101001.htm
101;1304809;704950;Katrinedals Skole;7. Katrinedal;København Kommune;F107101039.htm
101;1304811;710802;Kildevældsskolen;1. Nordvest;København Kommune;F101101006.htm
101;1304769;703374;Kirkebjerg Skole;7. Kirkebjerg;København Kommune;F107101040.htm
101;1304849;704776;Kirsebærhavens Skole;8. Syd;København Kommune;F108101044.htm
101;1304843;703386;Korsgadehallen;5. Syd;København Kommune;F105101022.htm
101;1304763;707726;Lergravsparkens Skole;4. Sundbyøster;København Kommune;F104101016.htm
101;1304867;706172;Lundehusskolen;6. Øst;København Kommune;F106101029.htm
101;1304859;711890;Lykkebo Hallen;8. Vest;København Kommune;F108101046.htm
101;1304881;707672;Nyboder Skole;3. Øst;København Kommune;F103101014.htm
101;1304777;706160;Nørre Fælled Skole;1. Vest;København Kommune;F101101005.htm
101;1304863;710832;Nørrebro Park Skole;5. Vest;København Kommune;F105101024.htm
