kommunekod;objectid;id_lokalid;afstemni00;kmd_name;municipality;refs
101;1304841;725352;Nørrebrohallen;5. Nørrebrohallen;København Kommune;F105101058.htm
101;1304781;701612;Oehlenschlægersgades Skole;9. Nord;København Kommune;F109101050.htm
101;1304729;704962;Plejecentret Sølund;5. Øst;København Kommune;F105101023.htm
101;1304869;709306;Prøvehallen;8. Nord;København Kommune;F108101043.htm
101;1304775;704936;Remisen;1. Syd;København Kommune;F101101003.htm
101;1304847;701626;Rødkilde Skole;7. Syd;København Kommune;F107101033.htm
101;1304733;711926;Rådhushallen;3. Indre By;København Kommune;F103101011.htm
101;1304837;706184;Rådmandsgades Skole;5. Nord;København Kommune;F105101021.htm
101;1304795;701520;Sankt Annæ Gymnasium;8. Sydøst;København Kommune;F108101047.htm
101;1304833;706120;Skolen i Sydhavnen;9. Sydhavn;København Kommune;F109101055.htm
101;1304799;704930;Skolen på Amagerbro (Sønderbro);4. Nord;København Kommune;F104101017.htm
101;1304723;712286;Skolen på Islands Brygge;2. Vest;København Kommune;F102101010.htm
101;1304873;725338;Skolen på Strandboulevarden;1. Øst;København Kommune;F101101056.htm
101;1304857;701580;Skolen ved Sundet;4. Øst;København Kommune;F104101019.htm
101;1304773;711932;Strandvejsskolen;1. Nord;København Kommune;F101101002.htm
101;1304787;711204;Sundby Idrætspark Hal 3;2. Sundbyvester;København Kommune;F102101007.htm
101;1304865;707738;Tagensbo Skole;6. Bispebjerg;København Kommune;F106101027.htm
101;1304845;710820;Tingbjerg Skole;7. Nord;København Kommune;F107101032.htm
101;1304801;709384;Tove Ditlevsens Skole;9. Vesterbro;København Kommune;F109101049.htm
101;1304805;725358;Utterslev Skole;6. Vest;København Kommune;F106101059.htm
101;1304791;710814;Vanløsehallerne Hal 2;7. Vanløse;København Kommune;F107101041.htm
101;1304835;709338;Vesterbro Ny Skole;9. Vest;København Kommune;F109101053.htm
101;1304793;704784;Vigerslev Allés Skole;8. Midt;København Kommune;F108101048.htm
101;1304797;706562;Ørestad Skole;2. Syd;København Kommune;F102101009.htm
101;1304779;709378;Øster Farimagsgades Skole;3. Nord;København Kommune;F103101012.htm
101;1304731;707648;Ålholm Skole;8. Valby;København Kommune;F108101042.htm
259;1286018;708512;Alkestrup Sognegård;Alkestrup;Køge Kommune;F506259008.htm
259;1286008;703912;Borup Kulturhus;Borup;Køge Kommune;F506259012.htm
259;1286020;700864;Ejby Skole - Storskolen;Ejby;Køge Kommune;F506259013.htm
259;1286022;702164;Ellebækskolen;Gørslev;Køge Kommune;F506259014.htm
259;1286001;705502;Hastrupskolen;Hastrup;Køge Kommune;F506259009.htm
259;1286010;705496;Herfølge Skole;Herfølge;Køge Kommune;F506259007.htm
259;1286014;705490;Holmebækskolen;Herfølge - Syd;Køge Kommune;F506259011.htm
259;1286003;702170;Højelse Skole;Højelse / Lille Skensved;Køge Kommune;F506259004.htm
259;1286049;708480;Kirstinedalsskolen;Ølsemagle;Køge Kommune;F506259006.htm
259;1286006;709930;Køge Gymnasium;Køge By - Vest;Køge Kommune;F506259002.htm
259;1286051;706854;Lellinge Skole;Lellinge;Køge Kommune;F506259003.htm
259;1286028;711336;Møllebo Plejecenter;Køge By - Nord;Køge Kommune;F506259010.htm
259;1286024;711350;Skovboskolen;Bjæverskov;Køge Kommune;F506259015.htm
259;1286031;706846;Teaterbygningen;Køge By - Midt;Køge Kommune;F506259001.htm
259;1286016;711344;Vemmedrupskolen;Vemmedrup;Køge Kommune;F506259016.htm
259;1286012;705508;Ølby Ældrecenter Lyngbo;Ølby;Køge Kommune;F506259005.htm
482;1295340;707504;Bagenkophallen;Bagenkop;Langeland Kommune;F607482001.htm
482;1295356;709020;Foreningen Hou Skole;Hou;Langeland Kommune;F607482010.htm
482;1462077;704630;Humble Kro;Humble;Langeland Kommune;F607482002.htm
482;1295350;704688;Lejbølle Aktivitetscenter(Solhjem);Lejbølle;Langeland Kommune;F607482008.htm
482;1295334;711786;Lindelse Sognegård;Lindelse;Langeland Kommune;F607482003.htm
482;1295326;701440;Strynø Skole og Kulturhus;Strynø;Langeland Kommune;F607482006.htm
482;1295336;701464;Tullebøllehallen;Tullebølle;Langeland Kommune;F607482007.htm
482;1295364;704594;Værkstedsgården;Rudkøbing;Langeland Kommune;F607482005.htm
350;1294003;706216;Fælleshuset Nødager;Gevninge;Lejre Kommune;F506350009.htm
350;1293983;706260;Gymnastiksalen v/ Firkløverskolen;Sonnerup;Lejre Kommune;F506350004.htm
350;1293979;707762;Hvalsø Hallerne;Hvalsø;Lejre Kommune;F506350006.htm
350;1294025;703440;Karleby Forsamlingshus;Hyllinge-Lyndby;Lejre Kommune;F506350001.htm
350;1294011;712008;Kirke Såby Forsamlingshus;Kr.Såby;Lejre Kommune;F506350008.htm
350;1294007;710890;Kulturhuset Domus Felix;Lejre;Lejre Kommune;F506350011.htm
350;1294013;707756;Multisalen Bramsnæsvighallen;Rye;Lejre Kommune;F506350002.htm
350;1293977;703454;Multisalen v/Sofiehøj Friskole;Sæby-Gershøj;Lejre Kommune;F506350003.htm
350;1294009;703434;"Musiklokalet; Osted Skole";Osted;Lejre Kommune;F506350012.htm
350;1294015;712044;Øm Børne- og Kulturhus;Glim;Lejre Kommune;F506350005.htm
665;1285591;711178;"Alt-i-et-Huset; Aktivitetstorvet";Klinkby;Lemvig Kommune;F901665003.htm
665;1285615;712242;"Bøvling Friskole; Gymnastiksalen";Bøvling;Lemvig Kommune;F901665005.htm
665;1285601;701882;Harboøre Centeret;Harboøre;Lemvig Kommune;F901665008.htm
665;1285631;706536;Lemvig Idræts- og Kulturcenter;Lemvig;Lemvig Kommune;F901665001.htm
665;1462446;711166;"Nørre Nissum Skole; Blok A";Nørre Nissum;Lemvig Kommune;F901665002.htm
665;1285619;711172;Ramme Hallen;Ramme;Lemvig Kommune;F901665004.htm
665;1285617;711198;"Tangsø Centret; Mødelokalet";Flynder;Lemvig Kommune;F901665006.htm
665;1285621;706550;Thyborøn Fritidscenter;Thyborøn;Lemvig Kommune;F901665007.htm
360;1294160;709912;Askø Skole;Askø;Lolland Kommune;F501360014.htm
360;1294120;708426;Errindlev Forsamlingshus;Errindlev;Lolland Kommune;F501360001.htm
360;1294128;709900;Fejø Børne- og kulturhus;Fejø;Lolland Kommune;F501360027.htm
360;1294150;706816;Femø Kro og Kursuscenter;Femø;Lolland Kommune;F501360028.htm
360;1294152;700840;Holeby Hallen;Holeby;Lolland Kommune;F501360003.htm
360;1294094;706822;Højrebyhallen;Søllested;Lolland Kommune;F501360011.htm
360;1294136;705464;Kompetencecenter Krogsbølle;Nakskov Øst;Lolland Kommune;F501360021.htm
360;1294076;705484;Maribo Hallerne - Hal 2;Maribo;Lolland Kommune;F501360013.htm
360;1294078;705458;Nakskov Idrætscenter;Nakskov Vest;Lolland Kommune;F501360020.htm
360;1294090;703864;Ravnsborghallen;Horslunde;Lolland Kommune;F501360029.htm
360;1294148;706746;Rudbjerghallen;Dannemare;Lolland Kommune;F501360035.htm
360;1294092;702106;Rødbyhallen;Rødby;Lolland Kommune;F501360036.htm
360;1294130;703882;Rødbyhavn Sportshal - Gymnastiksal;Rødbyhavn;Lolland Kommune;F501360037.htm
360;1294180;706762;Sandby Kulturhus;Sandby;Lolland Kommune;F501360008.htm
360;1294134;706808;Signe Stubs Sognegård;Birket;Lolland Kommune;F501360026.htm
360;1294158;708456;Østofte Hallen;Østofte;Lolland Kommune;F501360019.htm
173;1290050;706998;Engelsborghallen;Engelsborg;Lyngby-Taarbæk Kommune;F202173004.htm
173;1290070;710170;Hummeltofteskolen;Hummeltofte;Lyngby-Taarbæk Kommune;F202173007.htm
173;1290057;710194;Kongevejens Skole;Kongevej;Lyngby-Taarbæk Kommune;F202173009.htm
173;1290059;710200;Lundtofte Skole;Lundtofte;Lyngby-Taarbæk Kommune;F202173010.htm
173;1290067;708642;"Lyngby Idrætsby; Hal 2";Lindegård;Lyngby-Taarbæk Kommune;F202173002.htm
173;1290075;710178;Lyngby Rådhus;Lyngby Midt;Lyngby-Taarbæk Kommune;F202173001.htm
173;1290063;704030;Trongårdsskolen;Trongård;Lyngby-Taarbæk Kommune;F202173003.htm
173;1290052;711474;Taarbæk Skole;Taarbæk;Lyngby-Taarbæk Kommune;F202173005.htm
173;1290055;704050;Virum Skole;Virum;Lyngby-Taarbæk Kommune;F202173006.htm
173;1290065;702310;Virumhallerne;Fuglsanggård;Lyngby-Taarbæk Kommune;F202173008.htm
825;1280527;702460;Læsø Hallen;Læsø;Læsø Kommune;F1001825015.htm
846;1288629;710066;Als Kro og Badehotel;Als;Mariagerfjord Kommune;F1006846018.htm
846;1288645;707018;Arden Hallerne;Arden;Mariagerfjord Kommune;F1006846004.htm
846;1288643;708668;Assens Hallen;Assens;Mariagerfjord Kommune;F1006846002.htm
846;1288597;705600;Hadsund Kulturcenter;Hadsund;Mariagerfjord Kommune;F1006846011.htm
846;1288647;702292;Hobro Idrætscenter;Hobro;Mariagerfjord Kommune;F1006846027.htm
846;1288649;700964;Mariager Hallen;Mariager;Mariagerfjord Kommune;F1006846003.htm
846;1288631;706980;Onsild Hallen;Onsild;Mariagerfjord Kommune;F1006846022.htm
846;1306844;708660;Rosendalhallen;Hørby;Mariagerfjord Kommune;F1006846020.htm
846;1288639;702354;Valsgård Hallen;Valsgård;Mariagerfjord Kommune;F1006846008.htm
846;1288633;701046;Vebbestrup Forsamlingshus;Vebbestrup;Mariagerfjord Kommune;F1006846009.htm
846;1288641;702360;Veddum Sal;Veddum-Skelund;Mariagerfjord Kommune;F1006846014.htm
410;1296007;706728;Aulby gl. Skole - Mødelokale 1;Aulby;Middelfart Kommune;F605410005.htm
410;1296025;700808;Brenderup Forsamlingshus;Brenderup;Middelfart Kommune;F605410010.htm
410;1296023;711266;Båring Skole - Multisalen;Baaring;Middelfart Kommune;F605410007.htm
410;1296015;705422;Ejby Skole Samlingssalen;Ejby;Middelfart Kommune;F605410008.htm
410;1296005;705434;Fjelsted-Harndrup Skole - Aulaen;Fjelsted/Harndrup;Middelfart Kommune;F605410011.htm
410;1296027;708388;Gelsted Skole - Festsalen;Gelsted;Middelfart Kommune;F605410009.htm
410;1296001;705440;Hyllehøjskolen - Hallen;Hyllehøj;Middelfart Kommune;F605410004.htm
410;1296003;708394;Lillebæltshallen - Hal B;Middelfart Ø;Middelfart Kommune;F605410002.htm
410;1296021;703828;Strib Skole - Hallen;Strib;Middelfart Kommune;F605410003.htm
410;1296019;709862;Vestfynshallerne;Nørre Aaby;Middelfart Kommune;F605410006.htm
410;1295999;706714;Vestre Skole - Multisalen;Middelfart V;Middelfart Kommune;F605410001.htm
773;1277434;711508;Bjergby Forsamlingshus;Bjergby;Morsø Kommune;F1004773003.htm
773;1276042;710270;Erslev Forsamlingshus;Erslev;Morsø Kommune;F1004773008.htm
773;1277902;702454;Flade Forsamlingshus;Flade;Morsø Kommune;F1004773002.htm
773;1278069;710262;Fredsø Forsamlingshus;Fredsø;Morsø Kommune;F1004773012.htm
773;1278040;708688;Frøslev Forsamlingshus;Frøslev;Morsø Kommune;F1004773010.htm
773;1277739;710234;Karby Gamle Skole;Karby;Morsø Kommune;F1004773014.htm
773;1275584;704124;Midtmors Sport;Ø. Jølby;Morsø Kommune;F1004773007.htm
773;1275794;701092;Nykøbing-Hallen;Nykøbing;Morsø Kommune;F1004773018.htm
773;1277990;705704;Redsted Sognegård;Redsted;Morsø Kommune;F1004773015.htm
773;1277186;705682;Sejerslev Forsamlingshus;Sejerslev;Morsø Kommune;F1004773001.htm
773;1276392;710282;Solbjerg Sognehus;Solbjerg;Morsø Kommune;F1004773005.htm
773;1276465;711514;Sundby Forsamlingshus;Sundby;Morsø Kommune;F1004773004.htm
773;1276717;704130;Sydmors Fritidscenter;Vils;Morsø Kommune;F1004773013.htm
773;1276101;711780;Thorup Forsamlingshus;Thorup;Morsø Kommune;F1004773006.htm
773;1276391;710276;Tæbring Forsamlingshus;Tæbring;Morsø Kommune;F1004773011.htm
773;1276002;708680;Tødsø Forsamlingshus;Tødsø;Morsø Kommune;F1004773009.htm
773;1278290;707044;Ø.Assels Forsamlingshus;Ø. Assels;Morsø Kommune;F1004773017.htm
773;1278126;711520;Ørding Forsamlingshus;Ørding;Morsø Kommune;F1004773016.htm
707;1298734;710680;Allingåbro Idrætshal;Allingåbro;Norddjurs Kommune;F805707008.htm
707;1298728;711832;Anholt Skole;Anholt Skole;Norddjurs Kommune;F805707002.htm
707;1298770;709084;Auning-Hallerne;Auning;Norddjurs Kommune;F805707009.htm
707;1298744;707484;Grenaa Idrætscenter;Grenaa Idrætscenter;Norddjurs Kommune;F805707004.htm
707;1306642;709066;Kulturhuset Stationen;Kulturhuset Stationen;Norddjurs Kommune;F805707003.htm
707;1298726;709078;"Kulturhuset; Pavillonen";Kulturhuset Pavillonen;Norddjurs Kommune;F805707001.htm
707;1298780;709072;Nørre Djurs Hallen;Glesborg;Norddjurs Kommune;F805707005.htm
707;1298768;704660;Rougsø Hallen;Ørsted;Norddjurs Kommune;F805707007.htm
707;1298778;701476;Vivild Gymnastik- og;Vivild;Norddjurs Kommune;F805707010.htm
707;1298776;707518;Ørum Aktiv Center;Ørum;Norddjurs Kommune;F805707006.htm
480;1276884;709482;Bogense Skole - Afd. Bogense;Bogense;Nordfyns Kommune;F605480001.htm
480;1275995;707808;Bogense Skole - Afd. Kongslund;Kongslund;Nordfyns Kommune;F605480003.htm
480;1276451;709546;Havrehedskolen - Afd. Havrehed;Morud;Nordfyns Kommune;F605480011.htm
480;1278207;701708;Havrehedskolen - Afd. Veflinge;Veflinge;Nordfyns Kommune;F605480009.htm
480;1278160;710952;Heldagsskolen;Horsebæk;Nordfyns Kommune;F605480004.htm
480;1276496;710852;Kystskolen - Afd. Krogsbølle;Krogsbølle;Nordfyns Kommune;F605480005.htm
480;1276108;710946;Kystskolen - Afd. Løkkemark;Løkkemark;Nordfyns Kommune;F605480007.htm
480;1277470;710924;Nørreby Forsamlingshus;Klinte;Nordfyns Kommune;F605480002.htm
480;1277766;709540;Sletten Skole - Afd. Nordvest;Otterup;Nordfyns Kommune;F605480006.htm
480;1278097;709418;Sletten Skole - Afd. Skovløkken;Skovløkke;Nordfyns Kommune;F605480008.htm
480;1277170;705036;Særslev-Hårslev-Skolen Afd.Hårslev;Hårslev;Nordfyns Kommune;F605480010.htm
480;1277802;710966;Særslev-Hårslev-Skolen Afd.Særslev;Særslev;Nordfyns Kommune;F605480012.htm
480;1306650;709534;Søndersøskolen Afd.Nordmark - Aula;Søndersø;Nordfyns Kommune;F605480013.htm
450;1286700;705368;Aunslevhallen;Aunslevhallen;Nyborg Kommune;F606450001.htm
450;1292065;706634;Bastionen;Bastionen;Nyborg Kommune;F606450003.htm
450;1286702;701998;Ellinge Forsamlingshus;Ellinge;Nyborg Kommune;F606450007.htm
450;1286718;705380;Frørup Forsamlingshus;Frørup Og Tårup;Nyborg Kommune;F606450011.htm
450;1286720;702004;Herrested Forsamlingshus;Ellested Og Herrested;Nyborg Kommune;F606450012.htm
450;1286714;708340;Langtved Forsamlingshus;Langtved;Nyborg Kommune;F606450009.htm
450;1292067;703754;Nyborghallen;Nyborghallen;Nyborg Kommune;F606450002.htm
450;1286706;706642;Refsvindinge Forsamlingshus;Kullerup Og Refsvindinge;Nyborg Kommune;F606450013.htm
450;1286694;703760;Skellerup Forsamlingshus;Skellerup;Nyborg Kommune;F606450008.htm
450;1286704;709812;Svindinge Forsamlingshus;"Langå; Svindinge Og Øksendrup";Nyborg Kommune;F606450005.htm
450;1286698;708334;Ullerslev Kultur- og Idrætscenter;Ullerslev;Nyborg Kommune;F606450006.htm
450;1291977;705374;Vindinge Forsamlingshus;Vindinge Forsamlingshus;Nyborg Kommune;F606450004.htm
450;1286696;708346;Ørbæk Midtpunkt;Ørbæk;Nyborg Kommune;F606450010.htm
370;1303230;701858;Arena Næstved - Hal 2;Arena Næstved;Næstved Kommune;F504370023.htm
370;1303158;706460;"Ellebækskolen; afd. Kalbyris";Ellebækskolen - Kalbyris;Næstved Kommune;F504370025.htm
370;1303148;706454;"Ellebækskolen; afd. Kildemark (Indgang fra Kærmindevej)";Ellebækskolen - Kildemark;Næstved Kommune;F504370022.htm
370;1303160;707904;Everdrup Samlingshus;Everdrup;Næstved Kommune;F504370002.htm
370;1303200;707910;Fladså Hallen;Fladså Hallen;Næstved Kommune;F504370004.htm
370;1303202;711122;Fuglebjerg-hallen;Fuglebjerg;Næstved Kommune;F504370001.htm
370;1303162;703654;Gl. Ridehus;Grønnegades Kaserne;Næstved Kommune;F504370021.htm
370;1303232;703666;Glumsø Kro;Glumsø;Næstved Kommune;F504370011.htm
370;1303204;712210;Grønbro Hallen;Grønbro Hallen;Næstved Kommune;F504370003.htm
370;1303238;711128;Hammer Forsamlingshus;Hammer - Vester Egesborg;Næstved Kommune;F504370007.htm
370;1303196;705200;Herlufmagle-Hallen;Herlufmagle;Næstved Kommune;F504370014.htm
370;1303164;711136;Herlufsholmhallen;Herlufsholmhallen;Næstved Kommune;F504370027.htm
370;1303242;707918;Holmegaard Hallen;Fensmark;Næstved Kommune;F504370008.htm
370;1303206;709726;"Holmegaardskolen; afd. Holme-Olstrup";Holme-Olstrup;Næstved Kommune;F504370009.htm
370;1303234;711142;"Kobberbakkeskolden; afd. Sydby";Kobberbakkeskolen - Sydby;Næstved Kommune;F504370028.htm
370;1303150;706418;"Kobberbakkeskolen; afd. Rønnebæk";Kobberbakkeskolen - Rønnebæk;Næstved Kommune;F504370029.htm
370;1303226;706430;"Kobberbakkeskolen; afd. Sct. Jørgen";Kobberbakkeskolen - Sct. Jørge;Næstved Kommune;F504370024.htm
370;1303228;712204;"Lille Næstved Skole; afd. Herlufsholmvej";Lille Næstved Skole - Herlufsh;Næstved Kommune;F504370026.htm
370;1303166;706398;"Lille Næstved Skole; afd. Hyllinge";Lille Næstved Skole - Hyllinge;Næstved Kommune;F504370031.htm
370;1303192;703592;"Lille Næstved Skole; afd. Karrebæk";Lille Næstved Skole - Karrebæk;Næstved Kommune;F504370032.htm
370;1303240;701870;"Lille Næstved Skole; afd. Karrebækvej";Lille Næstved Skole - Karrebæk;Næstved Kommune;F504370020.htm
370;1303152;707930;Sandby Forsamlingshus;Sandby;Næstved Kommune;F504370012.htm
370;1303194;709720;Skelby Forsamlingshus;Skelby;Næstved Kommune;F504370013.htm
370;1303146;707924;Tappernøje Forsamlingshus;Tappernøje;Næstved Kommune;F504370006.htm
370;1303154;712222;Toksværd Samlingshus;Toksværd;Næstved Kommune;F504370010.htm
370;1303156;703660;Tybjerg Forsamlingshus;Tybjerg;Næstved Kommune;F504370005.htm
727;1277486;711964;Alrø Forsamlingshus;Alrø;Odder Kommune;F809727009.htm
727;1277420;709400;Eriksminde Efterskole - Salen;Randlev - Bjerager;Odder Kommune;F809727004.htm
727;1278258;704968;Gylling Skole;Gylling;Odder Kommune;F809727006.htm
727;1276188;703392;Hou Skole;"Hou; Gosmer - Halling";Odder Kommune;F809727005.htm
727;1461986;704986;Kirkehuset;Hundslund;Odder Kommune;F809727008.htm
727;1275557;701632;Saksild Skole og Børnehus;Saksild - Nølev;Odder Kommune;F809727003.htm
727;1278406;709406;Spektrum Odder;Odder;Odder Kommune;F809727001.htm
727;1277005;701640;Torrild Forsamlingshus;Torrild;Odder Kommune;F809727002.htm
727;1275732;710838;Ølykkecentret;Tunø;Odder Kommune;F809727010.htm
727;1277191;706210;Ørting Sognehus;Ørting-Falling;Odder Kommune;F809727007.htm
461;1299288;705856;"Agedrup Skole; Foredragssalen";Agedrup Skole;Odense Kommune;F601461006.htm
461;1299292;711662;"Camp U (tidl. Humlehaveskolen); Konferencerum";Camp U;Odense Kommune;F601461035.htm
461;1299300;708782;"CSV-Skolen; Sportshallen";CSV-Skolen;Odense Kommune;F602461012.htm
461;1299266;702866;"Dalumskolen; Gymnastiksalen";Dalumskolen;Odense Kommune;F603461030.htm
461;1299290;707294;"Ejerslykkeskolen; Gymnastiksalen";Ejerslykkeskolen;Odense Kommune;F601461005.htm
461;1299308;708800;"Fangel Forsamlingshus; Salen";Fangel Forsamlingshus;Odense Kommune;F603461032.htm
461;1299268;708762;Fjordager-Hallen;Fjordager-Hallen;Odense Kommune;F601461007.htm
461;1299270;710386;"Fraugde Fritidscenter; Hallen";Fraugde Fritidscenter;Odense Kommune;F601461009.htm
461;1299310;711704;"Højby Skole; Idrætshallen";Højby Skole;Odense Kommune;F603461033.htm
461;1299272;710430;"Korup Skole; Gymnastiksalen";Korup Skole;Odense Kommune;F602461020.htm
461;1299302;702818;"Kroggårdsskolen; Gymnastiksalen";Kroggårdsskolen;Odense Kommune;F602461017.htm
461;1299254;702812;"Lumby Skole; Gymnastiksalen";Lumby Skole;Odense Kommune;F602461013.htm
461;1299274;711668;"Munkebjergskolen; Sportshallen";Munkebjergskolen;Odense Kommune;F601461004.htm
461;1299256;702830;"Paarup Hallen; Anneks Hallen";Paarup Hallen;Odense Kommune;F602461019.htm
461;1299294;705882;"Rasmus Rask-Skolen; H-lokalet";Rasmus Rask-Skolen;Odense Kommune;F603461028.htm
461;1299258;705850;"Risingskolen; Festsalen";Risingskolen;Odense Kommune;F601461003.htm
461;1299276;705894;"Rosengårdskolen; Sportshallen";Rosengårdskolen;Odense Kommune;F603461025.htm
461;1299278;705888;"Rådhuset; Rådhushallen";Rådhuset;Odense Kommune;F603461023.htm
461;1299312;711692;Sanderumhallen;Sanderumhallen;Odense Kommune;F603461026.htm
461;1462181;707258;"Sct. Hans Skole; Skoletorvet";Sct. Hans Skole;Odense Kommune;F601461002.htm
461;1299314;705876;"Sct. Knuds Gymnasium; Drengegymnastiksalen";Sct. Knuds Gymnasium;Odense Kommune;F603461024.htm
461;1462182;707300;Seniorhus Odense;Seniorhus Odense;Odense Kommune;F602461011.htm
461;1305100;746369;Skt. Jørgens Hallen;Skt. Jørgens Hallen;Odense Kommune;F601461001.htm
461;1299286;708794;"Skt. Klemensskolen; Gymnastiksalen";Skt. Klemensskolen;Odense Kommune;F603461031.htm
461;1306664;701218;"Spurvelundskolen; Gymnastiksalen";Spurvelundskolen;Odense Kommune;F602461016.htm
461;1299284;702824;"Stige Skole; Gymnastiksalen";Stige Skole;Odense Kommune;F602461014.htm
461;1299264;701224;"Tarup Skole; Aulaen";Tarup Skole;Odense Kommune;F602461018.htm
461;1299306;711698;"Tingløkkeskolen; Gymnastiksalen";Tingløkkeskolen;Odense Kommune;F603461029.htm
461;1299316;707308;Ubberud Kultur & Bevægelseshus;Ubberud Kultur & Bevægelseshus;Odense Kommune;F602461021.htm
461;1299298;705862;"UngOdense; (tidl. Bækholmskolen); Tumlesalen";UngOdense (Tidl.Bækholmskolen);Odense Kommune;F601461036.htm
306;1289296;704442;Dragsholm Fritidscenter;Fårevejle;Odsherred Kommune;F510306002.htm
306;1289314;708896;Egebjerg Forsamlingshus;Egebjerg;Odsherred Kommune;F510306010.htm
306;1289292;701320;Hallerne i Asnæs;Asnæs;Odsherred Kommune;F510306001.htm
306;1289302;710514;Hallerne i Nykøbing Sj.;Nykøbing;Odsherred Kommune;F510306007.htm
306;1289298;710508;Herrestrup Skole og Videnscenter;Grevinge;Odsherred Kommune;F510306003.htm
306;1289340;708820;Højby Skole;Højby;Odsherred Kommune;F510306011.htm
306;1289300;701326;Lumsås Forsamlingshus;Lumsås;Odsherred Kommune;F510306012.htm
306;1289308;707376;Nr. Asmindrup Forsamlingshus;Nr. Asmindrup;Odsherred Kommune;F510306013.htm
306;1462424;708906;Odden Forsamlingshus;Odden;Odsherred Kommune;F510306005.htm
306;1289306;701300;Sognegården;Rørvig;Odsherred Kommune;F510306008.htm
306;1289318;711730;Vallekilde-Hørve Kultur og Idrætsc;Hørve;Odsherred Kommune;F510306004.htm
306;1289322;704468;Vig Forsamlingshus;Vig;Odsherred Kommune;F510306006.htm
730;1304221;708750;Asferg Træningshus;Asferg Træningshus;Randers Kommune;F807730016.htm
730;1299834;710392;Assentofthallen;Assentofthallen;Randers Kommune;F807730036.htm
730;1300044;710340;Blicherskolen;Blicherskolen;Randers Kommune;F806730014.htm
730;1299836;704268;Firkløverskolen;Firkløverskolen;Randers Kommune;F806730012.htm
730;1299862;711624;Fritidscentret;Fritidscentret;Randers Kommune;F807730028.htm
730;1299838;701136;Gjerlev Aktivitetshus;Gjerlev Aktivitetshus;Randers Kommune;F806730010.htm
730;1300034;702710;Hald Forsamlingshus;Hald Forsamlingshus;Randers Kommune;F806730009.htm
730;1299938;704136;Havndal-Hallen;Havndalhallen;Randers Kommune;F806730005.htm
730;1299950;702770;Hobrovejens Skole;Hobrovejens Skole;Randers Kommune;F807730025.htm
730;1300046;707188;Hornbækhallen;Hornbækhallen;Randers Kommune;F806730013.htm
730;1299840;701178;Jebjerg Forsamlingshus;Jebjerg Forsamlingshus;Randers Kommune;F807730004.htm
730;1299980;710316;Korshøjskolen;Korshøjskolen;Randers Kommune;F806730008.htm
730;1300038;711638;Kristrup Skole;Kristrup Skole;Randers Kommune;F807730032.htm
730;1299982;705778;Kultur- & Aktivitetshuset i Gassum;Kultur-Aktivitetshuset Gassum;Randers Kommune;F806730015.htm
730;1299986;704314;Kulturhuset Langå;Kulturhuset Langå;Randers Kommune;F807730001.htm
730;1299990;710322;Nørrevangsskolen;Nørrevangsskolen;Randers Kommune;F806730027.htm
730;1299842;704280;Paderup Gymnasium;Paderup Gymnasium;Randers Kommune;F807730033.htm
730;1299946;707212;Psykiatriens Hus;Psykiatriens Hus;Randers Kommune;F807730024.htm
730;1300036;708738;Purhushallen;Purhushallen;Randers Kommune;F807730017.htm
730;1299830;707182;Randers Badmintonhaller;Randers Badmintonhaller;Randers Kommune;F806730026.htm
730;1299978;707150;Rismølleskolen;Rismølleskolen;Randers Kommune;F806730011.htm
730;1299850;702716;Romalt Aktivitetshal;Romalt Aktivitetshal;Randers Kommune;F807730034.htm
730;1300032;704222;Råby Forsamlingshus;Råby Forsamlingshus;Randers Kommune;F806730006.htm
730;1300040;702764;Stevnstrup Forsamlingshus;Stevnstrup Forsamlingshus;Randers Kommune;F807730002.htm
730;1299948;708744;Søndermarkskolen;Søndermarkskolen;Randers Kommune;F807730031.htm
730;1299860;707204;Uggelhuse Forsamlingshus;Uggelhuse Forsamlingshus;Randers Kommune;F807730037.htm
730;1300042;711576;Vestervangsskolen;Vestervangsskolen;Randers Kommune;F806730029.htm
730;1299832;702776;Ø.Bjerregrav Forsamlingshus;Ø. Bjerregrav Forsamlingshus;Randers Kommune;F807730021.htm
730;1299856;705768;Øster Tørslev Fritidslokaler;Øster Tørslev Fritidslokaler;Randers Kommune;F806730007.htm
730;1299988;711582;Østervangsskolen;Østervangsskolen;Randers Kommune;F806730030.htm
840;1277447;712144;Blenstrup Hallen;Blenstrup;Rebild Kommune;F1005840010.htm
840;1277778;711096;Bælum Skole;Bælum;Rebild Kommune;F1005840008.htm
840;1276160;701822;Forsamlingshuset;Øster Hornum;Rebild Kommune;F1005840007.htm
840;1275977;706392;Forsamlingshuset;Ravnkilde;Rebild Kommune;F1005840009.htm
840;1278240;705168;Hjeds Kultur og Forsamlingshus;Veggerby;Rebild Kommune;F1005840011.htm
840;1287125;712164;Kig Ind;Nørager;Rebild Kommune;F1005840005.htm
840;1276462;709652;Selskabslokalerne Haverslev Hallen;Haverslev;Rebild Kommune;F1005840006.htm
840;1275703;709658;Skørping Idrætscenter;Skørping;Rebild Kommune;F1005840002.htm
840;1276823;707882;Støvring Hallen;Støvring;Rebild Kommune;F1005840001.htm
840;1275723;712170;Suldrup Kro;Suldrup;Rebild Kommune;F1005840004.htm
840;1275852;703572;Terndrup Idrætscenter;Terndrup;Rebild Kommune;F1005840003.htm
