kommunekod;objectid;id_lokalid;afstemni00;kmd_name;municipality;refs;refs;municipality;names;constituency
410;1296023;711266;Båring Skole - Multisalen;Baaring;Middelfart Kommune;F605410007.htm;F605410007.htm;Middelfart Kommune;Baaring;Middelfartkredsen
410;1296015;705422;Ejby Skole Samlingssalen;Ejby;Middelfart Kommune;F605410008.htm;F605410008.htm;Middelfart Kommune;Ejby;Middelfartkredsen
410;1296027;708388;Gelsted Skole - Festsalen;Gelsted;Middelfart Kommune;F605410009.htm;F605410009.htm;Middelfart Kommune;Gelsted;Middelfartkredsen
410;1296025;700808;Brenderup Forsamlingshus;Brenderup;Middelfart Kommune;F605410010.htm;F605410010.htm;Middelfart Kommune;Brenderup;Middelfartkredsen
410;1296005;705434;Fjelsted-Harndrup Skole - Aulaen;Fjelsted/Harndrup;Middelfart Kommune;F605410011.htm;F605410011.htm;Middelfart Kommune;Fjelsted/Harndrup;Middelfartkredsen
773;1277186;705682;Sejerslev Forsamlingshus;Sejerslev;Morsø Kommune;F1004773001.htm;F1004773001.htm;Morsø Kommune;Sejerslev;Thistedkredsen
773;1277902;702454;Flade Forsamlingshus;Flade;Morsø Kommune;F1004773002.htm;F1004773002.htm;Morsø Kommune;Flade;Thistedkredsen
773;1277434;711508;Bjergby Forsamlingshus;Bjergby;Morsø Kommune;F1004773003.htm;F1004773003.htm;Morsø Kommune;Bjergby;Thistedkredsen
773;1276465;711514;Sundby Forsamlingshus;Sundby;Morsø Kommune;F1004773004.htm;F1004773004.htm;Morsø Kommune;Sundby;Thistedkredsen
773;1276392;710282;Solbjerg Sognehus;Solbjerg;Morsø Kommune;F1004773005.htm;F1004773005.htm;Morsø Kommune;Solbjerg;Thistedkredsen
773;1276101;711780;Thorup Forsamlingshus;Thorup;Morsø Kommune;F1004773006.htm;F1004773006.htm;Morsø Kommune;Thorup;Thistedkredsen
773;1275584;704124;Midtmors Sport;Ø. Jølby;Morsø Kommune;F1004773007.htm;F1004773007.htm;Morsø Kommune;Ø. Jølby;Thistedkredsen
773;1276042;710270;Erslev Forsamlingshus;Erslev;Morsø Kommune;F1004773008.htm;F1004773008.htm;Morsø Kommune;Erslev;Thistedkredsen
773;1276002;708680;Tødsø Forsamlingshus;Tødsø;Morsø Kommune;F1004773009.htm;F1004773009.htm;Morsø Kommune;Tødsø;Thistedkredsen
773;1278040;708688;Frøslev Forsamlingshus;Frøslev;Morsø Kommune;F1004773010.htm;F1004773010.htm;Morsø Kommune;Frøslev;Thistedkredsen
773;1276391;710276;Tæbring Forsamlingshus;Tæbring;Morsø Kommune;F1004773011.htm;F1004773011.htm;Morsø Kommune;Tæbring;Thistedkredsen
773;1278069;710262;Fredsø Forsamlingshus;Fredsø;Morsø Kommune;F1004773012.htm;F1004773012.htm;Morsø Kommune;Fredsø;Thistedkredsen
773;1276717;704130;Sydmors Fritidscenter;Vils;Morsø Kommune;F1004773013.htm;F1004773013.htm;Morsø Kommune;Vils;Thistedkredsen
773;1277739;710234;Karby Gamle Skole;Karby;Morsø Kommune;F1004773014.htm;F1004773014.htm;Morsø Kommune;Karby;Thistedkredsen
773;1277990;705704;Redsted Sognegård;Redsted;Morsø Kommune;F1004773015.htm;F1004773015.htm;Morsø Kommune;Redsted;Thistedkredsen
773;1278126;711520;Ørding Forsamlingshus;Ørding;Morsø Kommune;F1004773016.htm;F1004773016.htm;Morsø Kommune;Ørding;Thistedkredsen
773;1278290;707044;Ø.Assels Forsamlingshus;Ø. Assels;Morsø Kommune;F1004773017.htm;F1004773017.htm;Morsø Kommune;Ø. Assels;Thistedkredsen
773;1275794;701092;Nykøbing-Hallen;Nykøbing;Morsø Kommune;F1004773018.htm;F1004773018.htm;Morsø Kommune;Nykøbing;Thistedkredsen
707;1298726;709078;"Kulturhuset; Pavillonen";Kulturhuset Pavillonen;Norddjurs Kommune;F805707001.htm;F805707001.htm;Norddjurs Kommune;Kulturhuset Pavillonen;Djurskredsen
707;1298728;711832;Anholt Skole;Anholt Skole;Norddjurs Kommune;F805707002.htm;F805707002.htm;Norddjurs Kommune;Anholt Skole;Djurskredsen
707;1306642;709066;Kulturhuset Stationen;Kulturhuset Stationen;Norddjurs Kommune;F805707003.htm;F805707003.htm;Norddjurs Kommune;Kulturhuset Stationen;Djurskredsen
707;1298744;707484;Grenaa Idrætscenter;Grenaa Idrætscenter;Norddjurs Kommune;F805707004.htm;F805707004.htm;Norddjurs Kommune;Grenaa Idrætscenter;Djurskredsen
707;1298780;709072;Nørre Djurs Hallen;Glesborg;Norddjurs Kommune;F805707005.htm;F805707005.htm;Norddjurs Kommune;Glesborg;Djurskredsen
707;1298776;707518;Ørum Aktiv Center;Ørum;Norddjurs Kommune;F805707006.htm;F805707006.htm;Norddjurs Kommune;Ørum;Djurskredsen
707;1298768;704660;Rougsø Hallen;Ørsted;Norddjurs Kommune;F805707007.htm;F805707007.htm;Norddjurs Kommune;Ørsted;Djurskredsen
707;1298734;710680;Allingåbro Idrætshal;Allingåbro;Norddjurs Kommune;F805707008.htm;F805707008.htm;Norddjurs Kommune;Allingåbro;Djurskredsen
707;1298770;709084;Auning-Hallerne;Auning;Norddjurs Kommune;F805707009.htm;F805707009.htm;Norddjurs Kommune;Auning;Djurskredsen
480;1276884;709482;Bogense Skole - Afd. Bogense;Bogense;Nordfyns Kommune;F605480001.htm;F605480001.htm;Nordfyns Kommune;Bogense;Middelfartkredsen
480;1277470;710924;Nørreby Forsamlingshus;Klinte;Nordfyns Kommune;F605480002.htm;F605480002.htm;Nordfyns Kommune;Klinte;Middelfartkredsen
480;1275995;707808;Bogense Skole - Afd. Kongslund;Kongslund;Nordfyns Kommune;F605480003.htm;F605480003.htm;Nordfyns Kommune;Kongslund;Middelfartkredsen
480;1278160;710952;Heldagsskolen;Horsebæk;Nordfyns Kommune;F605480004.htm;F605480004.htm;Nordfyns Kommune;Horsebæk;Middelfartkredsen
480;1276496;710852;Kystskolen - Afd. Krogsbølle;Krogsbølle;Nordfyns Kommune;F605480005.htm;F605480005.htm;Nordfyns Kommune;Krogsbølle;Middelfartkredsen
480;1277766;709540;Sletten Skole - Afd. Nordvest;Otterup;Nordfyns Kommune;F605480006.htm;F605480006.htm;Nordfyns Kommune;Otterup;Middelfartkredsen
480;1276108;710946;Kystskolen - Afd. Løkkemark;Løkkemark;Nordfyns Kommune;F605480007.htm;F605480007.htm;Nordfyns Kommune;Løkkemark;Middelfartkredsen
480;1278097;709418;Sletten Skole - Afd. Skovløkken;Skovløkke;Nordfyns Kommune;F605480008.htm;F605480008.htm;Nordfyns Kommune;Skovløkke;Middelfartkredsen
480;1278207;701708;Havrehedskolen - Afd. Veflinge;Veflinge;Nordfyns Kommune;F605480009.htm;F605480009.htm;Nordfyns Kommune;Veflinge;Middelfartkredsen
480;1277170;705036;Særslev-Hårslev-Skolen Afd.Hårslev;Hårslev;Nordfyns Kommune;F605480010.htm;F605480010.htm;Nordfyns Kommune;Hårslev;Middelfartkredsen
480;1276451;709546;Havrehedskolen - Afd. Havrehed;Morud;Nordfyns Kommune;F605480011.htm;F605480011.htm;Nordfyns Kommune;Morud;Middelfartkredsen
480;1277802;710966;Særslev-Hårslev-Skolen Afd.Særslev;Særslev;Nordfyns Kommune;F605480012.htm;F605480012.htm;Nordfyns Kommune;Særslev;Middelfartkredsen
480;1306650;709534;Søndersøskolen Afd.Nordmark - Aula;Søndersø;Nordfyns Kommune;F605480013.htm;F605480013.htm;Nordfyns Kommune;Søndersø;Middelfartkredsen
450;1286700;705368;Aunslevhallen;Aunslevhallen;Nyborg Kommune;F606450001.htm;F606450001.htm;Nyborg Kommune;Aunslev Forsamlingshus;Nyborgkredsen
450;1292067;703754;Nyborghallen;Nyborghallen;Nyborg Kommune;F606450002.htm;F606450002.htm;Nyborg Kommune;Nyborghallen;Nyborgkredsen
450;1292065;706634;Bastionen;Bastionen;Nyborg Kommune;F606450003.htm;F606450003.htm;Nyborg Kommune;Borgerforeningens Hus;Nyborgkredsen
450;1291977;705374;Vindinge Forsamlingshus;Vindinge Forsamlingshus;Nyborg Kommune;F606450004.htm;F606450004.htm;Nyborg Kommune;Vindinge Forsamlingshus;Nyborgkredsen
450;1286704;709812;Svindinge Forsamlingshus;"Langå; Svindinge Og Øksendrup";Nyborg Kommune;F606450005.htm;F606450005.htm;Nyborg Kommune;Langå, Svindinge Og Øksendrup;Nyborgkredsen
450;1286698;708334;Ullerslev Kultur- og Idrætscenter;Ullerslev;Nyborg Kommune;F606450006.htm;F606450006.htm;Nyborg Kommune;Ullerslev;Nyborgkredsen
450;1286702;701998;Ellinge Forsamlingshus;Ellinge;Nyborg Kommune;F606450007.htm;F606450007.htm;Nyborg Kommune;Ellinge;Nyborgkredsen
450;1286694;703760;Skellerup Forsamlingshus;Skellerup;Nyborg Kommune;F606450008.htm;F606450008.htm;Nyborg Kommune;Skellerup;Nyborgkredsen
450;1286714;708340;Langtved Forsamlingshus;Langtved;Nyborg Kommune;F606450009.htm;F606450009.htm;Nyborg Kommune;Langtved;Nyborgkredsen
450;1286696;708346;Ørbæk Midtpunkt;Ørbæk;Nyborg Kommune;F606450010.htm;F606450010.htm;Nyborg Kommune;Ørbæk 1;Nyborgkredsen
450;1286718;705380;Frørup Forsamlingshus;Frørup Og Tårup;Nyborg Kommune;F606450011.htm;F606450011.htm;Nyborg Kommune;Frørup Og Tårup;Nyborgkredsen
450;1286720;702004;Herrested Forsamlingshus;Ellested Og Herrested;Nyborg Kommune;F606450012.htm;F606450012.htm;Nyborg Kommune;Ellested Og Herrested;Nyborgkredsen
450;1286706;706642;Refsvindinge Forsamlingshus;Kullerup Og Refsvindinge;Nyborg Kommune;F606450013.htm;F606450013.htm;Nyborg Kommune;Ørbæk 2;Nyborgkredsen
370;1303202;711122;Fuglebjerg-hallen;Fuglebjerg;Næstved Kommune;F504370001.htm;F504370001.htm;Næstved Kommune;Fuglebjerg Hallen;Næstvedkredsen
370;1303160;707904;Everdrup Samlingshus;Everdrup;Næstved Kommune;F504370002.htm;F504370002.htm;Næstved Kommune;Everdrup;Næstvedkredsen
370;1303204;712210;Grønbro Hallen;Grønbro Hallen;Næstved Kommune;F504370003.htm;F504370003.htm;Næstved Kommune;Grønbro-Hallen;Næstvedkredsen
370;1303200;707910;Fladså Hallen;Fladså Hallen;Næstved Kommune;F504370004.htm;F504370004.htm;Næstved Kommune;Næstelsø - Mogenstrup;Næstvedkredsen
370;1303156;703660;Tybjerg Forsamlingshus;Tybjerg;Næstved Kommune;F504370005.htm;F504370005.htm;Næstved Kommune;Tybjerg;Næstvedkredsen
370;1303146;707924;Tappernøje Forsamlingshus;Tappernøje;Næstved Kommune;F504370006.htm;F504370006.htm;Næstved Kommune;Snesere;Næstvedkredsen
370;1303238;711128;Hammer Forsamlingshus;Hammer - Vester Egesborg;Næstved Kommune;F504370007.htm;F504370007.htm;Næstved Kommune;Hammer - Vester Egesborg;Næstvedkredsen
370;1303242;707918;Holmegaard Hallen;Fensmark;Næstved Kommune;F504370008.htm;F504370008.htm;Næstved Kommune;Fensmark;Næstvedkredsen
370;1303206;709726;"Holmegaardskolen; afd. Holme-Olstrup";Holme-Olstrup;Næstved Kommune;F504370009.htm;F504370009.htm;Næstved Kommune;Holme-Olstrup;Næstvedkredsen
370;1303154;712222;Toksværd Samlingshus;Toksværd;Næstved Kommune;F504370010.htm;F504370010.htm;Næstved Kommune;Toksværd;Næstvedkredsen
370;1303232;703666;Glumsø Kro;Glumsø;Næstved Kommune;F504370011.htm;F504370011.htm;Næstved Kommune;Glumsø;Næstvedkredsen
370;1303152;707930;Sandby Forsamlingshus;Sandby;Næstved Kommune;F504370012.htm;F504370012.htm;Næstved Kommune;Sandby;Næstvedkredsen
370;1303194;709720;Skelby Forsamlingshus;Skelby;Næstved Kommune;F504370013.htm;F504370013.htm;Næstved Kommune;Skelby;Næstvedkredsen
370;1303196;705200;Herlufmagle-Hallen;Herlufmagle;Næstved Kommune;F504370014.htm;F504370014.htm;Næstved Kommune;Herlufmagle;Næstvedkredsen
370;1303240;701870;"Lille Næstved Skole; afd. Karrebækvej";Lille Næstved Skole - Karrebæk;Næstved Kommune;F504370020.htm;F504370020.htm;Næstved Kommune;Ll. Næstved Skole-Karrebækvej;Næstvedkredsen
370;1303162;703654;Gl. Ridehus;Grønnegades Kaserne;Næstved Kommune;F504370021.htm;F504370021.htm;Næstved Kommune;Grønnegades Kaserne;Næstvedkredsen
370;1303148;706454;"Ellebækskolen; afd. Kildemark (Indgang fra Kærmindevej)";Ellebækskolen - Kildemark;Næstved Kommune;F504370022.htm;F504370022.htm;Næstved Kommune;Kildemarkskolen;Næstvedkredsen
370;1303230;701858;Arena Næstved - Hal 2;Arena Næstved;Næstved Kommune;F504370023.htm;F504370023.htm;Næstved Kommune;Næstved Hallerne;Næstvedkredsen
370;1303226;706430;"Kobberbakkeskolen; afd. Sct. Jørgen";Kobberbakkeskolen - Sct. Jørge;Næstved Kommune;F504370024.htm;F504370024.htm;Næstved Kommune;Sct. Jørgens Skole;Næstvedkredsen
370;1303158;706460;"Ellebækskolen; afd. Kalbyris";Ellebækskolen - Kalbyris;Næstved Kommune;F504370025.htm;F504370025.htm;Næstved Kommune;Kalbyrisskolen;Næstvedkredsen
370;1303228;712204;"Lille Næstved Skole; afd. Herlufsholmvej";Lille Næstved Skole - Herlufsh;Næstved Kommune;F504370026.htm;F504370026.htm;Næstved Kommune;Ll Næstved Skole-Herlufsholmve;Næstvedkredsen
370;1303164;711136;Herlufsholmhallen;Herlufsholmhallen;Næstved Kommune;F504370027.htm;F504370027.htm;Næstved Kommune;Herlufsholmhallen;Næstvedkredsen
370;1303234;711142;"Kobberbakkeskolden; afd. Sydby";Kobberbakkeskolen - Sydby;Næstved Kommune;F504370028.htm;F504370028.htm;Næstved Kommune;Sydbyskolen;Næstvedkredsen
370;1303150;706418;"Kobberbakkeskolen; afd. Rønnebæk";Kobberbakkeskolen - Rønnebæk;Næstved Kommune;F504370029.htm;F504370029.htm;Næstved Kommune;Rønnebæk;Næstvedkredsen
370;1303166;706398;"Lille Næstved Skole; afd. Hyllinge";Lille Næstved Skole - Hyllinge;Næstved Kommune;F504370031.htm;F504370031.htm;Næstved Kommune;Hyllinge;Næstvedkredsen
370;1303192;703592;"Lille Næstved Skole; afd. Karrebæk";Lille Næstved Skole - Karrebæk;Næstved Kommune;F504370032.htm;F504370032.htm;Næstved Kommune;Karrebæk;Næstvedkredsen
727;1278406;709406;Spektrum Odder;Odder;Odder Kommune;F809727001.htm;F809727001.htm;Odder Kommune;Odder;Skanderborgkredsen
727;1277005;701640;Torrild Forsamlingshus;Torrild;Odder Kommune;F809727002.htm;F809727002.htm;Odder Kommune;Torrild;Skanderborgkredsen
727;1275557;701632;Saksild Skole og Børnehus;Saksild - Nølev;Odder Kommune;F809727003.htm;F809727003.htm;Odder Kommune;Saksild - Nølev;Skanderborgkredsen
727;1277420;709400;Eriksminde Efterskole - Salen;Randlev - Bjerager;Odder Kommune;F809727004.htm;F809727004.htm;Odder Kommune;Randlev - Bjerager;Skanderborgkredsen
727;1276188;703392;Hou Skole;"Hou; Gosmer - Halling";Odder Kommune;F809727005.htm;F809727005.htm;Odder Kommune;Hou, Gosmer - Halling;Skanderborgkredsen
727;1278258;704968;Gylling Skole;Gylling;Odder Kommune;F809727006.htm;F809727006.htm;Odder Kommune;Gylling;Skanderborgkredsen
727;1277191;706210;Ørting Sognehus;Ørting-Falling;Odder Kommune;F809727007.htm;F809727007.htm;Odder Kommune;Ørting-Falling;Skanderborgkredsen
727;1461986;704986;Kirkehuset;Hundslund;Odder Kommune;F809727008.htm;F809727008.htm;Odder Kommune;Hundslund;Skanderborgkredsen
727;1277486;711964;Alrø Forsamlingshus;Alrø;Odder Kommune;F809727009.htm;F809727009.htm;Odder Kommune;Alrø;Skanderborgkredsen
727;1275732;710838;Ølykkecentret;Tunø;Odder Kommune;F809727010.htm;F809727010.htm;Odder Kommune;Tunø;Skanderborgkredsen
461;1305100;746369;Skt. Jørgens Hallen;Skt. Jørgens Hallen;Odense Kommune;F601461001.htm;F601461001.htm;Odense Kommune;Skt. Jørgens Hallen;Odense Østkredsen
461;1462181;707258;"Sct. Hans Skole; Skoletorvet";Sct. Hans Skole;Odense Kommune;F601461002.htm;F601461002.htm;Odense Kommune;Sct. Hans Skole;Odense Østkredsen
461;1299258;705850;"Risingskolen; Festsalen";Risingskolen;Odense Kommune;F601461003.htm;F601461003.htm;Odense Kommune;Risingskolen;Odense Østkredsen
461;1299274;711668;"Munkebjergskolen; Sportshallen";Munkebjergskolen;Odense Kommune;F601461004.htm;F601461004.htm;Odense Kommune;Munkebjergskolen;Odense Østkredsen
461;1299290;707294;"Ejerslykkeskolen; Gymnastiksalen";Ejerslykkeskolen;Odense Kommune;F601461005.htm;F601461005.htm;Odense Kommune;Ejerslykkeskolen;Odense Østkredsen
461;1299288;705856;"Agedrup Skole; Foredragssalen";Agedrup Skole;Odense Kommune;F601461006.htm;F601461006.htm;Odense Kommune;Agedrup Skole;Odense Østkredsen
461;1299268;708762;Fjordager-Hallen;Fjordager-Hallen;Odense Kommune;F601461007.htm;F601461007.htm;Odense Kommune;Fjordager Hallen;Odense Østkredsen
461;1299270;710386;"Fraugde Fritidscenter; Hallen";Fraugde Fritidscenter;Odense Kommune;F601461009.htm;F601461009.htm;Odense Kommune;Fraugde Fritidscenter;Odense Østkredsen
461;1299292;711662;"Camp U (tidl. Humlehaveskolen); Konferencerum";Camp U;Odense Kommune;F601461035.htm;F601461035.htm;Odense Kommune;Camp U;Odense Østkredsen
461;1299298;705862;"UngOdense; (tidl. Bækholmskolen); Tumlesalen";UngOdense (Tidl.Bækholmskolen);Odense Kommune;F601461036.htm;F601461036.htm;Odense Kommune;Bækholmskolen;Odense Østkredsen
461;1462182;707300;Seniorhus Odense;Seniorhus Odense;Odense Kommune;F602461011.htm;F602461011.htm;Odense Kommune;Borgerservicecenter;Odense Vestkredsen
461;1299300;708782;"CSV-Skolen; Sportshallen";CSV-Skolen;Odense Kommune;F602461012.htm;F602461012.htm;Odense Kommune;Csv-Skolen;Odense Vestkredsen
461;1299254;702812;"Lumby Skole; Gymnastiksalen";Lumby Skole;Odense Kommune;F602461013.htm;F602461013.htm;Odense Kommune;Lumby Forsamlingshus;Odense Vestkredsen
461;1299284;702824;"Stige Skole; Gymnastiksalen";Stige Skole;Odense Kommune;F602461014.htm;F602461014.htm;Odense Kommune;Stige Skole;Odense Vestkredsen
461;1306664;701218;"Spurvelundskolen; Gymnastiksalen";Spurvelundskolen;Odense Kommune;F602461016.htm;F602461016.htm;Odense Kommune;Spurvelundskolen;Odense Vestkredsen
461;1299302;702818;"Kroggårdsskolen; Gymnastiksalen";Kroggårdsskolen;Odense Kommune;F602461017.htm;F602461017.htm;Odense Kommune;Kroggårdskolen;Odense Vestkredsen
461;1299264;701224;"Tarup Skole; Aulaen";Tarup Skole;Odense Kommune;F602461018.htm;F602461018.htm;Odense Kommune;Tarup Skole;Odense Vestkredsen
461;1299256;702830;"Paarup Hallen; Anneks Hallen";Paarup Hallen;Odense Kommune;F602461019.htm;F602461019.htm;Odense Kommune;Paarup Hallen;Odense Vestkredsen
461;1299272;710430;"Korup Skole; Gymnastiksalen";Korup Skole;Odense Kommune;F602461020.htm;F602461020.htm;Odense Kommune;Korup Skole;Odense Vestkredsen
461;1299316;707308;Ubberud Kultur & Bevægelseshus;Ubberud Kultur & Bevægelseshus;Odense Kommune;F602461021.htm;F602461021.htm;Odense Kommune;Ubberud Kultur & Bevægelseshus;Odense Vestkredsen
461;1299278;705888;"Rådhuset; Rådhushallen";Rådhuset;Odense Kommune;F603461023.htm;F603461023.htm;Odense Kommune;Rådhuset;Odense Sydkredsen
461;1299314;705876;"Sct. Knuds Gymnasium; Drengegymnastiksalen";Sct. Knuds Gymnasium;Odense Kommune;F603461024.htm;F603461024.htm;Odense Kommune;Sct. Knuds Gymnasium;Odense Sydkredsen
461;1299276;705894;"Rosengårdskolen; Sportshallen";Rosengårdskolen;Odense Kommune;F603461025.htm;F603461025.htm;Odense Kommune;Rosengårdskolen;Odense Sydkredsen
461;1299312;711692;Sanderumhallen;Sanderumhallen;Odense Kommune;F603461026.htm;F603461026.htm;Odense Kommune;Fks-Hallen;Odense Sydkredsen
461;1299294;705882;"Rasmus Rask-Skolen; H-lokalet";Rasmus Rask-Skolen;Odense Kommune;F603461028.htm;F603461028.htm;Odense Kommune;Rasmus Rask Skolen;Odense Sydkredsen
461;1299306;711698;"Tingløkkeskolen; Gymnastiksalen";Tingløkkeskolen;Odense Kommune;F603461029.htm;F603461029.htm;Odense Kommune;Tingløkkeskolen;Odense Sydkredsen
461;1299266;702866;"Dalumskolen; Gymnastiksalen";Dalumskolen;Odense Kommune;F603461030.htm;F603461030.htm;Odense Kommune;Dalumskolen;Odense Sydkredsen
461;1299286;708794;"Skt. Klemensskolen; Gymnastiksalen";Skt. Klemensskolen;Odense Kommune;F603461031.htm;F603461031.htm;Odense Kommune;Stenløse Forsamlingshus;Odense Sydkredsen
461;1299308;708800;"Fangel Forsamlingshus; Salen";Fangel Forsamlingshus;Odense Kommune;F603461032.htm;F603461032.htm;Odense Kommune;Fangel Forsamlingshus;Odense Sydkredsen
461;1299310;711704;"Højby Skole; Idrætshallen";Højby Skole;Odense Kommune;F603461033.htm;F603461033.htm;Odense Kommune;Højby Skole;Odense Sydkredsen
306;1289292;701320;Hallerne i Asnæs;Asnæs;Odsherred Kommune;F510306001.htm;F510306001.htm;Odsherred Kommune;Asnæs;Kalundborgkredsen
306;1289296;704442;Dragsholm Fritidscenter;Fårevejle;Odsherred Kommune;F510306002.htm;F510306002.htm;Odsherred Kommune;Fårevejle;Kalundborgkredsen
306;1289298;710508;Herrestrup Skole og Videnscenter;Grevinge;Odsherred Kommune;F510306003.htm;F510306003.htm;Odsherred Kommune;Grevinge;Kalundborgkredsen
306;1289318;711730;Vallekilde-Hørve Kultur og Idrætsc;Hørve;Odsherred Kommune;F510306004.htm;F510306004.htm;Odsherred Kommune;Hørve;Kalundborgkredsen
306;1462424;708906;Odden Forsamlingshus;Odden;Odsherred Kommune;F510306005.htm;F510306005.htm;Odsherred Kommune;Odden;Kalundborgkredsen
306;1289322;704468;Vig Forsamlingshus;Vig;Odsherred Kommune;F510306006.htm;F510306006.htm;Odsherred Kommune;Vig;Kalundborgkredsen
306;1289302;710514;Hallerne i Nykøbing Sj.;Nykøbing;Odsherred Kommune;F510306007.htm;F510306007.htm;Odsherred Kommune;Nykøbing;Kalundborgkredsen
306;1289306;701300;Sognegården;Rørvig;Odsherred Kommune;F510306008.htm;F510306008.htm;Odsherred Kommune;Rørvig;Kalundborgkredsen
306;1289314;708896;Egebjerg Forsamlingshus;Egebjerg;Odsherred Kommune;F510306010.htm;F510306010.htm;Odsherred Kommune;Egebjerg;Kalundborgkredsen
306;1289340;708820;Højby Skole;Højby;Odsherred Kommune;F510306011.htm;F510306011.htm;Odsherred Kommune;Højby;Kalundborgkredsen
306;1289300;701326;Lumsås Forsamlingshus;Lumsås;Odsherred Kommune;F510306012.htm;F510306012.htm;Odsherred Kommune;Lumsås;Kalundborgkredsen
306;1289308;707376;Nr. Asmindrup Forsamlingshus;Nr. Asmindrup;Odsherred Kommune;F510306013.htm;F510306013.htm;Odsherred Kommune;Nr. Asmindrup;Kalundborgkredsen
730;1299938;704136;Havndal-Hallen;Havndalhallen;Randers Kommune;F806730005.htm;F806730005.htm;Randers Kommune;Havndalhallen;Randers Nordkredsen
730;1300032;704222;Råby Forsamlingshus;Råby Forsamlingshus;Randers Kommune;F806730006.htm;F806730006.htm;Randers Kommune;Råby Forsamlingshus;Randers Nordkredsen
730;1299856;705768;Øster Tørslev Fritidslokaler;Øster Tørslev Fritidslokaler;Randers Kommune;F806730007.htm;F806730007.htm;Randers Kommune;Øster Tørslev Fritidslokaler;Randers Nordkredsen
730;1299980;710316;Korshøjskolen;Korshøjskolen;Randers Kommune;F806730008.htm;F806730008.htm;Randers Kommune;Korshøjskolen;Randers Nordkredsen
730;1300034;702710;Hald Forsamlingshus;Hald Forsamlingshus;Randers Kommune;F806730009.htm;F806730009.htm;Randers Kommune;Hald Forsamlingshus;Randers Nordkredsen
730;1299838;701136;Gjerlev Aktivitetshus;Gjerlev Aktivitetshus;Randers Kommune;F806730010.htm;F806730010.htm;Randers Kommune;Gjerlev Enslev Skole;Randers Nordkredsen
730;1299978;707150;Rismølleskolen;Rismølleskolen;Randers Kommune;F806730011.htm;F806730011.htm;Randers Kommune;Rismølleskolen;Randers Nordkredsen
730;1299836;704268;Firkløverskolen;Firkløverskolen;Randers Kommune;F806730012.htm;F806730012.htm;Randers Kommune;Rytterskolen;Randers Nordkredsen
730;1300046;707188;Hornbækhallen;Hornbækhallen;Randers Kommune;F806730013.htm;F806730013.htm;Randers Kommune;Hornbækhallen;Randers Nordkredsen
730;1300044;710340;Blicherskolen;Blicherskolen;Randers Kommune;F806730014.htm;F806730014.htm;Randers Kommune;Blicherskolen;Randers Nordkredsen
730;1299982;705778;Kultur- & Aktivitetshuset i Gassum;Kultur-Aktivitetshuset Gassum;Randers Kommune;F806730015.htm;F806730015.htm;Randers Kommune;Kultur-Aktivitetshuset Gassum;Randers Nordkredsen
730;1299830;707182;Randers Badmintonhaller;Randers Badmintonhaller;Randers Kommune;F806730026.htm;F806730026.htm;Randers Kommune;Nyvangsskolen;Randers Nordkredsen
730;1299990;710322;Nørrevangsskolen;Nørrevangsskolen;Randers Kommune;F806730027.htm;F806730027.htm;Randers Kommune;Nørrevangsskolen;Randers Nordkredsen
730;1300042;711576;Vestervangsskolen;Vestervangsskolen;Randers Kommune;F806730029.htm;F806730029.htm;Randers Kommune;Vestervangsskolen;Randers Nordkredsen
730;1299988;711582;Østervangsskolen;Østervangsskolen;Randers Kommune;F806730030.htm;F806730030.htm;Randers Kommune;Østervangsskolen;Randers Nordkredsen
730;1299986;704314;Kulturhuset Langå;Kulturhuset Langå;Randers Kommune;F807730001.htm;F807730001.htm;Randers Kommune;Kulturhuset Langå;Randers Sydkredsen
730;1300040;702764;Stevnstrup Forsamlingshus;Stevnstrup Forsamlingshus;Randers Kommune;F807730002.htm;F807730002.htm;Randers Kommune;Stevnstrup Forsamlingshus;Randers Sydkredsen
730;1299840;701178;Jebjerg Forsamlingshus;Jebjerg Forsamlingshus;Randers Kommune;F807730004.htm;F807730004.htm;Randers Kommune;Jebjerg Forsamlingshus;Randers Sydkredsen
730;1304221;708750;Asferg Træningshus;Asferg Træningshus;Randers Kommune;F807730016.htm;F807730016.htm;Randers Kommune;Asferg Forsamlingshus;Randers Sydkredsen
730;1300036;708738;Purhushallen;Purhushallen;Randers Kommune;F807730017.htm;F807730017.htm;Randers Kommune;Purhushallen;Randers Sydkredsen
730;1299832;702776;Ø.Bjerregrav Forsamlingshus;Ø. Bjerregrav Forsamlingshus;Randers Kommune;F807730021.htm;F807730021.htm;Randers Kommune;Ø. Bjerregrav Forsamlingshus;Randers Sydkredsen
730;1299946;707212;Psykiatriens Hus;Psykiatriens Hus;Randers Kommune;F807730024.htm;F807730024.htm;Randers Kommune;Hadsundvejens Skole;Randers Sydkredsen
730;1299950;702770;Hobrovejens Skole;Hobrovejens Skole;Randers Kommune;F807730025.htm;F807730025.htm;Randers Kommune;Hobrovejens Skole;Randers Sydkredsen
730;1299862;711624;Fritidscentret;Fritidscentret;Randers Kommune;F807730028.htm;F807730028.htm;Randers Kommune;Fritidscentret;Randers Sydkredsen
730;1299948;708744;Søndermarkskolen;Søndermarkskolen;Randers Kommune;F807730031.htm;F807730031.htm;Randers Kommune;Søndermarkskolen;Randers Sydkredsen
