kommunekod;objectid;id_lokalid;afstemni00;kmd_name;municipality;refs;refs;municipality;names;constituency
260;1292037;710776;Ølsted Hallen;Ølsted;Halsnæs Kommune;F304260005.htm;F304260005.htm;Halsnæs Kommune;Melby Hallen;Frederikssundkredsen
766;1351334;702112;Hedensted Skole - Byhallen sal 2;"Hedensted; St.Dalby Og Urlev";Hedensted Kommune;F811766001.htm;F811766001.htm;Hedensted Kommune;Hedensted, St.Dalby Og Urlev;Hedenstedkredsen
766;1351304;706834;Løsning Skole - Boldhallen;Løsning Sogn;Hedensted Kommune;F811766002.htm;F811766002.htm;Hedensted Kommune;Løsning Sogn;Hedenstedkredsen
766;1351340;702132;Øster Snede Skole - Klubhuset;Ø. Snede Sogn;Hedensted Kommune;F811766003.htm;F811766003.htm;Hedensted Kommune;Ø. Snede Sogn;Hedenstedkredsen
766;1351318;705478;Daugård Skole - Aulaen;Daugård Og Ørum Sogne;Hedensted Kommune;F811766004.htm;F811766004.htm;Hedensted Kommune;Daugård Og Ørum Sogne;Hedenstedkredsen
766;1351326;703888;Korning Skole - Gymnastiksalen;Korning Sogn;Hedensted Kommune;F811766005.htm;F811766005.htm;Hedensted Kommune;Korning Sogn;Hedenstedkredsen
766;1351312;711322;Ølsted Skole - Boldhallen;Ølsted Og Eriknauer-Området;Hedensted Kommune;F811766006.htm;F811766006.htm;Hedensted Kommune;Ølsted Og Eriknauer-Området;Hedenstedkredsen
766;1351316;705470;Juelsminde Hallerne;Juelsminde/Klakring;Hedensted Kommune;F811766007.htm;F811766007.htm;Hedensted Kommune;Juelsminde/Klakring;Hedenstedkredsen
766;1351399;708504;As Forsamlingshus;As;Hedensted Kommune;F811766008.htm;F811766008.htm;Hedensted Kommune;As;Hedenstedkredsen
766;1351300;706828;Barrit Sognegård;Barrit;Hedensted Kommune;F811766010.htm;F811766010.htm;Hedensted Kommune;Barrit;Hedenstedkredsen
766;1351330;703906;Bjerre Borgerhus;Bjerre;Hedensted Kommune;F811766011.htm;F811766011.htm;Hedensted Kommune;Bjerre;Hedenstedkredsen
766;1351310;711310;Hornsyld Idrætscenter;Hornsyld;Hedensted Kommune;F811766012.htm;F811766012.htm;Hedensted Kommune;Hornsyld;Hedenstedkredsen
766;1351322;709924;Stouby Multihus;Stouby;Hedensted Kommune;F811766013.htm;F811766013.htm;Hedensted Kommune;Stouby;Hedenstedkredsen
766;1351308;700852;Rårup Hallen;Rårup;Hedensted Kommune;F811766014.htm;F811766014.htm;Hedensted Kommune;Rårup;Hedenstedkredsen
766;1351336;702118;Glud Skole - Musiklokalet;Glud;Hedensted Kommune;F811766015.htm;F811766015.htm;Hedensted Kommune;Glud;Hedenstedkredsen
766;1351344;708466;Hjarnø Forsamlingshus;Hjarnø;Hedensted Kommune;F811766016.htm;F811766016.htm;Hedensted Kommune;Hjarnø;Hedenstedkredsen
766;1351324;703900;Rask Mølle Kro;Rask Mølle;Hedensted Kommune;F811766017.htm;F811766017.htm;Hedensted Kommune;Rask Mølle;Hedenstedkredsen
766;1351479;708474;Hvirring Forsamlingshus;Hvirring;Hedensted Kommune;F811766018.htm;F811766018.htm;Hedensted Kommune;Hvirring;Hedenstedkredsen
766;1351338;702138;Hornborg Forsamlingshus;Hornborg;Hedensted Kommune;F811766019.htm;F811766019.htm;Hedensted Kommune;Hornborg;Hedenstedkredsen
766;1351306;700846;Lindved Skole - Fællesrummet;Lindved;Hedensted Kommune;F811766020.htm;F811766020.htm;Hedensted Kommune;Lindved;Hedenstedkredsen
766;1351328;703894;Tørring Skole - Gymnastiksalen;Tørring;Hedensted Kommune;F811766021.htm;F811766021.htm;Hedensted Kommune;Tørring;Hedenstedkredsen
766;1351302;706840;Uldum Forsamlingshus;Uldum;Hedensted Kommune;F811766022.htm;F811766022.htm;Hedensted Kommune;Uldum;Hedenstedkredsen
766;1351320;709918;Aale Forsamlingshus;Aale;Hedensted Kommune;F811766023.htm;F811766023.htm;Hedensted Kommune;Aale;Hedenstedkredsen
766;1351314;711316;Ølholm Skole - Gymnastiksalen;Ølholm;Hedensted Kommune;F811766024.htm;F811766024.htm;Hedensted Kommune;Ølholm;Hedenstedkredsen
766;1351332;702126;Hjortsvang Forsamlingshus;Hjortsvang;Hedensted Kommune;F811766025.htm;F811766025.htm;Hedensted Kommune;Hjortsvang;Hedenstedkredsen
217;1291201;701118;Helsingør Hallen;Helsingør Hallen;Helsingør Kommune;F301217001.htm;F301217001.htm;Helsingør Kommune;Helsingør Hallen;Helsingørkredsen
217;1291205;710298;Skolen ved Gurrevej;Skolen ved Gurrevej;Helsingør Kommune;F301217002.htm;F301217002.htm;Helsingør Kommune;Montebello, Gurrevej 90;Helsingørkredsen
217;1291213;705752;"Laden; Gl. Vapnagård";"Laden; Gl. Vapnagård";Helsingør Kommune;F301217003.htm;F301217003.htm;Helsingør Kommune;Laden, Gl. Vapnagård;Helsingørkredsen
217;1291253;707098;Bølgen;Bølgen;Helsingør Kommune;F301217004.htm;F301217004.htm;Helsingør Kommune;Bølgen;Helsingørkredsen
217;1291255;708702;"Hornbæk Skole; Tumlesalen";Hornbæk Skole;Helsingør Kommune;F301217005.htm;F301217005.htm;Helsingør Kommune;Hornbæk Skole;Helsingørkredsen
217;1291211;707136;Nygård Skole;Nygård Skole;Helsingør Kommune;F301217006.htm;F301217006.htm;Helsingør Kommune;Nygård Skole, Helsingør;Helsingørkredsen
217;1291219;708696;Tikøb Skole;Tikøb Skole;Helsingør Kommune;F301217007.htm;F301217007.htm;Helsingør Kommune;Tikøb Skole;Helsingørkredsen
217;1291203;705746;Kvistgård Idrætsanlæg;Kvistgård Idrætsanlæg;Helsingør Kommune;F301217008.htm;F301217008.htm;Helsingør Kommune;Kvistgård Idrætsanlæg;Helsingørkredsen
217;1291217;702682;Snekkersten Hallen;Snekkersten Hallen;Helsingør Kommune;F301217009.htm;F301217009.htm;Helsingør Kommune;Snekkersten Hallen;Helsingørkredsen
217;1291209;702690;Espergærde Bibliotek;Espergærde Bibliotek;Helsingør Kommune;F301217010.htm;F301217010.htm;Helsingør Kommune;Administrationsbygningen, Esp;Helsingørkredsen
217;1291257;710304;Mørdrupskolen;Mørdrupskolen;Helsingør Kommune;F301217011.htm;F301217011.htm;Helsingør Kommune;Mørdrupskolen, Espergærde;Helsingørkredsen
163;1292205;705798;Herlev Medborgerhus;Herlev Medborgerhus;Herlev Kommune;F204163001.htm;F204163001.htm;Herlev Kommune;Herlev Medborgerhus;Rødovrekredsen
163;1292313;710346;"Herlev Hallerne; Annekshallen";Herlev Hallerne;Herlev Kommune;F204163002.htm;F204163002.htm;Herlev Kommune;Herlev Hallerne;Rødovrekredsen
163;1291703;701152;Kildegårdhallen;Kildegårdhallen;Herlev Kommune;F204163003.htm;F204163003.htm;Herlev Kommune;Kildegårdhallen;Rødovrekredsen
657;1306030;712062;Kongrescentret;Herning;Herning Kommune;F908657001.htm;F908657001.htm;Herning Kommune;Herning;Herning Sydkredsen
657;1295934;706292;Arnborg Hallen;Arnborg;Herning Kommune;F908657002.htm;F908657002.htm;Herning Kommune;Arnborg;Herning Sydkredsen
657;1295974;703462;Kibæk Krydsfelt;Kibæk;Herning Kommune;F908657005.htm;F908657005.htm;Herning Kommune;Kibæk;Herning Sydkredsen
657;1296141;701670;Kølkær Selskabslokaler;Kølkær;Herning Kommune;F908657006.htm;F908657006.htm;Herning Kommune;Kølkær;Herning Sydkredsen
657;1296131;712050;ALPI Hallerne;Lind;Herning Kommune;F908657007.htm;F908657007.htm;Herning Kommune;Lind;Herning Sydkredsen
657;1295978;701664;Sdr. Felding Skole;Sdr. Felding;Herning Kommune;F908657008.htm;F908657008.htm;Herning Kommune;Sdr. Felding;Herning Sydkredsen
657;1295932;710918;Skarrild Karstoft Kultur og Idrætscenter;Skarrild;Herning Kommune;F908657009.htm;F908657009.htm;Herning Kommune;Skarrild;Herning Sydkredsen
657;1296137;704992;Studsgård Minihal;Studsgård;Herning Kommune;F908657011.htm;F908657011.htm;Herning Kommune;Studsgård;Herning Sydkredsen
657;1295968;709506;Aulum Fritidscenter;Aulum;Herning Kommune;F909657013.htm;F909657013.htm;Herning Kommune;Aulum;Herning Nordkredsen
657;1295936;709514;Feldborg Sognegård;Feldborg;Herning Kommune;F909657014.htm;F909657014.htm;Herning Kommune;Feldborg;Herning Nordkredsen
657;1296145;701676;Gullestup Skole;Gullestrup;Herning Kommune;F909657015.htm;F909657015.htm;Herning Kommune;Gullestrup;Herning Nordkredsen
657;1303080;701720;Haderup Kultur- og Idrætscenter;Haderup;Herning Kommune;F909657016.htm;F909657016.htm;Herning Kommune;Haderup;Herning Nordkredsen
657;1306032;703468;Hammerum Hallen;Hammerum;Herning Kommune;F909657017.htm;F909657017.htm;Herning Kommune;Hammerum;Herning Nordkredsen
657;1295976;705004;Hodsager Multicenter;Hodsager;Herning Kommune;F909657018.htm;F909657018.htm;Herning Kommune;Hodsager;Herning Nordkredsen
657;1295940;705024;Ilskov Forsamlingshus;Ilskov;Herning Kommune;F909657019.htm;F909657019.htm;Herning Kommune;Ilskov;Herning Nordkredsen
657;1295962;701684;Simmelkærhus;Simmelkær;Herning Kommune;F909657020.htm;F909657020.htm;Herning Kommune;Simmelkær;Herning Nordkredsen
657;1295930;701714;Sinding-Ørre Midtpunkt;Sinding;Herning Kommune;F909657021.htm;F909657021.htm;Herning Kommune;Sinding;Herning Nordkredsen
657;1295964;703474;Skibbild-Nøvling Forsamlingshus;Skibbild/Nøvling;Herning Kommune;F909657022.htm;F909657022.htm;Herning Kommune;Skibbild/Nøvling;Herning Nordkredsen
657;1296133;707802;Snejbjerg Hallen;Snejbjerg;Herning Kommune;F909657023.htm;F909657023.htm;Herning Kommune;Snejbjerg;Herning Nordkredsen
657;1295944;712068;Multicenter Sunds;Sunds;Herning Kommune;F909657024.htm;F909657024.htm;Herning Kommune;Sunds;Herning Nordkredsen
657;1295954;710958;Timring Sportscenter;Timring;Herning Kommune;F909657025.htm;F909657025.htm;Herning Kommune;Timring;Herning Nordkredsen
657;1296147;709528;Nordvest Hallen;Tjørring;Herning Kommune;F909657026.htm;F909657026.htm;Herning Kommune;Tjørring;Herning Nordkredsen
657;1295946;712074;Vildbjerg Sports- og Kulturcenter;Vildbjerg;Herning Kommune;F909657027.htm;F909657027.htm;Herning Kommune;Vildbjerg;Herning Nordkredsen
657;1295956;709520;Landsbycenter Vind;Vind;Herning Kommune;F909657028.htm;F909657028.htm;Herning Kommune;Vind;Herning Nordkredsen
657;1295948;701690;Sørvad Kultur & Idrætscenter;Vinding;Herning Kommune;F909657029.htm;F909657029.htm;Herning Kommune;Vinding;Herning Nordkredsen
657;1295926;705030;Ørnhøj Minihal;Ørnhøj;Herning Kommune;F909657030.htm;F909657030.htm;Herning Kommune;Ørnhøj;Herning Nordkredsen
219;1282380;708774;Frederiksborgcentret;Frederiksborgcentret;Hillerød Kommune;F303219001.htm;F303219001.htm;Hillerød Kommune;Frederiksborgcentret;Hillerødkredsen
219;1282390;704344;Hillerødsholmskolen;Hillerødsholmsskolen;Hillerød Kommune;F303219002.htm;F303219002.htm;Hillerød Kommune;Hillerødsholmsskolen;Hillerødkredsen
219;1282364;701190;Sognegården;Brødeskov;Hillerød Kommune;F303219003.htm;F303219003.htm;Hillerød Kommune;Brødeskov;Hillerødkredsen
219;1282376;707252;Hammersholt Forsamlingshus;Hammersholt;Hillerød Kommune;F303219004.htm;F303219004.htm;Hillerød Kommune;Hammersholt;Hillerødkredsen
219;1282388;702782;"Hillerød Vest Skolen; Alsønderup";Alsønderup;Hillerød Kommune;F303219005.htm;F303219005.htm;Hillerød Kommune;Alsønderup;Hillerødkredsen
219;1282382;707266;"Grønnevang Skole; Afd. Nødebo";Nødebo;Hillerød Kommune;F303219007.htm;F303219007.htm;Hillerød Kommune;Nødebo;Hillerødkredsen
219;1282396;710380;Gadevang Forsamlingshus;Gadevang;Hillerød Kommune;F303219008.htm;F303219008.htm;Hillerød Kommune;Gadevang;Hillerødkredsen
219;1282374;701210;"Grønnevang Skole; afd. Jespervej";"Grønnevang Skole; Jespervej";Hillerød Kommune;F303219009.htm;F303219009.htm;Hillerød Kommune;Grønnevang Skole, Jespervej;Hillerødkredsen
219;1282366;711644;"Grønnevang Skole; Afd. Østervang";"Grønnevang Skole; Østervang";Hillerød Kommune;F303219010.htm;F303219010.htm;Hillerød Kommune;Grønnevang Skole, Østervang;Hillerødkredsen
219;1282394;705868;Arresøhus Forsamlingshus;Lille Lyngby;Hillerød Kommune;F303219011.htm;F303219011.htm;Hillerød Kommune;Lille Lyngby;Hillerødkredsen
219;1282398;705844;Plejecenter Bauneparken;"Skævinge; Harløse; Strø";Hillerød Kommune;F303219012.htm;F303219012.htm;Hillerød Kommune;Skævinge, Harløse, Strø;Hillerødkredsen
219;1282368;702788;Gørløse Forsamlingshus;Gørløse;Hillerød Kommune;F303219013.htm;F303219013.htm;Hillerød Kommune;Gørløse;Hillerødkredsen
219;1282370;711650;Uvelse Bibliotek;Uvelse;Hillerød Kommune;F303219014.htm;F303219014.htm;Hillerød Kommune;Uvelse;Hillerødkredsen
860;1292045;702860;Asdal Sognegaard;Horne;Hjørring Kommune;F1002860001.htm;F1002860001.htm;Hjørring Kommune;Horne;Hjørringkredsen
860;1291811;710464;Hirtshals Idrætscenter;Hirtshals;Hjørring Kommune;F1002860003.htm;F1002860003.htm;Hjørring Kommune;Hirtshals;Hjørringkredsen
860;1292241;710442;Vendelbohus;Hjørring - Centrum;Hjørring Kommune;F1002860004.htm;F1002860004.htm;Hjørring Kommune;Hjørring - Centrum;Hjørringkredsen
860;1292147;710458;Tornby - Hallen;Tornby;Hjørring Kommune;F1002860006.htm;F1002860006.htm;Hjørring Kommune;Tornby;Hjørringkredsen
860;1291725;708788;Bindslev Sognehus;Bindslev;Hjørring Kommune;F1002860007.htm;F1002860007.htm;Hjørring Kommune;Bindslev;Hjørringkredsen
860;1292247;710470;Klitgården;Tversted;Hjørring Kommune;F1002860008.htm;F1002860008.htm;Hjørring Kommune;Tversted;Hjørringkredsen
860;1291731;701230;Tårshallen;Taars;Hjørring Kommune;F1002860011.htm;F1002860011.htm;Hjørring Kommune;Taars;Hjørringkredsen
860;1291885;710436;Vrejlev-Hæstrup Hallen;Vrejlev-Hæstrup;Hjørring Kommune;F1002860012.htm;F1002860012.htm;Hjørring Kommune;Vrejlev-Hæstrup;Hjørringkredsen
860;1291727;710488;Bjergby-Mygdal Hallen;Bjergby-Mygdal;Hjørring Kommune;F1002860013.htm;F1002860013.htm;Hjørring Kommune;Bjergby-Mygdal;Hjørringkredsen
860;1291729;701236;Skalleruphallen;Skallerup;Hjørring Kommune;F1002860014.htm;F1002860014.htm;Hjørring Kommune;Skallerup;Hjørringkredsen
860;1291629;704384;Højene Hallen;Hjørring - Nord;Hjørring Kommune;F1002860015.htm;F1002860015.htm;Hjørring Kommune;Hjørring - Nord;Hjørringkredsen
860;1292141;702842;Bagterphallen;Hjørring - Syd;Hjørring Kommune;F1002860016.htm;F1002860016.htm;Hjørring Kommune;Hjørring - Syd;Hjørringkredsen
860;1291879;702836;Lundergårdhallen;Hjørring - Vest;Hjørring Kommune;F1002860018.htm;F1002860018.htm;Hjørring Kommune;Hjørring - Vest;Hjørringkredsen
860;1292149;702854;Idrætscenter Vendsyssel;Vrå;Hjørring Kommune;F1002860019.htm;F1002860019.htm;Hjørring Kommune;Vrå;Hjørringkredsen
860;1291807;710482;Friskolen for Hundelev og Omegn;Hundelev;Hjørring Kommune;F1002860020.htm;F1002860020.htm;Hjørring Kommune;Hundelev;Hjørringkredsen
860;1292239;702848;Løkken Sognegaard;Løkken;Hjørring Kommune;F1002860021.htm;F1002860021.htm;Hjørring Kommune;Løkken;Hjørringkredsen
860;1291961;707320;Sindal Hallen;Sindal;Hjørring Kommune;F1002860022.htm;F1002860022.htm;Hjørring Kommune;Sindal;Hjørringkredsen
860;1291959;704372;Astrup Forsamlingshus;Astrup;Hjørring Kommune;F1002860023.htm;F1002860023.htm;Hjørring Kommune;Astrup;Hjørringkredsen
860;1292143;710452;Tolne Efterskole (i hallen);Tolne;Hjørring Kommune;F1002860026.htm;F1002860026.htm;Hjørring Kommune;Tolne;Hjørringkredsen
860;1291883;701248;Lørslev Friskole;Ugilt;Hjørring Kommune;F1002860027.htm;F1002860027.htm;Hjørring Kommune;Ugilt;Hjørringkredsen
860;1292133;701242;Lendum Hallen;Lendum;Hjørring Kommune;F1002860028.htm;F1002860028.htm;Hjørring Kommune;Lendum;Hjørringkredsen
316;1306192;708890;Bjergmarkshallen;Holbæk Øst;Holbæk Kommune;F509316001.htm;F509316001.htm;Holbæk Kommune;Holbæk Øst;Holbækkredsen
316;1306148;705950;Absalonskolen;Holbæk Vest;Holbæk Kommune;F509316002.htm;F509316002.htm;Holbæk Kommune;Holbæk Vest;Holbækkredsen
316;1306212;702906;Elværket;Holbæk Midt;Holbæk Kommune;F509316003.htm;F509316003.htm;Holbæk Kommune;Holbæk Midt;Holbækkredsen
316;1306210;705924;Vipperød Hallen;Vipperød;Holbæk Kommune;F509316004.htm;F509316004.htm;Holbæk Kommune;Vipperød;Holbækkredsen
316;1306196;705958;Tuse Hallen;Tuse;Holbæk Kommune;F509316005.htm;F509316005.htm;Holbæk Kommune;Tuse;Holbækkredsen
316;1306160;708868;Tuse Næs Hallerne;Udby;Holbæk Kommune;F509316006.htm;F509316006.htm;Holbæk Kommune;Udby;Holbækkredsen
316;1306154;708878;Tølløse Hallen;Tølløse;Holbæk Kommune;F509316007.htm;F509316007.htm;Holbæk Kommune;Tølløse;Holbækkredsen
316;1306188;701294;Merløse Fritidscenter;St. Merløse;Holbæk Kommune;F509316008.htm;F509316008.htm;Holbæk Kommune;St. Merløse;Holbækkredsen
316;1306152;707370;Jernløse Hallen;Regstrup;Holbæk Kommune;F509316009.htm;F509316009.htm;Holbæk Kommune;Regstrup;Holbækkredsen
316;1306144;704456;Undløse Hallen;Undløse;Holbæk Kommune;F509316010.htm;F509316010.htm;Holbæk Kommune;Undløse;Holbækkredsen
316;1306150;704450;Jyderup Hallen;Jyderup;Holbæk Kommune;F509316011.htm;F509316011.htm;Holbæk Kommune;Jyderup;Holbækkredsen
316;1306190;701314;Mørkøv Hallen;Mørkøv;Holbæk Kommune;F509316012.htm;F509316012.htm;Holbæk Kommune;Mørkøv;Holbækkredsen
316;1306194;708862;Svinninge Sportscenter;Svinninge;Holbæk Kommune;F509316013.htm;F509316013.htm;Holbæk Kommune;Svinninge;Holbækkredsen
316;1306162;710502;Gislinge Skole;Gislinge;Holbæk Kommune;F509316014.htm;F509316014.htm;Holbæk Kommune;Gislinge;Holbækkredsen
661;1290504;709372;Musikteatret;Musikteatret;Holstebro Kommune;F910661001.htm;F910661001.htm;Holstebro Kommune;Musikteatret;Holstebrokredsen
661;1290500;703344;Mejdal Hallen;Mejdal;Holstebro Kommune;F910661002.htm;F910661002.htm;Holstebro Kommune;Mejdal;Holstebrokredsen
661;1290486;707720;Skave og Omegns Multihus;Skave;Holstebro Kommune;F910661003.htm;F910661003.htm;Holstebro Kommune;Skave;Holstebrokredsen
661;1290502;703338;Mejrup Kultur og Fritidscenter;Mejrup;Holstebro Kommune;F910661004.htm;F910661004.htm;Holstebro Kommune;Mejrup;Holstebrokredsen
661;1290482;711920;Nørreboulevard Skolen Hallen;Nørreboulevardskolen;Holstebro Kommune;F910661005.htm;F910661005.htm;Holstebro Kommune;Birkelundskolen;Holstebrokredsen
661;1290510;701564;Hotel Vinderup;Vinderup;Holstebro Kommune;F910661006.htm;F910661006.htm;Holstebro Kommune;Vinderup;Holstebrokredsen
661;1290512;706148;Sevel Hallen;Sevel;Holstebro Kommune;F910661007.htm;F910661007.htm;Holstebro Kommune;Sevel;Holstebrokredsen
661;1290484;706142;Vestjysk Fritidscenter;Ulfborg;Holstebro Kommune;F910661008.htm;F910661008.htm;Holstebro Kommune;Ulfborg;Holstebrokredsen
661;1290498;703316;Vemb Forsamlingshus;Vemb;Holstebro Kommune;F910661009.htm;F910661009.htm;Holstebro Kommune;Vemb;Holstebrokredsen
661;1290528;709344;Multihallen Sdr. Nissum;Sdr. Nissum;Holstebro Kommune;F910661010.htm;F910661010.htm;Holstebro Kommune;Sdr. Nissum;Holstebrokredsen
615;1461988;710898;Horsens Byskole afd.Lindvigsvej (Festsalen);Sønderbro;Horsens Kommune;F810615001.htm;F810615001.htm;Horsens Kommune;Sønderbro;Horsenskredsen
615;1304301;704998;Vesthallen;Vestbyen;Horsens Kommune;F810615002.htm;F810615002.htm;Horsens Kommune;Vestbyen;Horsenskredsen
615;1461989;706286;Rådhuset (Foredragssalen);Midtbyen;Horsens Kommune;F810615003.htm;F810615003.htm;Horsens Kommune;Midtbyen;Horsenskredsen
615;1304283;706240;Endelave Kulturhus (Gymnastiksalen);Endelave;Horsens Kommune;F810615004.htm;F810615004.htm;Horsens Kommune;Endelave;Horsenskredsen
615;1304265;706268;Forum Horsens (Insero Atrium);Forum;Horsens Kommune;F810615005.htm;F810615005.htm;Horsens Kommune;Forum;Horsenskredsen
615;1304311;701652;Dagnæshallen;Dagnæs;Horsens Kommune;F810615006.htm;F810615006.htm;Horsens Kommune;Dagnæs;Horsenskredsen
615;1304303;707750;Torstedhallen;Torsted;Horsens Kommune;F810615007.htm;F810615007.htm;Horsens Kommune;Torsted;Horsenskredsen
615;1304315;706280;Hattinghallen;Hatting;Horsens Kommune;F810615008.htm;F810615008.htm;Horsens Kommune;Hatting;Horsenskredsen
615;1351480;710912;Lund Skole (Multihallen);Lund;Horsens Kommune;F810615009.htm;F810615009.htm;Horsens Kommune;Lund;Horsenskredsen
615;1304273;706274;Egebjerghallen;Egebjerg;Horsens Kommune;F810615010.htm;F810615010.htm;Horsens Kommune;Egebjerg;Horsenskredsen
615;1461990;710904;Stensballehallen;Stensballe;Horsens Kommune;F810615011.htm;F810615011.htm;Horsens Kommune;Stensballe;Horsenskredsen
615;1461991;709464;Højvanghallen;Højvangen;Horsens Kommune;F810615012.htm;F810615012.htm;Horsens Kommune;Højvangen;Horsenskredsen
615;1304313;701658;Brædstrup Borgercenter (Mødesalen);Brædstrup;Horsens Kommune;F810615013.htm;F810615013.htm;Horsens Kommune;Brædstrup;Horsenskredsen
615;1304267;706254;Nim Skole (Multihuset);Nim;Horsens Kommune;F810615014.htm;F810615014.htm;Horsens Kommune;Nim;Horsenskredsen
615;1304289;706298;Fælles Huset Forsamlingshuset;Sdr.Vissing;Horsens Kommune;F810615015.htm;F810615015.htm;Horsens Kommune;Sdr.Vissing;Horsenskredsen
615;1304271;701646;Østbirk Hallen;Østbirk;Horsens Kommune;F810615016.htm;F810615016.htm;Horsens Kommune;Østbirk;Horsenskredsen
615;1304307;712014;Gedved Skole (Gymnastiksalen);Gedved;Horsens Kommune;F810615017.htm;F810615017.htm;Horsens Kommune;Gedved;Horsenskredsen
615;1304297;709470;Hovedgård Hallen;Hovedgård;Horsens Kommune;F810615018.htm;F810615018.htm;Horsens Kommune;Hovedgård;Horsenskredsen
615;1462086;712020;Sandbjerghus Forsamlingshus;Søvind;Horsens Kommune;F810615019.htm;F810615019.htm;Horsens Kommune;Søvind;Horsenskredsen
167;1299127;703836;Holmegårdshallen;Holmegårdshallen;Hvidovre Kommune;F205167001.htm;F205167001.htm;Hvidovre Kommune;Holmegårdshallen;Hvidovrekredsen
167;1299110;709882;Præstemoseskolen;Præstemoseskolen;Hvidovre Kommune;F205167002.htm;F205167002.htm;Hvidovre Kommune;Præstemoseskolen;Hvidovrekredsen
167;1299112;702088;Sønderkærskolen;Sønderkærskolen;Hvidovre Kommune;F205167003.htm;F205167003.htm;Hvidovre Kommune;Sønderkærskolen;Hvidovrekredsen
167;1299119;706734;Medborgerhuset;Medborgerhuset;Hvidovre Kommune;F205167004.htm;F205167004.htm;Hvidovre Kommune;Medborgerhuset;Hvidovrekredsen
167;1299125;702094;Dansborghallen;Dansborghallen;Hvidovre Kommune;F205167005.htm;F205167005.htm;Hvidovre Kommune;Dansborghallen;Hvidovrekredsen
167;1299117;702070;Frihedens Idrætscenter;Frihedens Idrætscenter;Hvidovre Kommune;F205167006.htm;F205167006.htm;Hvidovre Kommune;Frihedens Idrætscenter;Hvidovrekredsen
167;1299123;702080;Avedøre Skole;Avedøre Skole;Hvidovre Kommune;F205167007.htm;F205167007.htm;Hvidovre Kommune;Avedøre Skole;Hvidovrekredsen
167;1299108;706740;Avedøre Idrætscenter;Avedøre Idrætscenter;Hvidovre Kommune;F205167008.htm;F205167008.htm;Hvidovre Kommune;Avedøre Idrætscenter;Hvidovrekredsen
169;1291861;701852;"Ole Rømer-Skolen; Gymnastiksalen; tidl. Selsmoseskolen";Ole Rømer-Skolen;Høje-Taastrup Kommune;F207169001.htm;F207169001.htm;Høje-Taastrup Kommune;Selsmoseskolen;Taastrupkredsen
169;1306646;701958;"Parkskolen; Festsalen";Parkskolen;Høje-Taastrup Kommune;F207169002.htm;F207169002.htm;Høje-Taastrup Kommune;Parkskolen;Taastrupkredsen
169;1292117;703720;"Taastrup Kulturcenter; A-salen";Taastrup Kulturcenter;Høje-Taastrup Kommune;F207169004.htm;F207169004.htm;Høje-Taastrup Kommune;Taastrup Kulturcenter;Taastrupkredsen
169;1291787;707896;"Rådhuset; tidl. Gadehaveskolen";Rådhuset;Høje-Taastrup Kommune;F207169006.htm;F207169006.htm;Høje-Taastrup Kommune;Gadehaveskolen;Taastrupkredsen
169;1292023;706412;Rønnevangshallen;Rønnevangshallen;Høje-Taastrup Kommune;F207169007.htm;F207169007.htm;Høje-Taastrup Kommune;Rønnevangshallen;Taastrupkredsen
169;1292025;703634;"Torstorp Skole; Aulaen";Torstorp Skole;Høje-Taastrup Kommune;F207169008.htm;F207169008.htm;Høje-Taastrup Kommune;Torstorp Skole;Taastrupkredsen
169;1291943;701952;"Sengeløse Fritidshus; ved Sengeløsehallen";Sengeløse;Høje-Taastrup Kommune;F207169009.htm;F207169009.htm;Høje-Taastrup Kommune;Sengeløse;Taastrupkredsen
169;1291939;701970;"Charlotteskolen; Hallen";Charlotteskolen;Høje-Taastrup Kommune;F207169010.htm;F207169010.htm;Høje-Taastrup Kommune;Charlotteskolen;Taastrupkredsen
169;1306660;709780;"Fløng Hallen; v/Fløng Skole; indgang fra Soderupvej";Fløng Hallen;Høje-Taastrup Kommune;F207169012.htm;F207169012.htm;Høje-Taastrup Kommune;Fløng Hallen;Taastrupkredsen
169;1291941;711110;"Reerslev Skole; Gymnastiksalen";Reerslev Skole;Høje-Taastrup Kommune;F207169013.htm;F207169013.htm;Høje-Taastrup Kommune;Reerslev Skole;Taastrupkredsen
223;1291623;707664;Hørsholm Skole;Hørsholm;Hørsholm Kommune;F302223001.htm;F302223001.htm;Hørsholm Kommune;Hørsholm;Fredensborgkredsen
223;1292237;709324;Usserød Skole;Usserød;Hørsholm Kommune;F302223002.htm;F302223002.htm;Hørsholm Kommune;Usserød;Fredensborgkredsen
223;1291955;707688;Rungsted Skole;Rungsted;Hørsholm Kommune;F302223003.htm;F302223003.htm;Hørsholm Kommune;Rungsted;Fredensborgkredsen
223;1292129;707682;Skovhus;Grønnegade;Hørsholm Kommune;F302223004.htm;F302223004.htm;Hørsholm Kommune;Grønnegade;Fredensborgkredsen
223;1291625;711902;Vallerød Skolen;Vallerød;Hørsholm Kommune;F302223005.htm;F302223005.htm;Hørsholm Kommune;Vallerød;Fredensborgkredsen
756;1291957;705552;Ejstrupholm Hallen;Ejstrup;Ikast-Brande Kommune;F907756001.htm;F907756001.htm;Ikast-Brande Kommune;Ejstrup;Ikastkredsen
756;1291723;703930;Gludsted Sognegård;Gludsted;Ikast-Brande Kommune;F907756002.htm;F907756002.htm;Ikast-Brande Kommune;Gludsted;Ikastkredsen
