,objectid,afstem_navn1,afstem_navn2,kommunekod,kommunenavn,opst_kreds,postnr,time_stamp,votes,left_votes,right_votes,independent_votes,blank_votes,invalid_votes,left_share,right_share,independent_share,institutionsnummer,skole_navn,institutionstype2,institutionstype3,karakter,karakter_soc_ref,salgspris,disindk,kriminelitet,lavindk,skilsmisser,andel_indv
324,1304867,Lundehusskolen,6. Øst,101,København Kommune,Bispebjergkredsen,2100,13:04 06-06-2019,3164.0,2277.0,876.0,11.0,16,9,0.7196586599241468,0.27686472819216185,0.0034766118836915302,101138,Lundehusskolen,Grundskoler,Folkeskoler,6.9,6.5,52295.0,228338,8.8,44.9,18.2,15.265994309928374
325,1304869,Prøvehallen,8. Nord,101,København Kommune,Valbykredsen,2500,13:46 06-06-2019,7485.0,5059.0,2411.0,15.0,68,21,0.6758851035404142,0.3221108884435538,0.002004008016032064,101133,Freinet-Skolen,Grundskoler,Friskoler og private grundskoler,7.5,7.7,36511.75,228338,8.8,44.9,18.2,15.265994309928374
326,1304873,Skolen på Strandboulevarden,1. Øst,101,,Østerbrokredsen,2100,13:22 06-06-2019,6364.0,3482.0,2878.0,4.0,27,7,0.5471401634192332,0.4522313010685104,0.0006285355122564425,101175,Langelinieskolen,Grundskoler,Folkeskoler,8.0,8.0,52295.0,228338,8.8,44.9,18.2,15.265994309928374
327,1304875,Amager Fælled Skole,2. Nord,101,København Kommune,Sundbyvesterkredsen,2300,13:47 06-06-2019,10336.0,7545.0,2768.0,23.0,68,31,0.7299729102167184,0.26780185758513936,0.0022252321981424154,101174,Amager Fælled Skole,Grundskoler,Folkeskoler,6.7,6.9,38513.75,228338,8.8,44.9,18.2,15.265994309928374
328,1304881,Nyboder Skole,3. Øst,101,København Kommune,Indre bykredsen,1307,13:37 06-06-2019,10061.0,5850.0,4205.0,6.0,75,34,0.5814531358711857,0.4179505019381771,0.0005963621906371136,101005,Sølvgades Skole,Grundskoler,Folkeskoler,7.4,7.6,37082.25,228338,8.8,44.9,18.2,15.265994309928374
329,1304719,Holbergskolen,6. Nord,101,København Kommune,Bispebjergkredsen,2400,14:25 06-06-2019,5762.0,4221.0,1531.0,10.0,44,23,0.7325581395348837,0.26570635196112463,0.0017355085039916696,101030,Holbergskolen,Grundskoler,Folkeskoler,6.7,6.6,35465.75,228338,8.8,44.9,18.2,15.265994309928374
330,1304721,Brønshøj Skole,7. Brønshøj,101,København Kommune,Brønshøjkredsen,2700,13:00 06-06-2019,3320.0,2274.0,1042.0,4.0,24,14,0.6849397590361446,0.31385542168674696,0.0012048192771084338,101012,Brønshøj Skole,Grundskoler,Folkeskoler,6.3,7.0,31693.5,228338,8.8,44.9,18.2,15.265994309928374
331,1304767,EnergiCenter Voldparken,7. Vest,101,København Kommune,Brønshøjkredsen,2700,13:21 06-06-2019,4581.0,3314.0,1256.0,11.0,37,45,0.7234228334424798,0.274175944117005,0.0024012224405151714,101012,Brønshøj Skole,Grundskoler,Folkeskoler,6.3,7.0,31693.5,228338,8.8,44.9,18.2,15.265994309928374
332,1304723,Skolen på Islands Brygge,2. Vest,101,København Kommune,Sundbyvesterkredsen,2300,13:22 06-06-2019,9127.0,5786.0,3326.0,15.0,55,15,0.6339432453160951,0.36441327928125344,0.0016434754026514737,101059,Skolen på Islands Brygge,Grundskoler,Folkeskoler,7.8,7.7,38513.75,228338,8.8,44.9,18.2,15.265994309928374
333,1304727,Gasværksvejens Skole,9. Øst,101,København Kommune,Vesterbrokredsen,1616,14:05 06-06-2019,5492.0,4236.0,1248.0,8.0,23,16,0.7713037144938091,0.22723962126729785,0.001456664238892935,101185,Mariendal Friskole,Grundskoler,Friskoler og private grundskoler,6.7,7.1,37082.25,228338,8.8,44.9,18.2,15.265994309928374
334,1304729,Plejecentret Sølund,5. Øst,101,København Kommune,Nørrebrokredsen,2200,13:07 06-06-2019,5928.0,4710.0,1211.0,7.0,43,11,0.7945344129554656,0.20428475033738192,0.0011808367071524967,101170,Det Frie Gymnasiums Grundskole,Grundskoler,Friskoler og private grundskoler,6.9,7.7,37082.25,228338,8.8,44.9,18.2,15.265994309928374
335,1304731,Ålholm Skole,8. Valby,101,København Kommune,Valbykredsen,2500,13:46 06-06-2019,6773.0,4696.0,2072.0,5.0,56,23,0.6933412077366012,0.3059205669570353,0.0007382253063635022,101070,Hanssted Skole,Grundskoler,Folkeskoler,7.8,7.9,36511.75,228338,8.8,44.9,18.2,15.265994309928374
336,1304733,Rådhushallen,3. Indre By,101,København Kommune,Indre bykredsen,1364,17:12 06-06-2019,10784.0,7420.0,3343.0,21.0,47,20,0.6880563798219584,0.30999629080118696,0.0019473293768545994,101080,Det Kgl Vaisenhus Skole,Grundskoler,Friskoler og private grundskoler,6.9,6.7,37082.25,228338,8.8,44.9,18.2,15.265994309928374
337,1304761,Hal C,3. Syd,101,København Kommune,Indre bykredsen,1420,17:12 06-06-2019,8331.0,6256.0,2063.0,12.0,44,25,0.7509302604729324,0.24762933621413996,0.0014404033129276198,101079,Christianshavns Døttreskole,Grundskoler,Friskoler og private grundskoler,8.9,8.5,37082.25,228338,8.8,44.9,18.2,15.265994309928374
338,1304763,Lergravsparkens Skole,4. Sundbyøster,101,København Kommune,Sundbyøsterkredsen,2300,13:59 06-06-2019,8003.0,5366.0,2620.0,17.0,48,27,0.6704985630388605,0.3273772335374235,0.0021242034237161063,101091,"Hovedstadens Privatskole, Filipskolen",Grundskoler,Friskoler og private grundskoler,8.1,8.1,38513.75,228338,8.8,44.9,18.2,15.265994309928374
339,1304765,Husum Skole,7. Nordvest,101,København Kommune,Brønshøjkredsen,2700,14:03 06-06-2019,6629.0,4592.0,2032.0,5.0,45,13,0.6927138331573389,0.30653190526474583,0.000754261577915221,101021,Korsager Skole,Grundskoler,Folkeskoler,6.7,6.5,31693.5,228338,8.8,44.9,18.2,15.265994309928374
340,1304769,Kirkebjerg Skole,7. Kirkebjerg,101,København Kommune,Brønshøjkredsen,2720,14:48 06-06-2019,4503.0,3019.0,1477.0,7.0,35,5,0.6704419276038197,0.3280035531867644,0.001554519209415945,101169,Jinnah International School,Grundskoler,Friskoler og private grundskoler,6.4,6.2,34491.5,228338,8.8,44.9,18.2,15.265994309928374
341,1304773,Strandvejsskolen,1. Nord,101,København Kommune,Østerbrokredsen,2100,13:47 06-06-2019,5053.0,3025.0,2025.0,3.0,27,16,0.5986542647931922,0.400752028497922,0.0005937067088858105,101042,Vibenshus Skole,Grundskoler,Folkeskoler,6.9,6.8,52295.0,228338,8.8,44.9,18.2,15.265994309928374
342,1304775,Remisen,1. Syd,101,København Kommune,Østerbrokredsen,2100,13:51 06-06-2019,9888.0,6987.0,2892.0,9.0,39,14,0.7066140776699029,0.2924757281553398,0.0009101941747572816,101157,Sortedamskolen,Grundskoler,Folkeskoler,7.3,7.5,52295.0,228338,8.8,44.9,18.2,15.265994309928374
343,1304777,Nørre Fælled Skole,1. Vest,101,København Kommune,Østerbrokredsen,2100,15:09 06-06-2019,8877.0,6108.0,2760.0,9.0,51,33,0.6880702940182494,0.3109158499493072,0.001013856032443393,101045,Nørre Fælled Skole,Grundskoler,Folkeskoler,6.9,6.6,52295.0,228338,8.8,44.9,18.2,15.265994309928374
344,1304779,Øster Farimagsgades Skole,3. Nord,101,København Kommune,Indre bykredsen,2100,15:50 06-06-2019,5696.0,3692.0,1998.0,6.0,31,21,0.6481741573033707,0.3507724719101123,0.0010533707865168537,101083,Krebs' Skole,Grundskoler,Friskoler og private grundskoler,9.3,8.6,52295.0,228338,8.8,44.9,18.2,15.265994309928374
345,1304781,Oehlenschlægersgades Skole,9. Nord,101,København Kommune,Vesterbrokredsen,1665,14:07 06-06-2019,6980.0,5462.0,1509.0,9.0,34,12,0.7825214899713467,0.216189111747851,0.0012893982808022922,101191,Børneuniversitetet på Vesterbro,Grundskoler,Friskoler og private grundskoler,7.4,7.9,37082.25,228338,8.8,44.9,18.2,15.265994309928374
346,1304785,Ellebjerg Skole,9. Syd,101,København Kommune,Vesterbrokredsen,2450,14:55 06-06-2019,6536.0,4932.0,1592.0,12.0,63,34,0.7545899632802937,0.2435740514075887,0.001835985312117503,101180,Al Hikma Skolen,Grundskoler,Friskoler og private grundskoler,7.8,7.3,37082.25,228338,8.8,44.9,18.2,15.265994309928374
347,1304787,Sundby Idrætspark Hal 3,2. Sundbyvester,101,København Kommune,Sundbyvesterkredsen,2300,12:21 06-06-2019,7554.0,5274.0,2265.0,15.0,76,34,0.698173153296267,0.2998411437648928,0.00198570293884035,101052,Højdevangens Skole,Grundskoler,Folkeskoler,7.1,7.1,38513.75,228338,8.8,44.9,18.2,15.265994309928374
348,1304789,Guldberg Skole (Sjællandsgade),5. Nørrebro,101,København Kommune,Nørrebrokredsen,2200,14:01 06-06-2019,5404.0,4578.0,818.0,8.0,28,29,0.8471502590673575,0.15136935603256846,0.0014803849000740192,101132,Nørrebro Lilleskole,Grundskoler,Friskoler og private grundskoler,7.3,7.4,37082.25,228338,8.8,44.9,18.2,15.265994309928374
349,1304791,Vanløsehallerne Hal 2,7. Vanløse,101,København Kommune,Brønshøjkredsen,2720,11:31 06-06-2019,8461.0,5666.0,2784.0,11.0,82,25,0.6696607965961471,0.32903912067131547,0.0013000827325375251,101172,Ahi International School,Grundskoler,Friskoler og private grundskoler,6.2,5.8,34491.5,228338,8.8,44.9,18.2,15.265994309928374
350,1304793,Vigerslev Allés Skole,8. Midt,101,København Kommune,Valbykredsen,2500,15:30 06-06-2019,6130.0,4138.0,1983.0,9.0,62,20,0.6750407830342577,0.3234910277324633,0.001468189233278956,101162,Kildeskolen,Grundskoler,Friskoler og private grundskoler,5.9,6.0,36511.75,228338,8.8,44.9,18.2,15.265994309928374
351,1304795,Sankt Annæ Gymnasium,8. Sydøst,101,København Kommune,Valbykredsen,2500,13:02 06-06-2019,3610.0,2676.0,930.0,4.0,33,33,0.7412742382271468,0.25761772853185594,0.00110803324099723,101140,Trekronergade Freinetskole,Grundskoler,Friskoler og private grundskoler,8.2,8.1,36511.75,228338,8.8,44.9,18.2,15.265994309928374
352,1304797,Ørestad Skole,2. Syd,101,København Kommune,Sundbyvesterkredsen,2300,13:59 06-06-2019,7853.0,4920.0,2923.0,10.0,61,26,0.6265121609575959,0.3722144403412708,0.0012733987011333248,280047,Ørestad Skole,Grundskoler,Folkeskoler,7.4,7.4,38513.75,228338,8.8,44.9,18.2,15.265994309928374
353,1304799,Skolen på Amagerbro (Sønderbro),4. Nord,101,København Kommune,Sundbyøsterkredsen,2300,14:43 06-06-2019,11710.0,8360.0,3323.0,27.0,96,47,0.7139197267292912,0.2837745516652434,0.002305721605465414,101050,Skolen på Amagerbro,Grundskoler,Folkeskoler,6.5,6.2,38513.75,228338,8.8,44.9,18.2,15.265994309928374
354,1304801,Tove Ditlevsens Skole,9. Vesterbro,101,København Kommune,Vesterbrokredsen,1670,12:48 06-06-2019,6240.0,5137.0,1099.0,4.0,29,10,0.8232371794871794,0.17612179487179488,0.000641025641025641,101064,Tove Ditlevsens Skole,Grundskoler,Folkeskoler,6.4,7.0,37082.25,228338,8.8,44.9,18.2,15.265994309928374
355,1304803,Grøndalsvængets Skole,6. Syd,101,København Kommune,Bispebjergkredsen,2400,14:33 06-06-2019,7648.0,6047.0,1583.0,18.0,59,31,0.7906642259414226,0.20698221757322174,0.0023535564853556486,101015,Grøndalsvængets Skole,Grundskoler,Folkeskoler,6.2,5.7,35465.75,228338,8.8,44.9,18.2,15.265994309928374
356,1304805,Utterslev Skole,6. Vest,101,,Bispebjergkredsen,2400,14:02 06-06-2019,4021.0,3149.0,866.0,6.0,33,22,0.7831385227555334,0.21536931111663765,0.0014921661278288984,101540,Utterslev Skole,Grundskoler,Folkeskoler,5.7,6.6,35465.75,228338,8.8,44.9,18.2,15.265994309928374
357,1304807,Bellahøj Skole,7. Øst,101,København Kommune,Brønshøjkredsen,2700,12:36 06-06-2019,6932.0,5177.0,1746.0,9.0,33,15,0.7468263127524524,0.25187536064627813,0.001298326601269475,101011,Bellahøj Skole,Grundskoler,Folkeskoler,6.5,7.1,31693.5,228338,8.8,44.9,18.2,15.265994309928374
358,1304809,Katrinedals Skole,7. Katrinedal,101,København Kommune,Brønshøjkredsen,2720,12:58 06-06-2019,3874.0,2587.0,1285.0,2.0,29,13,0.667785234899329,0.33169850283944247,0.0005162622612287042,101019,Katrinedals Skole,Grundskoler,Folkeskoler,8.2,8.0,34491.5,228338,8.8,44.9,18.2,15.265994309928374
359,1304811,Kildevældsskolen,1. Nordvest,101,København Kommune,Østerbrokredsen,2100,13:50 06-06-2019,7981.0,5413.0,2555.0,13.0,56,28,0.678235810048866,0.3201353213882972,0.0016288685628367372,101151,Kildevældsskolen,Grundskoler,Folkeskoler,6.9,6.6,52295.0,228338,8.8,44.9,18.2,15.265994309928374
360,1304813,Idrætshuset,1. Østerbro,101,København Kommune,Østerbrokredsen,2100,13:48 06-06-2019,9787.0,6542.0,3237.0,8.0,53,63,0.6684377235107796,0.33074486563809136,0.0008174108511290487,101039,Randersgades Skole,Grundskoler,Folkeskoler,7.5,7.8,52295.0,228338,8.8,44.9,18.2,15.265994309928374
361,1304815,Dyveke Skolen,2. Øst,101,,Sundbyvesterkredsen,2300,14:03 06-06-2019,6353.0,4619.0,1732.0,2.0,31,26,0.7270580827955296,0.2726271053045805,0.00031481189988981584,101585,Ørestad Friskole,Grundskoler,Friskoler og private grundskoler,8.0,7.8,38513.75,228338,8.8,44.9,18.2,15.265994309928374
362,1304835,Vesterbro Ny Skole,9. Vest,101,København Kommune,Vesterbrokredsen,1762,13:04 06-06-2019,5246.0,4085.0,1156.0,5.0,22,9,0.7786885245901639,0.22035836828059474,0.0009531071292413268,101572,Vesterbro Ny Skole,Grundskoler,Folkeskoler,7.4,7.4,37082.25,228338,8.8,44.9,18.2,15.265994309928374
363,1304837,Rådmandsgades Skole,5. Nord,101,København Kommune,Nørrebrokredsen,2200,13:39 06-06-2019,8457.0,6807.0,1631.0,19.0,50,20,0.8048953529620433,0.1928579874660045,0.002246659571952229,101034,Rådmandsgades Skole,Grundskoler,Folkeskoler,5.5,5.3,37082.25,228338,8.8,44.9,18.2,15.265994309928374
364,1304841,Nørrebrohallen,5. Nørrebrohallen,101,,Nørrebrokredsen,2400,12:46 06-06-2019,8051.0,6711.0,1328.0,12.0,43,17,0.8335610483169793,0.16494845360824742,0.0014904980747733202,101526,Al-Hilal Skolen,Grundskoler,Friskoler og private grundskoler,5.6,5.7,35465.75,228338,8.8,44.9,18.2,15.265994309928374
365,1304843,Korsgadehallen,5. Syd,101,København Kommune,Nørrebrokredsen,2200,12:42 06-06-2019,5003.0,4154.0,844.0,5.0,27,28,0.8303018189086548,0.16869878073156105,0.0009994003597841295,101082,Sankt Ansgars Skole,Grundskoler,Friskoler og private grundskoler,6.8,7.0,37082.25,228338,8.8,44.9,18.2,15.265994309928374
366,1304845,Tingbjerg Skole,7. Nord,101,København Kommune,Brønshøjkredsen,2700,11:27 06-06-2019,1634.0,1365.0,268.0,1.0,20,12,0.8353733170134637,0.16401468788249693,0.0006119951040391676,101023,Tingbjerg Skole,Grundskoler,Folkeskoler,5.0,5.5,31693.5,228338,8.8,44.9,18.2,15.265994309928374
367,1304847,Rødkilde Skole,7. Syd,101,København Kommune,Brønshøjkredsen,2720,14:11 06-06-2019,6102.0,4267.0,1829.0,6.0,43,21,0.6992789249426418,0.2997377908882334,0.0009832841691248771,101022,Rødkilde Skole,Grundskoler,Folkeskoler,6.7,6.5,34491.5,228338,8.8,44.9,18.2,15.265994309928374
368,1276554,Skolen ved Søerne,"10. Kreds, Søerne",147,Frederiksberg Kommune,Falkonerkredsen,1902,15:28 07-06-2019,7310.0,4736.0,2573.0,1.0,33,18,0.6478796169630643,0.35198358413132697,0.00013679890560875513,147018,Kaptajn Johnsens Skole,Grundskoler,Friskoler og private grundskoler,9.0,8.5,50449.75,276683,3.4,28.0,15.6,10.257425077596919
369,1277773,Skolen på Duevej,"10. Kreds, Duevej",147,Frederiksberg Kommune,Falkonerkredsen,2000,14:17 06-06-2019,8932.0,5570.0,3349.0,13.0,49,11,0.6236005373936409,0.3749440214957456,0.0014554411106135244,147007,Skolen på Duevej,Grundskoler,Folkeskoler,8.6,8.3,49904.5,276683,3.4,28.0,15.6,10.257425077596919
370,1276657,Ny Hollænderskolen,"10. Kreds, Ny Hollænder",147,Frederiksberg Kommune,Falkonerkredsen,1812,14:48 06-06-2019,7613.0,4539.0,3069.0,5.0,34,20,0.5962169972415605,0.4031262314462104,0.0006567713122290818,147017,Frederik Barfods Skole,Grundskoler,Friskoler og private grundskoler,8.7,8.4,50449.75,276683,3.4,28.0,15.6,10.257425077596919
371,1276886,Lindevangskolen,"11. Kreds, Lindevang",147,Frederiksberg Kommune,Slotskredsen,2000,14:59 06-06-2019,8472.0,5194.0,3255.0,23.0,48,30,0.613078375826251,0.38420679886685544,0.0027148253068932948,147051,Tre Falke Skolen,Grundskoler,Folkeskoler,6.7,7.4,49904.5,276683,3.4,28.0,15.6,10.257425077596919
372,1277600,Søndermarkskolen,"11. Kreds, Søndermark",147,Frederiksberg Kommune,Slotskredsen,2000,15:29 06-06-2019,7687.0,4451.0,3231.0,5.0,35,9,0.5790295303759594,0.4203200208143619,0.0006504488096786782,147034,Johannesskolen,Grundskoler,Friskoler og private grundskoler,8.8,8.4,49904.5,276683,3.4,28.0,15.6,10.257425077596919
373,1276954,Skolen på Nyelandsvej,"11. Kreds, Nyelandsvej",147,Frederiksberg Kommune,Slotskredsen,2000,15:50 06-06-2019,7107.0,4440.0,2660.0,7.0,33,13,0.6247361756015196,0.374278879977487,0.0009849444209933868,147012,Skolen på Nyelandsvej,Grundskoler,Folkeskoler,7.2,7.5,49904.5,276683,3.4,28.0,15.6,10.257425077596919
374,1278112,Bülowsvejhallen,"10. Kreds, Bülowsvej",147,Frederiksberg Kommune,Falkonerkredsen,1962,15:40 06-06-2019,9544.0,6161.0,3378.0,5.0,29,24,0.6455364626990779,0.35393964794635374,0.0005238893545683152,147008,Skolen ved Bulowsvej,Grundskoler,Folkeskoler,8.0,7.7,50449.75,276683,3.4,28.0,15.6,10.257425077596919
375,1277848,Frederiksberg Rådhushal,"11. Kreds, Rådhuset",147,Frederiksberg Kommune,Slotskredsen,2000,14:34 06-06-2019,8296.0,4888.0,3397.0,11.0,49,30,0.5891996142719382,0.4094744455159113,0.001325940212150434,147010,Skolen på La Cours Vej,Grundskoler,Folkeskoler,8.0,7.9,49904.5,276683,3.4,28.0,15.6,10.257425077596919
376,1277168,Humlebæk-Hallen,Humlebæk,210,Fredensborg Kommune,Fredensborgkredsen,3050,11:41 06-06-2019,2997.0,1514.0,1480.0,3.0,17,5,0.5051718385051719,0.49382716049382713,0.001001001001001001,280120,Humlebæk Skole,Grundskoler,Folkeskoler,8.0,7.9,29634.25,281526,4.1,18.2,9.4,11.930020017017524
377,1275558,"Nivå Skole Nord,",Niverød,210,Fredensborg Kommune,Fredensborgkredsen,2990,10:58 06-06-2019,2193.0,1248.0,942.0,3.0,10,3,0.5690834473324213,0.42954856361149113,0.0013679890560875513,280638,Per Gyrum Skolen,Grundskoler,Friskoler og private grundskoler,8.1,8.0,22049.5,281526,4.1,18.2,9.4,11.930020017017524
378,1277820,Karlebo Kro,Karlebo,210,Fredensborg Kommune,Fredensborgkredsen,2990,10:19 06-06-2019,785.0,274.0,510.0,1.0,2,2,0.3490445859872611,0.6496815286624203,0.0012738853503184713,280638,Per Gyrum Skolen,Grundskoler,Friskoler og private grundskoler,8.1,8.0,22049.5,281526,4.1,18.2,9.4,11.930020017017524
379,1278074,Endrupskolens Hal,Fredensborg,210,Fredensborg Kommune,Fredensborgkredsen,3480,11:09 06-06-2019,3064.0,1306.0,1752.0,6.0,11,5,0.42624020887728464,0.5718015665796345,0.00195822454308094,208009,Skolen på Slotsvænget,Grundskoler,Friskoler og private grundskoler,5.5,5.6,22143.75,281526,4.1,18.2,9.4,11.930020017017524
380,1275927,Fredensborg-Hallen,Asminderød,210,Fredensborg Kommune,Fredensborgkredsen,3480,11:34 06-06-2019,4107.0,1762.0,2340.0,5.0,23,10,0.4290236182128074,0.5697589481373265,0.0012174336498660824,280119,Fredensborg Skole,Grundskoler,Folkeskoler,7.9,7.6,22143.75,281526,4.1,18.2,9.4,11.930020017017524
381,1277402,NKK-Hallen,Nivå,210,Fredensborg Kommune,Fredensborgkredsen,2990,10:52 06-06-2019,2568.0,1321.0,1247.0,0.0,16,6,0.5144080996884736,0.4855919003115265,0.0,280121,Nivå Skole,Grundskoler,Folkeskoler,8.0,7.5,22049.5,281526,4.1,18.2,9.4,11.930020017017524
382,1275928,Humlebæk Skole,Baunebjerg,210,Fredensborg Kommune,Fredensborgkredsen,3050,11:01 06-06-2019,3160.0,1768.0,1392.0,0.0,15,5,0.5594936708860759,0.44050632911392407,0.0,208008,Langebjergskolen,Grundskoler,Folkeskoler,7.4,7.6,29634.25,281526,4.1,18.2,9.4,11.930020017017524
383,1278072,Egedalshallen,Kokkedal,210,Fredensborg Kommune,Fredensborgkredsen,2980,11:55 06-06-2019,5642.0,2674.0,2966.0,2.0,33,7,0.4739454094292804,0.5257001063452676,0.0003544842254519674,280122,Kokkedal Skole,Grundskoler,Folkeskoler,6.7,6.7,21766.5,281526,4.1,18.2,9.4,11.930020017017524
384,1289185,Humletoften,Haderslev Syd,510,Haderslev Kommune,Haderslevkredsen,6100,12:01 06-06-2019,1752.0,883.0,869.0,0.0,14,12,0.5039954337899544,0.49600456621004574,0.0,515015,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,8.2,8.1,9024.25,212391,5.5,22.1,12.5,5.947265843768902
385,1289209,"Starup Hallen, Gymnastiksalen",Starup,510,Haderslev Kommune,Haderslevkredsen,6100,11:09 06-06-2019,1818.0,766.0,1052.0,0.0,19,1,0.4213421342134213,0.5786578657865786,0.0,515015,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,8.2,8.1,9024.25,212391,5.5,22.1,12.5,5.947265843768902
386,1289221,Hoptrup Aktivitetscenter,Hoptrup,510,Haderslev Kommune,Haderslevkredsen,6100,10:14 06-06-2019,759.0,296.0,463.0,0.0,7,3,0.38998682476943347,0.6100131752305665,0.0,515015,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,8.2,8.1,9024.25,212391,5.5,22.1,12.5,5.947265843768902
387,1289223,"Næs Hallen, Cafeteriet",Kelstrup,510,Haderslev Kommune,Haderslevkredsen,6100,14:03 06-06-2019,322.0,101.0,221.0,0.0,3,1,0.3136645962732919,0.6863354037267081,0.0,515015,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,8.2,8.1,9024.25,212391,5.5,22.1,12.5,5.947265843768902
388,1289225,"Marstrup Hallen, Cafeteriet",Marstrup,510,Haderslev Kommune,Haderslevkredsen,6100,13:55 06-06-2019,578.0,235.0,342.0,1.0,4,3,0.40657439446366783,0.5916955017301038,0.0017301038062283738,515015,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,8.2,8.1,9024.25,212391,5.5,22.1,12.5,5.947265843768902
389,1289243,Gretbjerghus,Halk,510,Haderslev Kommune,Haderslevkredsen,6100,13:05 06-06-2019,451.0,170.0,281.0,0.0,4,3,0.376940133037694,0.623059866962306,0.0,515015,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,8.2,8.1,9024.25,212391,5.5,22.1,12.5,5.947265843768902
390,1289267,Vilstrup Forsamlingshus,Vilstrup,510,Haderslev Kommune,Haderslevkredsen,6100,13:48 06-06-2019,491.0,196.0,294.0,1.0,9,1,0.39918533604887985,0.5987780040733197,0.002036659877800407,515015,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,8.2,8.1,9024.25,212391,5.5,22.1,12.5,5.947265843768902
391,1289193,Tiset Kro,Tiset,510,Haderslev Kommune,Haderslevkredsen,6630,09:09 06-06-2019,166.0,59.0,107.0,0.0,3,0,0.35542168674698793,0.6445783132530121,0.0,527009,Brændstrup Kristne Friskole,Grundskoler,Friskoler og private grundskoler,7.9,7.4,5822.75,212391,5.5,22.1,12.5,5.947265843768902
392,1289189,Fole Friskole,Fole,510,Haderslev Kommune,Haderslevkredsen,6630,09:40 06-06-2019,251.0,72.0,179.0,0.0,2,2,0.2868525896414343,0.7131474103585658,0.0,527009,Brændstrup Kristne Friskole,Grundskoler,Friskoler og private grundskoler,7.9,7.4,5822.75,212391,5.5,22.1,12.5,5.947265843768902
393,1289259,Gram Fritidscenter,Gram,510,Haderslev Kommune,Haderslevkredsen,6630,12:18 06-06-2019,1756.0,669.0,1085.0,2.0,23,6,0.3809794988610478,0.6178815489749431,0.0011389521640091116,527009,Brændstrup Kristne Friskole,Grundskoler,Friskoler og private grundskoler,7.9,7.4,5822.75,212391,5.5,22.1,12.5,5.947265843768902
394,1289195,"Lagoniskolen, Aulaen",Vojens Vest,510,Haderslev Kommune,Haderslevkredsen,6500,13:26 06-06-2019,1953.0,892.0,1061.0,0.0,22,4,0.4567332309267793,0.5432667690732207,0.0,280239,Lagoniskolen,Grundskoler,Folkeskoler,5.4,6.4,5848.25,212391,5.5,22.1,12.5,5.947265843768902
395,1289197,Hotel Vojens,Vojens Øst,510,Haderslev Kommune,Haderslevkredsen,6500,11:26 06-06-2019,2252.0,1013.0,1239.0,0.0,19,10,0.44982238010657194,0.5501776198934281,0.0,280239,Lagoniskolen,Grundskoler,Folkeskoler,5.4,6.4,5848.25,212391,5.5,22.1,12.5,5.947265843768902
396,1289199,Hammelev Hallen,Hammelev,510,Haderslev Kommune,Haderslevkredsen,6500,11:48 06-06-2019,976.0,393.0,580.0,3.0,13,3,0.4026639344262295,0.5942622950819673,0.0030737704918032786,280239,Lagoniskolen,Grundskoler,Folkeskoler,5.4,6.4,5848.25,212391,5.5,22.1,12.5,5.947265843768902
397,1289205,Skrydstrup Forsamlingsgård,Skrydstrup,510,Haderslev Kommune,Haderslevkredsen,6500,11:57 06-06-2019,641.0,235.0,406.0,0.0,5,1,0.3666146645865835,0.6333853354134166,0.0,280239,Lagoniskolen,Grundskoler,Folkeskoler,5.4,6.4,5848.25,212391,5.5,22.1,12.5,5.947265843768902
