,objectid,afstem_navn1,afstem_navn2,kommunekod,kommunenavn,opst_kreds,postnr,time_stamp,votes,left_votes,right_votes,independent_votes,blank_votes,invalid_votes,left_share,right_share,independent_share,institutionsnummer,skole_navn,institutionstype2,institutionstype3,karakter,karakter_soc_ref,salgspris,disindk,kriminelitet,lavindk,skilsmisser,andel_indv
122,1290065,Virumhallerne,Fuglsanggård,173,Lyngby-Taarbæk Kommune,Lyngbykredsen,2830,11:30 06-06-2019,3358.0,1773.0,1578.0,7.0,23,6,0.5279928528886242,0.4699225729600953,0.002084574151280524,173003,Fuglsanggårdsskolen,Grundskoler,Folkeskoler,8.7,8.6,35732.25,322546,3.9,20.0,10.4,9.43280203547828
123,1290067,"Lyngby Idrætsby, Hal 2",Lindegård,173,Lyngby-Taarbæk Kommune,Lyngbykredsen,2800,11:15 06-06-2019,3620.0,2090.0,1515.0,15.0,25,26,0.5773480662983426,0.4185082872928177,0.004143646408839779,173014,Skt. Knud Lavard Skole,Grundskoler,Friskoler og private grundskoler,8.6,8.3,34547.5,322546,3.9,20.0,10.4,9.43280203547828
124,1290070,Hummeltofteskolen,Hummeltofte,173,Lyngby-Taarbæk Kommune,Lyngbykredsen,2830,11:18 06-06-2019,3285.0,1715.0,1563.0,7.0,17,2,0.5220700152207002,0.4757990867579909,0.00213089802130898,173004,Hummeltofteskolen,Grundskoler,Folkeskoler,8.1,8.4,35732.25,322546,3.9,20.0,10.4,9.43280203547828
125,1290075,Lyngby Rådhus,Lyngby Midt,173,Lyngby-Taarbæk Kommune,Lyngbykredsen,2800,10:46 06-06-2019,4157.0,2109.0,2033.0,15.0,25,15,0.5073370218907867,0.48905460668751505,0.0036083714216983403,173013,Lyngby Private Skole,Grundskoler,Friskoler og private grundskoler,9.2,8.7,34547.5,322546,3.9,20.0,10.4,9.43280203547828
126,1278334,Sakskøbing Sportscenter,Sakskøbing,376,Guldborgsund Kommune,Guldborgsundkredsen,4990,10:59 06-06-2019,3507.0,1906.0,1601.0,0.0,31,15,0.5434844596521244,0.4565155403478757,0.0,387005,Sakskøbing Skole,Grundskoler,Folkeskoler,6.8,6.8,5285.75,203449,8.8,29.2,15.6,5.341532748365045
127,1278423,Guldborgland Gl. Skole,Majbølle,376,Guldborgsund Kommune,Guldborgsundkredsen,4990,10:20 06-06-2019,1011.0,443.0,568.0,0.0,9,4,0.43818001978239374,0.5618199802176064,0.0,387005,Sakskøbing Skole,Grundskoler,Folkeskoler,6.8,6.8,5285.75,203449,8.8,29.2,15.6,5.341532748365045
128,1276892,Landsbyen,Våbensted,376,Guldborgsund Kommune,Guldborgsundkredsen,4990,09:48 06-06-2019,724.0,341.0,383.0,0.0,8,1,0.47099447513812154,0.5290055248618785,0.0,387005,Sakskøbing Skole,Grundskoler,Folkeskoler,6.8,6.8,5285.75,203449,8.8,29.2,15.6,5.341532748365045
129,1275605,Øster Ulslev Forsamlingshus,Øster Ulslev,376,Guldborgsund Kommune,Guldborgsundkredsen,4880,11:15 06-06-2019,1002.0,446.0,554.0,2.0,12,3,0.44510978043912175,0.5528942115768463,0.001996007984031936,371004,Nysted Skole,Grundskoler,Folkeskoler,6.2,6.1,5969.5,203449,8.8,29.2,15.6,5.341532748365045
130,1278486,Nysted Idrætssal,Nysted,376,Guldborgsund Kommune,Guldborgsundkredsen,4880,10:26 06-06-2019,1923.0,1028.0,895.0,0.0,13,5,0.5345813832553302,0.4654186167446698,0.0,371004,Nysted Skole,Grundskoler,Folkeskoler,6.2,6.1,5969.5,203449,8.8,29.2,15.6,5.341532748365045
131,1276192,Stubbekøbing Hallen,Stubbekøbing,376,Guldborgsund Kommune,Guldborgsundkredsen,4850,11:54 06-06-2019,2356.0,1201.0,1155.0,0.0,24,15,0.5097623089983022,0.4902376910016978,0.0,391003,Stubbekøbing Skole,Grundskoler,Folkeskoler,6.4,6.3,5113.75,203449,8.8,29.2,15.6,5.341532748365045
132,1276197,Idræts- og Medborgerhuset,Gedser,376,Guldborgsund Kommune,Guldborgsundkredsen,4873,10:04 06-06-2019,859.0,437.0,422.0,0.0,8,5,0.5087310826542492,0.4912689173457509,0.0,395002,Sydfalster Skole,Grundskoler,Folkeskoler,6.3,6.1,6766.25,203449,8.8,29.2,15.6,5.341532748365045
133,1275811,Væggerløse Hallen,Væggerløse,376,Guldborgsund Kommune,Guldborgsundkredsen,4873,12:00 06-06-2019,2521.0,1107.0,1414.0,0.0,20,8,0.439111463704879,0.560888536295121,0.0,395002,Sydfalster Skole,Grundskoler,Folkeskoler,6.3,6.1,6766.25,203449,8.8,29.2,15.6,5.341532748365045
134,1278005,Lindeskovskolen,Lindeskov,376,Guldborgsund Kommune,Guldborgsundkredsen,4800,15:56 06-06-2019,2286.0,1306.0,980.0,0.0,15,5,0.5713035870516185,0.42869641294838146,0.0,369009,Lindeskovskolen,Grundskoler,Folkeskoler,6.2,5.7,8571.75,203449,8.8,29.2,15.6,5.341532748365045
135,1276786,Ejegodhallen,Ejegod,376,Guldborgsund Kommune,Guldborgsundkredsen,4800,12:17 06-06-2019,2755.0,1497.0,1258.0,0.0,23,15,0.5433756805807622,0.45662431941923776,0.0,369002,Sophieskolen,Grundskoler,Folkeskoler,6.5,6.7,8571.75,203449,8.8,29.2,15.6,5.341532748365045
136,1275815,Sundskolen,Sundby,376,Guldborgsund Kommune,Guldborgsundkredsen,4800,10:55 06-06-2019,2390.0,1256.0,1133.0,1.0,20,12,0.5255230125523013,0.4740585774058577,0.00041841004184100416,369005,SUNDskolen,Grundskoler,Folkeskoler,6.6,6.7,8571.75,203449,8.8,29.2,15.6,5.341532748365045
137,1278206,Torebyhallen,Toreby,376,Guldborgsund Kommune,Guldborgsundkredsen,4800,09:57 06-06-2019,1182.0,619.0,563.0,0.0,10,4,0.5236886632825719,0.4763113367174281,0.0,369005,SUNDskolen,Grundskoler,Folkeskoler,6.6,6.7,8571.75,203449,8.8,29.2,15.6,5.341532748365045
138,1277433,Nykøbing F. Hallen,Byen,376,Guldborgsund Kommune,Guldborgsundkredsen,4800,10:46 06-06-2019,2788.0,1597.0,1190.0,1.0,20,15,0.5728120516499282,0.42682926829268286,0.00035868005738880915,369010,Nykøbing F Realskole,Grundskoler,Friskoler og private grundskoler,8.1,8.0,8571.75,203449,8.8,29.2,15.6,5.341532748365045
139,1278497,Nordbyskolen,Kraghave,376,Guldborgsund Kommune,Guldborgsundkredsen,4800,10:29 06-06-2019,1789.0,923.0,866.0,0.0,17,4,0.5159306875349357,0.48406931246506424,0.0,369018,Nordbyskolen,Grundskoler,Folkeskoler,6.5,6.9,8571.75,203449,8.8,29.2,15.6,5.341532748365045
140,1275850,Idestrup Forsamlingshus,Idestrup,376,Guldborgsund Kommune,Guldborgsundkredsen,4872,11:16 06-06-2019,1290.0,556.0,734.0,0.0,22,5,0.4310077519379845,0.5689922480620155,0.0,280210,Idestrup Privatskole,Grundskoler,Friskoler og private grundskoler,6.0,6.1,5552.0,203449,8.8,29.2,15.6,5.341532748365045
141,1276939,Eskilstrup-Hallerne,Eskilstrup,376,Guldborgsund Kommune,Guldborgsundkredsen,4863,11:36 06-06-2019,1679.0,854.0,824.0,1.0,16,5,0.5086360929124479,0.49076831447290054,0.0005955926146515784,375004,Eskilstrup Skole,Grundskoler,Folkeskoler,5.6,5.8,3493.0,203449,8.8,29.2,15.6,5.341532748365045
142,1275572,Østre Skole,Østerbro,376,Guldborgsund Kommune,Guldborgsundkredsen,4800,11:13 06-06-2019,2481.0,1456.0,1025.0,0.0,26,7,0.5868601370415155,0.4131398629584845,0.0,369011,Sct. Joseph Søstrenes Skole,Grundskoler,Friskoler og private grundskoler,8.1,7.4,8571.75,203449,8.8,29.2,15.6,5.341532748365045
143,1276461,Horrebyhallen,Horreby,376,Guldborgsund Kommune,Guldborgsundkredsen,4800,10:23 06-06-2019,1999.0,993.0,1006.0,0.0,27,6,0.49674837418709356,0.5032516258129065,0.0,391002,Møllebakkeskolen,Grundskoler,Folkeskoler,5.8,6.2,8571.75,203449,8.8,29.2,15.6,5.341532748365045
144,1277438,Nr.Vedby Fritids- og Idrætscenter,Nørre Vedby,376,Guldborgsund Kommune,Guldborgsundkredsen,4840,10:32 06-06-2019,1432.0,690.0,742.0,0.0,16,4,0.4818435754189944,0.5181564245810056,0.0,375003,Nr. Vedby skole & Børnehus,Grundskoler,Folkeskoler,6.2,6.2,5148.5,203449,8.8,29.2,15.6,5.341532748365045
145,1276553,Nørre Alslev Skole,Nørre Alslev,376,Guldborgsund Kommune,Guldborgsundkredsen,4840,10:42 06-06-2019,2001.0,1042.0,959.0,0.0,22,7,0.5207396301849075,0.47926036981509246,0.0,375001,Nr Alslev Skole,Grundskoler,Folkeskoler,6.8,7.0,5148.5,203449,8.8,29.2,15.6,5.341532748365045
146,1294150,Femø Kro og Kursuscenter,Femø,360,Lolland Kommune,Lollandkredsen,4990,11:41 06-06-2019,92.0,39.0,53.0,0.0,2,1,0.42391304347826086,0.5760869565217391,0.0,387005,Sakskøbing Skole,Grundskoler,Folkeskoler,6.8,6.8,5285.75,193056,15.0,28.9,15.1,5.834624357250933
147,1294160,Askø Skole,Askø,360,Lolland Kommune,Lollandkredsen,4990,11:15 06-06-2019,43.0,18.0,25.0,0.0,0,0,0.4186046511627907,0.5813953488372093,0.0,387005,Sakskøbing Skole,Grundskoler,Folkeskoler,6.8,6.8,5285.75,193056,15.0,28.9,15.1,5.834624357250933
148,1294076,Maribo Hallerne - Hal 2,Maribo,360,Lolland Kommune,Lollandkredsen,4930,12:34 06-06-2019,4178.0,2337.0,1841.0,0.0,24,11,0.5593585447582575,0.4406414552417425,0.0,280048,"Distriktsskolen Øst, Borgerskoleafdelingen",Grundskoler,Folkeskoler,5.7,6.0,5840.75,193056,15.0,28.9,15.1,5.834624357250933
149,1294152,Holeby Hallen,Holeby,360,Lolland Kommune,Lollandkredsen,4930,12:03 06-06-2019,1548.0,870.0,677.0,1.0,12,9,0.562015503875969,0.43733850129198965,0.0006459948320413437,280048,"Distriktsskolen Øst, Borgerskoleafdelingen",Grundskoler,Folkeskoler,5.7,6.0,5840.75,193056,15.0,28.9,15.1,5.834624357250933
150,1294158,Østofte Hallen,Østofte,360,Lolland Kommune,Lollandkredsen,4930,10:19 06-06-2019,1959.0,995.0,964.0,0.0,16,9,0.5079122001020929,0.4920877998979071,0.0,280048,"Distriktsskolen Øst, Borgerskoleafdelingen",Grundskoler,Folkeskoler,5.7,6.0,5840.75,193056,15.0,28.9,15.1,5.834624357250933
151,1294078,Nakskov Idrætscenter,Nakskov Vest,360,Lolland Kommune,Lollandkredsen,4900,13:53 06-06-2019,4915.0,3091.0,1824.0,0.0,48,12,0.6288911495422177,0.3711088504577823,0.0,367001,"Distriktsskolen Vest, Byskoleafdelingen",Grundskoler,Folkeskoler,5.9,5.7,3559.0,193056,15.0,28.9,15.1,5.834624357250933
152,1294148,Rudbjerghallen,Dannemare,360,Lolland Kommune,Lollandkredsen,4900,10:28 06-06-2019,1638.0,750.0,888.0,0.0,18,7,0.4578754578754578,0.5421245421245421,0.0,367001,"Distriktsskolen Vest, Byskoleafdelingen",Grundskoler,Folkeskoler,5.9,5.7,3559.0,193056,15.0,28.9,15.1,5.834624357250933
153,1294180,Sandby Kulturhus,Sandby,360,Lolland Kommune,Lollandkredsen,4900,11:10 06-06-2019,593.0,291.0,302.0,0.0,1,0,0.49072512647554806,0.5092748735244519,0.0,367001,"Distriktsskolen Vest, Byskoleafdelingen",Grundskoler,Folkeskoler,5.9,5.7,3559.0,193056,15.0,28.9,15.1,5.834624357250933
