,institutionsnummer,karakter,soc_ref,beliggenhedskommunenr,lat,lon,postnr,student_count,navn,institutionstype2,institutionstype3,coordinates,postnavn,komnavn,year,salgspris,disindk,langledig,kriminelitet,lavindk,skilsmisser
525,335003,6.0,7.1,340,55.46227819307021,11.5530353951563,4180,620.0,Pedersborg Skole,Grundskoler,Folkeskoler,"(55.462278193070205, 11.5530353951563)",Sorø,Sorø Kommune,2015,10969.0,216561.0,0.7999999999999998,3.0,14.1,17.1
526,335005,6.4,7.2,340,55.435779913261996,11.5594244239131,4180,568.0,Sorø Borgerskole,Grundskoler,Folkeskoler,"(55.435779913261996, 11.5594244239131)",Sorø,Sorø Kommune,2015,10969.0,216561.0,0.7999999999999998,3.0,14.1,17.1
527,335006,8.7,8.0,340,55.4357275515217,11.5565344390053,4180,661.0,Sorø Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.4357275515217, 11.5565344390053)",Sorø,Sorø Kommune,2015,10969.0,216561.0,0.7999999999999998,3.0,14.1,17.1
528,335300,5.4,6.5,340,55.396934378856706,11.548055911786099,4180,182.0,Sorø Gymnastikefterskole,Efterskoler,Efterskoler,"(55.396934378856706, 11.548055911786099)",Sorø,Sorø Kommune,2015,10969.0,216561.0,0.7999999999999998,3.0,14.1,17.1
529,337004,6.3,6.6,340,55.5353013335204,11.5886919060123,4295,517.0,Stenlille Skole,Grundskoler,Folkeskoler,"(55.5353013335204, 11.5886919060123)",Stenlille,Sorø Kommune,2015,7363.0,216561.0,0.7999999999999998,3.0,14.1,17.1
530,341300,6.9,7.6,316,55.6873036373553,11.477243243794199,4440,85.0,Efterskolen Smededal,Efterskoler,Efterskoler,"(55.6873036373553, 11.477243243794199)",Mørkøv,Holbæk Kommune,2015,7677.0,217027.0,0.75,3.5,18.0,15.0
531,345006,7.5,7.4,316,55.6124546769857,11.7771067067769,4340,225.0,"Tølløse Privat- og Efterskole, Baptisternes Skoler",Grundskoler,Friskoler og private grundskoler,"(55.6124546769857, 11.7771067067769)",Tølløse,Holbæk Kommune,2015,9065.0,217027.0,0.75,3.5,18.0,15.0
532,345007,7.8,7.7,316,55.612721975217504,11.7699936827735,4340,466.0,Sejergaardsskolen,Grundskoler,Friskoler og private grundskoler,"(55.612721975217504, 11.7699936827735)",Tølløse,Holbæk Kommune,2015,9065.0,217027.0,0.75,3.5,18.0,15.0
533,345300,6.8,7.4,316,55.6124546769857,11.7771067067769,4340,144.0,"Tølløse Privat- og Efterskole, Baptisternes Efterskoler",Efterskoler,Efterskoler,"(55.6124546769857, 11.7771067067769)",Tølløse,Holbæk Kommune,2015,9065.0,217027.0,0.75,3.5,18.0,15.0
534,351301,6.5,7.1,320,55.204899042717294,12.146959931751699,4654,78.0,Faxehus Efterskole,Efterskoler,Efterskoler,"(55.204899042717294, 12.146959931751699)",Faxe Ladeplads,Faxe Kommune,2015,8649.0,207107.0,0.8250000000000001,4.0,16.6,17.6
535,359006,3.6,4.1,360,54.7795302778823,11.298326833688801,4920,57.0,Reventlow Lilleskole,Grundskoler,Friskoler og private grundskoler,"(54.7795302778823, 11.298326833688801)",Søllested,Lolland Kommune,2015,2358.0,184575.0,1.7,6.7,25.8,15.0
536,359301,4.0,4.8,360,54.8975282141232,11.2611568460625,4943,50.0,Pederstrup Efterskole,Efterskoler,Efterskoler,"(54.8975282141232, 11.2611568460625)",Torrig L,Lolland Kommune,2015,,184575.0,1.7,6.7,25.8,15.0
537,359302,5.6,6.5,360,54.8490910135613,11.235101041912902,4900,145.0,Halstedhus Efterskole,Efterskoler,Efterskoler,"(54.8490910135613, 11.235101041912902)",Nakskov,Lolland Kommune,2015,3560.0,184575.0,1.7,6.7,25.8,15.0
538,367006,7.7,7.5,360,54.832532618036005,11.135902839931,4900,267.0,Privatskolen Nakskov,Grundskoler,Friskoler og private grundskoler,"(54.832532618036005, 11.135902839931)",Nakskov,Lolland Kommune,2015,3560.0,184575.0,1.7,6.7,25.8,15.0
539,367007,8.8,8.1,360,54.8327090632653,11.137936392002699,4900,211.0,Stenoskolen,Grundskoler,Friskoler og private grundskoler,"(54.8327090632653, 11.137936392002699)",Nakskov,Lolland Kommune,2015,3560.0,184575.0,1.7,6.7,25.8,15.0
540,360300,5.7,5.8,360,54.8645199830998,11.2763874621257,4953,40.0,Vesterborg Efterskole,Efterskoler,Efterskoler,"(54.8645199830998, 11.2763874621257)",Vesterborg,Lolland Kommune,2015,,184575.0,1.7,6.7,25.8,15.0
541,361005,7.8,7.5,390,55.0372668633823,12.019161820465099,4735,182.0,Friskolen Øster Egesborg,Grundskoler,Friskoler og private grundskoler,"(55.0372668633823, 12.019161820465099)",Mern,Vordingborg Kommune,2015,4472.0,200998.0,0.9083333333333335,4.4,19.2,15.2
542,363009,8.3,7.6,360,54.7747641726968,11.509800005909,4930,478.0,Sankt Birgitta Skole,Grundskoler,Friskoler og private grundskoler,"(54.7747641726968, 11.509800005909)",Maribo,Lolland Kommune,2015,6080.0,184575.0,1.7,6.7,25.8,15.0
543,365008,6.0,6.0,390,54.9205358354309,12.0445522779687,4793,293.0,Bogø Kostskole,Grundskoler,Friskoler og private grundskoler,"(54.9205358354309, 12.0445522779687)",Bogø By,Vordingborg Kommune,2015,,200998.0,0.9083333333333335,4.4,19.2,15.2
544,365302,6.7,7.3,390,54.9205358354309,12.0445522779687,4793,129.0,Idrætsefterskolen Grønsund,Efterskoler,Efterskoler,"(54.9205358354309, 12.0445522779687)",Bogø By,Vordingborg Kommune,2015,,200998.0,0.9083333333333335,4.4,19.2,15.2
545,365012,7.4,7.6,390,54.9389706697575,12.2190223245998,4780,180.0,Møn Friskole,Grundskoler,Friskoler og private grundskoler,"(54.9389706697575, 12.2190223245998)",Stege,Vordingborg Kommune,2015,7004.0,200998.0,0.9083333333333335,4.4,19.2,15.2
546,371004,6.4,6.2,376,54.659024439682504,11.741978496861401,4880,422.0,Nysted Skole,Grundskoler,Folkeskoler,"(54.659024439682504, 11.741978496861401)",Nysted,Guldborgsund Kommune,2015,6043.0,193790.0,1.0416666666666667,5.7,23.0,13.0
547,371300,3.0,4.9,376,54.660160027515204,11.7345630681783,4880,131.0,Nysted Efterskole,Efterskoler,Efterskoler,"(54.660160027515204, 11.7345630681783)",Nysted,Guldborgsund Kommune,2015,6043.0,193790.0,1.0416666666666667,5.7,23.0,13.0
548,373018,8.7,8.1,370,55.2262220642248,11.767097493322899,4700,399.0,Vor Frue Skole,Grundskoler,Friskoler og private grundskoler,"(55.2262220642248, 11.767097493322899)",Næstved,Næstved Kommune,2015,10241.0,210156.0,1.1666666666666663,3.3,17.4,17.4
549,373024,8.5,8.1,370,55.2458162,11.74633787,4700,258.0,Herlufsholm Skole og Gods,Grundskoler,Friskoler og private grundskoler,"(55.2458162, 11.74633787)",Næstved,Næstved Kommune,2015,10241.0,210156.0,1.1666666666666663,3.3,17.4,17.4
550,373030,7.9,7.5,370,55.2812058979645,11.732584581807401,4700,115.0,Næstved Fri Skole,Grundskoler,Friskoler og private grundskoler,"(55.2812058979645, 11.732584581807401)",Næstved,Næstved Kommune,2015,10241.0,210156.0,1.1666666666666663,3.3,17.4,17.4
551,373300,8.1,8.1,370,55.1702871498544,11.766909974900901,4700,136.0,Svenstrup Efterskole,Efterskoler,Efterskoler,"(55.1702871498544, 11.766909974900901)",Næstved,Næstved Kommune,2015,10241.0,210156.0,1.1666666666666663,3.3,17.4,17.4
552,375001,6.0,6.9,376,54.8955546150778,11.881174696944699,4840,426.0,Nr Alslev Skole,Grundskoler,Folkeskoler,"(54.8955546150778, 11.881174696944699)",Nørre Alslev,Guldborgsund Kommune,2015,3707.0,193790.0,1.0416666666666667,5.7,23.0,13.0
553,375003,7.2,7.2,376,54.9288468795029,11.8375114577477,4840,224.0,Nr. Vedby skole & Børnehus,Grundskoler,Folkeskoler,"(54.9288468795029, 11.8375114577477)",Nørre Alslev,Guldborgsund Kommune,2015,3707.0,193790.0,1.0416666666666667,5.7,23.0,13.0
554,375005,5.9,5.9,376,54.919296262808196,11.9511574012216,4840,84.0,Skovby Friskole,Grundskoler,Friskoler og private grundskoler,"(54.919296262808196, 11.9511574012216)",Nørre Alslev,Guldborgsund Kommune,2015,3707.0,193790.0,1.0416666666666667,5.7,23.0,13.0
555,375004,5.4,5.8,376,54.8569517325445,11.8714761350242,4863,299.0,Eskilstrup Skole,Grundskoler,Folkeskoler,"(54.8569517325445, 11.8714761350242)",Eskilstrup,Guldborgsund Kommune,2015,4060.0,193790.0,1.0416666666666667,5.7,23.0,13.0
556,383300,4.2,5.7,360,54.668585753206386,11.338827794611099,4970,159.0,Bindernæs Efterskole,Efterskoler,Efterskoler,"(54.66858575320639, 11.338827794611099)",Rødby,Lolland Kommune,2015,3179.0,184575.0,1.7,6.7,25.8,15.0
557,385004,7.7,7.6,320,55.3132542382382,12.095841519191,4682,196.0,Druestrup Friskole,Grundskoler,Friskoler og private grundskoler,"(55.3132542382382, 12.095841519191)",Tureby,Faxe Kommune,2015,,207107.0,0.8250000000000001,4.0,16.6,17.6
558,387005,6.2,6.2,376,54.7977656524661,11.6233542931262,4990,378.0,Sakskøbing Skole,Grundskoler,Folkeskoler,"(54.7977656524661, 11.6233542931262)",Sakskøbing,Guldborgsund Kommune,2015,4829.0,193790.0,1.0416666666666667,5.7,23.0,13.0
559,389008,5.9,6.0,336,55.314785208768704,12.385756835947197,4660,603.0,Store Heddinge Skole,Grundskoler,Folkeskoler,"(55.314785208768704, 12.385756835947198)",Store Heddinge,Stevns Kommune,2015,6886.0,217194.0,0.9583333333333336,1.9,12.6,17.1
560,389300,7.0,7.3,336,55.27219907368521,12.3241603660195,4660,169.0,Gymnastikefterskolen Stevns,Efterskoler,Efterskoler,"(55.27219907368521, 12.3241603660195)",Store Heddinge,Stevns Kommune,2015,6886.0,217194.0,0.9583333333333336,1.9,12.6,17.1
561,389009,7.4,7.4,336,55.257999055341216,12.3787923741178,4673,177.0,Stevns Friskole,Grundskoler,Friskoler og private grundskoler,"(55.25799905534121, 12.3787923741178)",Rødvig Stevns,Stevns Kommune,2015,8243.0,217194.0,0.9583333333333336,1.9,12.6,17.1
562,391003,5.8,6.0,376,54.8893483098725,12.037653992079802,4850,285.0,Stubbekøbing Skole,Grundskoler,Folkeskoler,"(54.8893483098725, 12.037653992079802)",Stubbekøbing,Guldborgsund Kommune,2015,4355.0,193790.0,1.0416666666666667,5.7,23.0,13.0
563,391300,5.3,6.2,376,54.868173263154105,12.1152019712643,4850,144.0,Næsgaard Efterskole,Efterskoler,Efterskoler,"(54.868173263154105, 12.1152019712643)",Stubbekøbing,Guldborgsund Kommune,2015,4355.0,193790.0,1.0416666666666667,5.7,23.0,13.0
564,395002,5.2,5.7,376,54.709308892766295,11.9194489224436,4873,292.0,Sydfalster Skole,Grundskoler,Folkeskoler,"(54.709308892766295, 11.9194489224436)",Væggerløse,Guldborgsund Kommune,2015,5951.0,193790.0,1.0416666666666667,5.7,23.0,13.0
565,397303,4.3,5.6,390,55.10626591048021,11.869565858245899,4750,95.0,Lundby Efterskole,Efterskoler,Efterskoler,"(55.106265910480204, 11.869565858245899)",Lundby,Vordingborg Kommune,2015,4337.0,200998.0,0.9083333333333335,4.4,19.2,15.2
566,400006,7.2,7.1,400,55.1642195045095,14.9698652198711,3760,123.0,Friskolen Østerlars,Grundskoler,Friskoler og private grundskoler,"(55.1642195045095, 14.9698652198711)",Gudhjem,Bornholm Kommune,2015,5202.0,189477.0,1.0000000000000002,4.5,16.8,16.4
567,400021,8.4,7.9,400,55.0982217754126,14.7032929006073,3700,329.0,Rønne Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.0982217754126, 14.7032929006073)",Rønne,Bornholm Kommune,2015,7519.0,189477.0,1.0000000000000002,4.5,16.8,16.4
568,400024,7.5,7.4,400,55.124088926073796,14.7416720941652,3700,174.0,"Peterskolen, Rønne Kristne Friskole",Grundskoler,Friskoler og private grundskoler,"(55.124088926073796, 14.7416720941652)",Rønne,Bornholm Kommune,2015,7519.0,189477.0,1.0000000000000002,4.5,16.8,16.4
569,400037,5.9,6.3,400,55.140693131401214,14.7592834676684,3700,183.0,Bornholms Frie Idrætsskole,Grundskoler,Friskoler og private grundskoler,"(55.14069313140121, 14.7592834676684)",Rønne,Bornholm Kommune,2015,7519.0,189477.0,1.0000000000000002,4.5,16.8,16.4
570,400301,5.4,6.0,400,55.121041127681714,14.704278348692,3700,61.0,Bornholms Efterskole,Efterskoler,Efterskoler,"(55.12104112768171, 14.704278348692)",Rønne,Bornholm Kommune,2015,7519.0,189477.0,1.0000000000000002,4.5,16.8,16.4
571,400034,7.7,7.0,400,55.069166228971795,14.923020926712198,3720,200.0,Davidskolen,Grundskoler,Friskoler og private grundskoler,"(55.069166228971795, 14.923020926712198)",Aakirkeby,Bornholm Kommune,2015,3844.0,189477.0,1.0000000000000002,4.5,16.8,16.4
572,400038,7.0,7.0,400,55.028926880839,14.9815820515889,3720,96.0,Sydbornholms Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.028926880839, 14.9815820515889)",Aakirkeby,Bornholm Kommune,2015,3844.0,189477.0,1.0000000000000002,4.5,16.8,16.4
573,400042,6.6,6.5,400,55.07217656466471,14.916313696472699,3720,538.0,Hans Rømer Skolen,Grundskoler,Folkeskoler,"(55.07217656466471, 14.916313696472699)",Aakirkeby,Bornholm Kommune,2015,3844.0,189477.0,1.0000000000000002,4.5,16.8,16.4
574,410300,7.6,7.8,410,55.4862552330471,9.91059237840028,5466,95.0,Den Rytmiske Efterskole i Baaring,Efterskoler,Efterskoler,"(55.4862552330471, 9.91059237840028)",Asperup,Middelfart Kommune,2015,9462.0,221205.0,0.36666666666666664,2.8,11.6,14.2
575,421003,7.0,6.7,420,55.241372953130295,9.975771239712447,5631,285.0,Ebberup Skole,Grundskoler,Folkeskoler,"(55.241372953130295, 9.975771239712449)",Ebberup,Assens Kommune,2015,,199676.0,0.9666666666666668,2.5,12.9,14.3
576,421009,6.3,6.3,420,55.27377086927221,9.90386968827783,5610,508.0,Assensskolen,Grundskoler,Folkeskoler,"(55.273770869272205, 9.90386968827783)",Assens,Assens Kommune,2015,7826.0,199676.0,0.9666666666666668,2.5,12.9,14.3
577,423001,6.8,6.8,480,55.566278337496996,10.0934474898741,5400,581.0,Bogense Skole,Grundskoler,Folkeskoler,"(55.566278337496996, 10.0934474898741)",Bogense,Nordfyns Kommune,2015,7757.0,199840.0,0.8083333333333335,2.6,13.3,16.9
578,429001,5.4,5.8,410,55.4814864622688,9.97911717549699,5464,225.0,Anna Trolles Skole,Grundskoler,Folkeskoler,"(55.4814864622688, 9.97911717549699)",Brenderup Fyn,Middelfart Kommune,2015,,221205.0,0.36666666666666664,2.8,11.6,14.2
579,429006,9.1,8.1,410,55.489994414826,9.97375765980014,5464,331.0,Brenderup og Omegns Realskole,Grundskoler,Friskoler og private grundskoler,"(55.489994414826, 9.97375765980014)",Brenderup Fyn,Middelfart Kommune,2015,,221205.0,0.36666666666666664,2.8,11.6,14.2
580,429002,6.6,6.8,410,55.434336087198105,9.93843797397714,5592,365.0,Ejby Skole,Grundskoler,Folkeskoler,"(55.434336087198105, 9.93843797397714)",Ejby,Middelfart Kommune,2015,3394.0,221205.0,0.36666666666666664,2.8,11.6,14.2
581,431007,6.0,6.1,430,55.0960299794976,10.2466121689861,5600,316.0,Øhavsskolen - Svanen,Grundskoler,Folkeskoler,"(55.0960299794976, 10.2466121689861)",Faaborg,Faaborg-Midtfyn Kommune,2015,5628.0,201163.0,0.8250000000000001,1.7,12.1,14.3
582,431012,6.2,6.6,430,55.1045545512824,10.221536216749099,5600,588.0,Øhavsskolen - Uglen,Grundskoler,Folkeskoler,"(55.1045545512824, 10.221536216749099)",Faaborg,Faaborg-Midtfyn Kommune,2015,5628.0,201163.0,0.8250000000000001,1.7,12.1,14.3
583,431300,7.1,7.3,430,55.1624664885486,10.383881204332699,5600,224.0,Bernstorffsminde Efterskole,Efterskoler,Efterskoler,"(55.1624664885486, 10.383881204332699)",Faaborg,Faaborg-Midtfyn Kommune,2015,5628.0,201163.0,0.8250000000000001,1.7,12.1,14.3
584,431301,5.0,5.5,430,55.14467627135429,10.3323583154972,5600,50.0,Korinth Efterskole,Efterskoler,Efterskoler,"(55.14467627135429, 10.3323583154972)",Faaborg,Faaborg-Midtfyn Kommune,2015,5628.0,201163.0,0.8250000000000001,1.7,12.1,14.3
585,431304,7.2,7.3,430,55.1029785510361,10.1805146215223,5600,123.0,Faaborgegnens Efterskole,Efterskoler,Efterskoler,"(55.1029785510361, 10.1805146215223)",Faaborg,Faaborg-Midtfyn Kommune,2015,5628.0,201163.0,0.8250000000000001,1.7,12.1,14.3
586,433003,6.9,6.5,420,55.274709217872804,10.109493932581199,5620,593.0,Glamsbjergskolen,Grundskoler,Folkeskoler,"(55.274709217872804, 10.109493932581199)",Glamsbjerg,Assens Kommune,2015,7945.0,199676.0,0.9666666666666668,2.5,12.9,14.3
587,433005,6.2,6.9,420,55.28341827319,10.110368964544302,5620,212.0,Glamsbjerg Fri-og Efterskole,Grundskoler,Friskoler og private grundskoler,"(55.28341827319, 10.110368964544302)",Glamsbjerg,Assens Kommune,2015,7945.0,199676.0,0.9666666666666668,2.5,12.9,14.3
588,433008,7.0,6.8,420,55.269625864515895,10.1152403463919,5620,114.0,Køng Idrætsfriskole,Grundskoler,Friskoler og private grundskoler,"(55.269625864515895, 10.1152403463919)",Glamsbjerg,Assens Kommune,2015,7945.0,199676.0,0.9666666666666668,2.5,12.9,14.3
589,433300,6.8,6.8,420,55.28341827319,10.110368964544302,5620,58.0,Glamsbjerg Fri- og Efterskole,Efterskoler,Efterskoler,"(55.28341827319, 10.110368964544302)",Glamsbjerg,Assens Kommune,2015,7945.0,199676.0,0.9666666666666668,2.5,12.9,14.3
590,433303,6.6,7.1,420,55.271405314801704,10.114248212264199,5620,260.0,Glamsdalens Idrætsefterskole,Efterskoler,Efterskoler,"(55.271405314801704, 10.114248212264199)",Glamsbjerg,Assens Kommune,2015,7945.0,199676.0,0.9666666666666668,2.5,12.9,14.3
591,435006,6.8,6.8,479,55.120982779177396,10.7267732772785,5883,99.0,Oure Friskole,Grundskoler,Friskoler og private grundskoler,"(55.120982779177396, 10.7267732772785)",Oure,Svendborg Kommune,2015,,207099.0,0.9833333333333335,3.2,18.2,14.5
592,435300,7.2,7.6,479,55.110103002338,10.7345945211433,5882,231.0,Vejstrup Efterskole,Efterskoler,Efterskoler,"(55.110103002338, 10.7345945211433)",Vejstrup,Svendborg Kommune,2015,,207099.0,0.9833333333333335,3.2,18.2,14.5
593,437002,6.9,7.0,420,55.2218235803494,10.125489872854,5683,352.0,Hårby Skole,Grundskoler,Folkeskoler,"(55.2218235803494, 10.125489872854)",Haarby,Assens Kommune,2015,6800.0,199676.0,0.9666666666666668,2.5,12.9,14.3
594,439001,7.7,7.5,440,55.51790680025889,10.658261460946198,5380,287.0,Hindsholms børn & unge,Grundskoler,Folkeskoler,"(55.51790680025889, 10.658261460946198)",Dalby,Kerteminde Kommune,2015,,208480.0,0.8333333333333335,2.4,12.3,13.7
595,439008,5.2,5.4,440,55.4004152983652,10.614656724138197,5350,42.0,Rynkeby Friskole,Grundskoler,Friskoler og private grundskoler,"(55.4004152983652, 10.614656724138198)",Rynkeby,Kerteminde Kommune,2015,,208480.0,0.8333333333333335,2.4,12.3,13.7
596,441002,7.1,6.7,440,55.355506373588895,10.6003033720958,5550,602.0,Langeskov Skole,Grundskoler,Folkeskoler,"(55.355506373588895, 10.6003033720958)",Langeskov,Kerteminde Kommune,2015,8718.0,208480.0,0.8333333333333335,2.4,12.3,13.7
597,443002,7.0,6.7,492,54.8564842976439,10.5097625668119,5960,483.0,Marstal Skole,Grundskoler,Folkeskoler,"(54.8564842976439, 10.5097625668119)",Marstal,Ærø Kommune,2015,4737.0,188887.0,0.5916666666666667,0.6,18.9,10.2
598,445002,6.5,6.6,410,55.4855457719436,9.78658393441898,5500,355.0,Hyllehøjskolen,Grundskoler,Folkeskoler,"(55.4855457719436, 9.78658393441898)",Middelfart,Middelfart Kommune,2015,12949.0,221205.0,0.36666666666666664,2.8,11.6,14.2
599,445003,7.6,7.6,410,55.5386431702286,9.7742114389937,5500,710.0,Strib Skole,Grundskoler,Folkeskoler,"(55.5386431702286, 9.7742114389937)",Middelfart,Middelfart Kommune,2015,12949.0,221205.0,0.36666666666666664,2.8,11.6,14.2
600,445004,6.7,6.8,410,55.5046122341385,9.729542579970401,5500,429.0,Vestre Skole,Grundskoler,Folkeskoler,"(55.5046122341385, 9.729542579970401)",Middelfart,Middelfart Kommune,2015,12949.0,221205.0,0.36666666666666664,2.8,11.6,14.2
601,445005,6.9,6.8,410,55.500077931335404,9.74169488824609,5500,547.0,Østre Skole,Grundskoler,Folkeskoler,"(55.500077931335404, 9.74169488824609)",Middelfart,Middelfart Kommune,2015,12949.0,221205.0,0.36666666666666664,2.8,11.6,14.2
602,445008,7.5,7.4,410,55.493854085841704,9.74876847390725,5500,559.0,Lillebæltskolen,Grundskoler,Folkeskoler,"(55.493854085841704, 9.74876847390725)",Middelfart,Middelfart Kommune,2015,12949.0,221205.0,0.36666666666666664,2.8,11.6,14.2
603,445010,8.0,7.8,410,55.499902107147705,9.72318121375711,5500,141.0,Fænøsund Friskole,Grundskoler,Friskoler og private grundskoler,"(55.499902107147705, 9.72318121375711)",Middelfart,Middelfart Kommune,2015,12949.0,221205.0,0.36666666666666664,2.8,11.6,14.2
604,445302,5.4,6.1,410,55.53700266606141,9.801818593020029,5500,106.0,Billeshave Efterskole,Efterskoler,Efterskoler,"(55.537002666061404, 9.801818593020029)",Middelfart,Middelfart Kommune,2015,12949.0,221205.0,0.36666666666666664,2.8,11.6,14.2
605,449002,6.9,6.5,450,55.313946753890804,10.7978860679214,5800,632.0,Birkhovedskolen,Grundskoler,Folkeskoler,"(55.313946753890804, 10.7978860679214)",Nyborg,Nyborg Kommune,2015,8735.0,200214.0,0.7000000000000001,4.6,11.9,14.1
606,449007,8.1,7.2,450,55.3217814678337,10.779568085955699,5800,672.0,Danehofskolen,Grundskoler,Folkeskoler,"(55.3217814678337, 10.779568085955699)",Nyborg,Nyborg Kommune,2015,8735.0,200214.0,0.7000000000000001,4.6,11.9,14.1
607,449008,8.0,7.5,450,55.311383141579896,10.798296204507599,5800,423.0,Nyborg Private Realskole,Grundskoler,Friskoler og private grundskoler,"(55.311383141579896, 10.798296204507599)",Nyborg,Nyborg Kommune,2015,8735.0,200214.0,0.7000000000000001,4.6,11.9,14.1
608,449009,8.6,8.0,450,55.308653673235504,10.7829505776994,5800,370.0,Nyborg Friskole,Grundskoler,Friskoler og private grundskoler,"(55.308653673235504, 10.7829505776994)",Nyborg,Nyborg Kommune,2015,8735.0,200214.0,0.7000000000000001,4.6,11.9,14.1
609,449300,6.6,7.4,450,55.32245108248551,10.7820023322876,5800,133.0,Efterskolen ved Nyborg,Efterskoler,Efterskoler,"(55.32245108248551, 10.7820023322876)",Nyborg,Nyborg Kommune,2015,8735.0,200214.0,0.7000000000000001,4.6,11.9,14.1
610,451002,6.9,6.9,410,55.45287768545779,9.86903617076002,5580,391.0,Nørre Aaby Skole,Grundskoler,Folkeskoler,"(55.45287768545779, 9.86903617076002)",Nørre Aaby,Middelfart Kommune,2015,9364.0,221205.0,0.36666666666666664,2.8,11.6,14.2
611,451003,7.7,7.4,410,55.46042391799421,9.86801788468452,5580,358.0,Nørre Aaby Realskole,Grundskoler,Friskoler og private grundskoler,"(55.460423917994206, 9.86801788468452)",Nørre Aaby,Middelfart Kommune,2015,9364.0,221205.0,0.36666666666666664,2.8,11.6,14.2
612,451300,7.6,7.8,410,55.4548684248392,9.8890417098819,5580,123.0,Nørre Aaby Efterskole,Efterskoler,Efterskoler,"(55.4548684248392, 9.8890417098819)",Nørre Aaby,Middelfart Kommune,2015,9364.0,221205.0,0.36666666666666664,2.8,11.6,14.2
613,451301,7.1,7.4,410,55.4607270706409,9.82275630657511,5580,114.0,Vesterdal Efterskole,Efterskoler,Efterskoler,"(55.4607270706409, 9.82275630657511)",Nørre Aaby,Middelfart Kommune,2015,9364.0,221205.0,0.36666666666666664,2.8,11.6,14.2
614,451304,8.8,8.4,410,55.4580717602382,9.873564475742947,5580,129.0,Eisbjerghus Internationale Efterskole,Efterskoler,Efterskoler,"(55.4580717602382, 9.873564475742949)",Nørre Aaby,Middelfart Kommune,2015,9364.0,221205.0,0.36666666666666664,2.8,11.6,14.2
615,461001,6.4,6.4,461,55.430453981339504,10.481163954495198,5320,450.0,Agedrup Skole,Grundskoler,Folkeskoler,"(55.430453981339504, 10.481163954495198)",Agedrup,Odense Kommune,2015,10700.0,201180.0,1.45,5.4,25.3,15.4
616,461070,7.3,6.4,461,55.4288811355447,10.4806549164228,5320,197.0,Al-Salahiyah Skolen,Grundskoler,Friskoler og private grundskoler,"(55.4288811355447, 10.4806549164228)",Agedrup,Odense Kommune,2015,10700.0,201180.0,1.45,5.4,25.3,15.4
617,461008,8.1,8.1,461,55.3868218400562,10.3718157797065,5000,727.0,Hunderupskolen,Grundskoler,Folkeskoler,"(55.3868218400562, 10.3718157797065)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
618,461022,6.1,5.9,461,55.4079082173259,10.4138370973032,5000,616.0,Risingskolen,Grundskoler,Folkeskoler,"(55.4079082173259, 10.4138370973032)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
619,461024,7.0,7.1,461,55.414742886768714,10.3966528028556,5000,734.0,Sct Hans Skole,Grundskoler,Folkeskoler,"(55.41474288676871, 10.3966528028556)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
620,461035,7.5,7.4,461,55.39354491590839,10.374035028189,5000,391.0,Vestre Skole,Grundskoler,Folkeskoler,"(55.39354491590839, 10.374035028189)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
621,461040,8.2,7.9,461,55.39198627727329,10.389767460860801,5000,575.0,Giersings Realskole,Grundskoler,Friskoler og private grundskoler,"(55.39198627727329, 10.389767460860801)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
622,461042,8.8,8.2,461,55.3991264122626,10.382517662949901,5000,544.0,Henriette Hørlucks Skole,Grundskoler,Friskoler og private grundskoler,"(55.3991264122626, 10.382517662949901)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
623,461043,8.2,7.6,461,55.3996115401926,10.3873340247007,5000,421.0,Marie Jørgensens Skole,Grundskoler,Friskoler og private grundskoler,"(55.3996115401926, 10.3873340247007)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
624,461044,8.1,7.9,461,55.3920226960252,10.397155467019301,5000,527.0,Odense Friskole,Grundskoler,Friskoler og private grundskoler,"(55.3920226960252, 10.397155467019301)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
625,461045,6.4,6.5,461,55.396566555792596,10.391420046446099,5000,223.0,Sct. Albani Skole,Grundskoler,Friskoler og private grundskoler,"(55.396566555792596, 10.391420046446099)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
626,461078,9.3,9.0,461,55.397662352611505,10.3847505801751,5000,101.0,Det Kongelige Teater Balletskolen Odense,Grundskoler,Friskoler og private grundskoler,"(55.397662352611505, 10.3847505801751)",Odense C,Odense Kommune,2015,15977.0,201180.0,1.45,5.4,25.3,15.4
