,institutionsnummer,karakter,soc_ref,beliggenhedskommunenr,lat,lon,postnr,navn,institutionstype2,institutionstype3,coordinates,postnavn,komnavn,year,salgspris,disindk,langledig,kriminelitet,lavindk,skilsmisser,andel_indv
312,261001,7.8,7.3,350,55.601990660245285,11.964887639763901,4320,Allerslev Skole,Grundskoler,Folkeskoler,"(55.60199066024529, 11.964887639763901)",Lejre,Lejre Kommune,2011,11988.0,217508,0.8916666666666669,1.4,11.1,11.1,2.1250209798034425
313,261002,6.1,6.2,350,55.561996266852205,11.9627856571647,4320,Osted Skole,Grundskoler,Folkeskoler,"(55.561996266852205, 11.9627856571647)",Lejre,Lejre Kommune,2011,11988.0,217508,0.8916666666666669,1.4,11.1,11.1,2.1250209798034425
314,263001,6.4,6.8,265,55.56920246564101,12.091540697949801,4621,Gadstrup Skole,Grundskoler,Folkeskoler,"(55.569202465641006, 12.091540697949801)",Gadstrup,Roskilde Kommune,2011,,219158,0.9666666666666668,3.3,15.8,12.5,5.856785765021294
315,263003,6.5,6.3,265,55.56156698173979,12.025155262678,4130,Viby Friskole,Grundskoler,Friskoler og private grundskoler,"(55.561566981739794, 12.025155262678)",Viby Sjælland,Roskilde Kommune,2011,14624.0,219158,0.9666666666666668,3.3,15.8,12.5,5.856785765021294
316,267001,6.6,6.4,259,55.4507188534702,12.0343328617438,4632,Skovboskolen,Grundskoler,Folkeskoler,"(55.4507188534702, 12.0343328617438)",Bjæverskov,Køge Kommune,2011,12025.0,202267,1.866666666666667,3.6,12.8,13.1,6.71630710105686
317,267005,6.0,6.2,259,55.460689092383795,12.056645616287598,4632,Vemmedrupskolen,Grundskoler,Folkeskoler,"(55.460689092383795, 12.056645616287598)",Bjæverskov,Køge Kommune,2011,12025.0,202267,1.866666666666667,3.6,12.8,13.1,6.71630710105686
318,267002,7.0,6.6,259,55.4985280438289,11.974807573638001,4140,Borup Skole,Grundskoler,Folkeskoler,"(55.4985280438289, 11.974807573638001)",Borup,Køge Kommune,2011,10377.0,202267,1.866666666666667,3.6,12.8,13.1,6.71630710105686
319,267008,8.9,7.8,259,55.4899239125286,11.971681468588901,4140,Borup Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.4899239125286, 11.971681468588901)",Borup,Køge Kommune,2011,10377.0,202267,1.866666666666667,3.6,12.8,13.1,6.71630710105686
320,267300,5.9,6.0,259,55.4470743807749,11.956741402569099,4100,Skovbo Efterskole,Efterskoler,Efterskoler,"(55.4470743807749, 11.956741402569099)",Ringsted,Køge Kommune,2011,11414.0,202267,1.866666666666667,3.6,12.8,13.1,6.71630710105686
321,269001,6.7,6.7,269,55.5474108362534,12.129555089205198,4622,Havdrup Skole,Grundskoler,Folkeskoler,"(55.5474108362534, 12.129555089205198)",Havdrup,Solrød Kommune,2011,13438.0,234748,1.0916666666666666,2.3,10.7,11.1,3.448152944950749
322,269005,6.8,6.5,269,55.52819318157501,12.2106574568232,2680,Uglegårdsskolen,Grundskoler,Folkeskoler,"(55.528193181575006, 12.2106574568232)",Solrød Strand,Solrød Kommune,2011,18548.0,234748,1.0916666666666666,2.3,10.7,11.1,3.448152944950749
323,269006,7.8,7.2,269,55.5188200287204,12.2084739699324,2680,Sydkystens Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.5188200287204, 12.2084739699324)",Solrød Strand,Solrød Kommune,2011,18548.0,234748,1.0916666666666666,2.3,10.7,11.1,3.448152944950749
324,269007,7.0,6.8,269,55.540553716992704,12.217852838605197,2680,Munkekærskolen,Grundskoler,Folkeskoler,"(55.540553716992704, 12.217852838605198)",Solrød Strand,Solrød Kommune,2011,18548.0,234748,1.0916666666666666,2.3,10.7,11.1,3.448152944950749
325,269009,8.0,7.4,269,55.5365196699162,12.1885558225471,2680,Køge Bugt Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.5365196699162, 12.1885558225471)",Solrød Strand,Solrød Kommune,2011,18548.0,234748,1.0916666666666666,2.3,10.7,11.1,3.448152944950749
326,271001,5.5,6.1,336,55.345358072885894,12.2384607008639,4652,Hotherskolen,Grundskoler,Folkeskoler,"(55.345358072885894, 12.2384607008639)",Hårlev,Stevns Kommune,2011,11917.0,198010,1.3916666666666668,2.9,12.2,14.2,2.1201696135690855
327,271002,6.1,6.4,336,55.400752307354004,12.2625994728878,4671,Strøbyskolen,Grundskoler,Folkeskoler,"(55.400752307354004, 12.2625994728878)",Strøby,Stevns Kommune,2011,,198010,1.3916666666666668,2.9,12.2,14.2,2.1201696135690855
328,280042,5.2,5.2,376,54.79038758650471,11.944493706278601,4800,Falster Efterskole,Efterskoler,Efterskoler,"(54.79038758650471, 11.944493706278601)",Nykøbing F,Guldborgsund Kommune,2011,8022.0,173408,1.416666666666667,5.6,17.8,12.9,3.312675965828992
329,369005,5.9,6.2,376,54.76215336857929,11.8448932741895,4800,SUNDskolen,Grundskoler,Folkeskoler,"(54.76215336857929, 11.8448932741895)",Nykøbing F,Guldborgsund Kommune,2011,8022.0,173408,1.416666666666667,5.6,17.8,12.9,3.312675965828992
330,369008,6.9,6.6,376,54.7602505254327,11.879190402562802,4800,Østre Skole,Grundskoler,Folkeskoler,"(54.7602505254327, 11.879190402562802)",Nykøbing F,Guldborgsund Kommune,2011,8022.0,173408,1.416666666666667,5.6,17.8,12.9,3.312675965828992
331,369009,5.9,5.9,376,54.7536461205954,11.893968232592304,4800,Lindeskovskolen,Grundskoler,Folkeskoler,"(54.7536461205954, 11.893968232592302)",Nykøbing F,Guldborgsund Kommune,2011,8022.0,173408,1.416666666666667,5.6,17.8,12.9,3.312675965828992
332,369010,7.7,7.4,376,54.7686387046545,11.872371339498901,4800,Nykøbing F Realskole,Grundskoler,Friskoler og private grundskoler,"(54.7686387046545, 11.872371339498901)",Nykøbing F,Guldborgsund Kommune,2011,8022.0,173408,1.416666666666667,5.6,17.8,12.9,3.312675965828992
333,369011,6.9,6.7,376,54.764186054759996,11.877534851616304,4800,Sct. Joseph Søstrenes Skole,Grundskoler,Friskoler og private grundskoler,"(54.764186054759996, 11.877534851616302)",Nykøbing F,Guldborgsund Kommune,2011,8022.0,173408,1.416666666666667,5.6,17.8,12.9,3.312675965828992
334,369018,6.8,6.7,376,54.801920379220704,11.8826732292291,4800,Nordbyskolen,Grundskoler,Folkeskoler,"(54.801920379220704, 11.8826732292291)",Nykøbing F,Guldborgsund Kommune,2011,8022.0,173408,1.416666666666667,5.6,17.8,12.9,3.312675965828992
335,280111,6.6,6.4,510,55.178284786811396,9.4537212602764,6100,Fællesskolen HoptrupMarstrupVilstrup,Grundskoler,Folkeskoler,"(55.178284786811396, 9.4537212602764)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
336,280240,6.9,6.5,510,55.26176115767329,9.50837183797414,6100,Fællesskolen Favrdal-Fjelstrup,Grundskoler,Folkeskoler,"(55.26176115767329, 9.50837183797414)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
337,280241,6.4,6.6,510,55.254160975038786,9.47789610137983,6100,Fællesskolen Hammelev-Sct. Severin,Grundskoler,Folkeskoler,"(55.25416097503879, 9.47789610137983)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
338,280242,6.4,6.3,510,55.2454520533236,9.48847157313466,6100,Sønder Otting Skole,Grundskoler,Folkeskoler,"(55.2454520533236, 9.48847157313466)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
339,280244,6.8,6.7,510,55.2327488158191,9.542549673726619,6100,Fællesskolen Starup-Øsby,Grundskoler,Folkeskoler,"(55.2327488158191, 9.542549673726619)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
340,515014,7.0,7.1,510,55.2577950070068,9.492801471232287,6100,Haderslev Realskole,Grundskoler,Friskoler og private grundskoler,"(55.2577950070068, 9.492801471232289)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
341,515015,6.0,6.2,510,55.243394946300704,9.492465217102687,6100,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,"(55.243394946300704, 9.492465217102689)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
342,515018,7.2,6.9,510,55.25528724899,9.48706946917307,6100,Haderslev Kristne Friskole,Grundskoler,Friskoler og private grundskoler,"(55.25528724899, 9.48706946917307)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
343,515302,7.4,7.0,510,55.182844175830496,9.45900975745263,6100,Hoptrup Efterskole,Efterskoler,Efterskoler,"(55.182844175830496, 9.45900975745263)",Haderslev,Haderslev Kommune,2011,9032.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
344,280117,5.9,5.8,430,55.2295431578787,10.252286121863301,5672,Brobyskolerne,Grundskoler,Folkeskoler,"(55.2295431578787, 10.252286121863301)",Broby,Faaborg-Midtfyn Kommune,2011,5672.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
345,425005,7.8,7.2,430,55.2505106193776,10.2212601276176,5672,Broby Fri- og Efterskole,Grundskoler,Friskoler og private grundskoler,"(55.2505106193776, 10.2212601276176)",Broby,Faaborg-Midtfyn Kommune,2011,5672.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
346,425300,5.3,5.8,430,55.2505106193776,10.2212601276176,5672,Broby Fri- og Efterskole,Efterskoler,Efterskoler,"(55.2505106193776, 10.2212601276176)",Broby,Faaborg-Midtfyn Kommune,2011,5672.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
347,280121,6.5,6.4,210,55.9333170210966,12.501172604370199,2990,Nivå Skole,Grundskoler,Folkeskoler,"(55.9333170210966, 12.501172604370199)",Nivå,Fredensborg Kommune,2011,17992.0,235433,1.075,2.8,14.5,14.3,9.469240812808193
348,280122,5.7,5.8,210,55.9096863554127,12.489140462163599,2980,Kokkedal Skole,Grundskoler,Folkeskoler,"(55.9096863554127, 12.489140462163599)",Kokkedal,Fredensborg Kommune,2011,15444.0,235433,1.075,2.8,14.5,14.3,9.469240812808193
349,280136,6.4,6.2,479,55.132424622880706,10.5022666150997,5771,Issø-skolen,Grundskoler,Folkeskoler,"(55.132424622880706, 10.5022666150997)",Stenstrup,Svendborg Kommune,2011,6957.0,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
350,280137,7.0,6.5,479,55.152583961181094,10.708214257051901,5884,Stokkebækskolen,Grundskoler,Folkeskoler,"(55.152583961181094, 10.708214257051901)",Gudme,Svendborg Kommune,2011,,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
351,280138,6.6,6.7,479,55.09533562209022,10.6876733611968,5881,Skårup Skole,Grundskoler,Folkeskoler,"(55.095335622090204, 10.6876733611968)",Skårup Fyn,Svendborg Kommune,2011,,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
352,479016,6.2,6.6,479,55.098403316130295,10.703491953607301,5881,Øster Åby Friskole,Grundskoler,Friskoler og private grundskoler,"(55.098403316130295, 10.703491953607301)",Skårup Fyn,Svendborg Kommune,2011,,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
353,280161,5.7,5.9,820,56.9587267508212,9.354247577682,9670,Toppedalskolen,Grundskoler,Folkeskoler,"(56.9587267508212, 9.354247577682)",Løgstør,Vesthimmerlands Kommune,2011,5609.0,177831,1.3166666666666667,3.3,17.4,11.9,2.4909264312395685
354,827002,6.6,6.3,820,56.95805068681379,9.24950254281192,9670,Løgstør Skole,Grundskoler,Folkeskoler,"(56.95805068681379, 9.24950254281192)",Løgstør,Vesthimmerlands Kommune,2011,5609.0,177831,1.3166666666666667,3.3,17.4,11.9,2.4909264312395685
355,280166,5.5,6.0,219,55.910731865883,12.1555885046992,3320,Kornmarkskolen,Grundskoler,Folkeskoler,"(55.910731865883, 12.1555885046992)",Skævinge,Hillerød Kommune,2011,12050.0,223169,1.1916666666666664,4.3,11.7,13.4,6.318729907718557
356,280186,7.1,6.7,155,55.595554994484104,12.6372393011621,2791,St. Magleby Skole,Grundskoler,Folkeskoler,"(55.595554994484104, 12.6372393011621)",Dragør,Dragør Kommune,2011,20589.0,261933,1.0333333333333332,1.9,13.2,7.8,3.0078473499262603
357,280187,7.1,6.9,155,55.59360699999999,12.669817,2791,Dragør Skole,Grundskoler,Folkeskoler,"(55.59360699999999, 12.669817)",Dragør,Dragør Kommune,2011,20589.0,261933,1.0333333333333332,1.9,13.2,7.8,3.0078473499262603
358,280189,6.0,6.0,575,55.482036801275704,9.01940415316144,6650,Brørupskolen,Grundskoler,Folkeskoler,"(55.482036801275704, 9.01940415316144)",Brørup,Vejen Kommune,2011,6443.0,181892,1.075,3.6,14.7,13.9,3.074521633898662
359,280197,6.4,6.3,260,55.9863016853186,12.014365345791699,3300,Frederiksværk Skole,Grundskoler,Folkeskoler,"(55.9863016853186, 12.014365345791699)",Frederiksværk,Halsnæs Kommune,2011,11138.0,191281,1.7750000000000001,3.2,12.7,17.0,5.646082326636318
360,280198,6.8,6.5,260,55.956682499800394,11.8553042626664,3390,Hundested Skole,Grundskoler,Folkeskoler,"(55.956682499800394, 11.8553042626664)",Hundested,Halsnæs Kommune,2011,9757.0,191281,1.7750000000000001,3.2,12.7,17.0,5.646082326636318
361,280238,5.9,6.0,510,55.1970633326701,9.310922142286019,6500,Fællesskolen Bevtoft-Over Jerstal,Grundskoler,Folkeskoler,"(55.1970633326701, 9.310922142286019)",Vojens,Haderslev Kommune,2011,6219.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
362,280239,5.8,6.0,510,55.2474362680449,9.31194134912746,6500,Lagoniskolen,Grundskoler,Folkeskoler,"(55.2474362680449, 9.31194134912746)",Vojens,Haderslev Kommune,2011,6219.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
363,280243,7.3,6.9,510,55.2691464304172,9.171549881760392,6500,Fællesskolen Nustrup-Sommersted,Grundskoler,Folkeskoler,"(55.2691464304172, 9.171549881760392)",Vojens,Haderslev Kommune,2011,6219.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
364,543301,6.7,6.5,510,55.2463238129436,9.29397342875867,6500,Vojens Gymnastik- og Idrætsefterskole,Efterskoler,Efterskoler,"(55.2463238129436, 9.29397342875867)",Vojens,Haderslev Kommune,2011,6219.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
365,280284,6.5,6.5,479,55.0641987791799,10.6272868688685,5700,Ørkildskolen,Grundskoler,Folkeskoler,"(55.0641987791799, 10.6272868688685)",Svendborg,Svendborg Kommune,2011,10840.0,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
366,479008,7.0,7.0,479,55.03856750127271,10.54058376122,5700,Rantzausminde Skole,Grundskoler,Folkeskoler,"(55.03856750127271, 10.54058376122)",Svendborg,Svendborg Kommune,2011,10840.0,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
367,479009,7.7,7.2,479,55.0486918544752,10.6644251164021,5700,Thurø Skole,Grundskoler,Folkeskoler,"(55.0486918544752, 10.6644251164021)",Svendborg,Svendborg Kommune,2011,10840.0,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
368,479011,4.8,5.7,479,55.0639077349784,10.584960474161699,5700,Vestre Skole,Grundskoler,Folkeskoler,"(55.0639077349784, 10.584960474161699)",Svendborg,Svendborg Kommune,2011,10840.0,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
369,479013,8.1,7.5,479,55.062574581720504,10.604334538143199,5700,Haahrs Skole,Grundskoler,Friskoler og private grundskoler,"(55.062574581720504, 10.604334538143199)",Svendborg,Svendborg Kommune,2011,10840.0,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
370,479014,7.8,7.5,479,55.058046990478495,10.6085816517359,5700,Ida Holsts Skole,Grundskoler,Friskoler og private grundskoler,"(55.058046990478495, 10.6085816517359)",Svendborg,Svendborg Kommune,2011,10840.0,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
371,479300,6.3,6.5,479,55.0601705882421,10.649937603971699,5700,Svendborg Medie & Sportsefterskole,Efterskoler,Efterskoler,"(55.0601705882421, 10.649937603971699)",Svendborg,Svendborg Kommune,2011,10840.0,189217,1.7166666666666666,4.3,15.1,14.3,4.459645954372753
372,301004,4.9,5.4,326,55.721980339067294,11.368199352845302,4591,Firhøjskolen,Grundskoler,Folkeskoler,"(55.721980339067294, 11.368199352845302)",Føllenslev,Kalundborg Kommune,2011,,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
373,301008,6.7,6.5,326,55.7001854451791,11.3400485904001,4591,Højbo Friskole,Grundskoler,Friskoler og private grundskoler,"(55.7001854451791, 11.3400485904001)",Føllenslev,Kalundborg Kommune,2011,,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
374,301007,5.3,5.6,326,55.6512230656595,11.2864619208935,4470,Svebølle Skole,Grundskoler,Folkeskoler,"(55.6512230656595, 11.2864619208935)",Svebølle,Kalundborg Kommune,2011,5864.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
375,301010,5.2,5.4,326,55.6765392137367,11.333402052945099,4450,Bregninge-Bjergsted Friskole,Grundskoler,Friskoler og private grundskoler,"(55.6765392137367, 11.333402052945099)",Jyderup,Kalundborg Kommune,2011,9220.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
376,303001,5.2,5.8,340,55.521003007661,11.4955354682533,4293,Holbergskolen,Grundskoler,Folkeskoler,"(55.521003007661, 11.4955354682533)",Dianalund,Sorø Kommune,2011,8849.0,195094,1.3500000000000003,2.4,12.3,16.0,2.813781161671462
377,303003,5.0,5.4,340,55.53812535108211,11.373298054861698,4291,Ruds Vedby Skole,Grundskoler,Folkeskoler,"(55.53812535108211, 11.373298054861698)",Ruds Vedby,Sorø Kommune,2011,,195094,1.3500000000000003,2.4,12.3,16.0,2.813781161671462
378,305011,6.8,7.0,306,55.788147666224795,11.4630150186107,4540,Fårevejle Fri-  og Efterskole,Grundskoler,Friskoler og private grundskoler,"(55.788147666224795, 11.4630150186107)",Fårevejle,Odsherred Kommune,2011,8549.0,180222,1.9666666666666668,3.4,17.2,10.9,2.2885283893395134
379,305300,5.6,6.4,306,55.788147666224795,11.4630150186107,4540,Fårevejle Fri- og Efterskole,Efterskoler,Efterskoler,"(55.788147666224795, 11.4630150186107)",Fårevejle,Odsherred Kommune,2011,8549.0,180222,1.9666666666666668,3.4,17.2,10.9,2.2885283893395134
380,305302,5.9,6.4,306,55.790366729487886,11.4633946878871,4540,Odsherreds Efterskole,Efterskoler,Efterskoler,"(55.79036672948789, 11.4633946878871)",Fårevejle,Odsherred Kommune,2011,8549.0,180222,1.9666666666666668,3.4,17.2,10.9,2.2885283893395134
381,305015,6.7,6.7,306,55.750519182198495,11.436512067274199,4534,Vallekilde-Hørve Friskole,Grundskoler,Friskoler og private grundskoler,"(55.750519182198495, 11.436512067274199)",Hørve,Odsherred Kommune,2011,6264.0,180222,1.9666666666666668,3.4,17.2,10.9,2.2885283893395134
382,305019,5.2,5.2,306,55.752863501561784,11.3913831819914,4534,Friskolen i Starreklinte,Grundskoler,Friskoler og private grundskoler,"(55.75286350156179, 11.3913831819914)",Hørve,Odsherred Kommune,2011,6264.0,180222,1.9666666666666668,3.4,17.2,10.9,2.2885283893395134
383,307004,6.4,6.8,370,55.286426764517294,11.558408508311803,4250,Hindholm Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.286426764517294, 11.558408508311802)",Fuglebjerg,Næstved Kommune,2011,6813.0,192912,1.6416666666666666,2.7,15.1,14.2,4.654215884940443
384,307300,6.0,6.4,370,55.2712596922968,11.478215035399401,4262,Hårslev Efterskole,Efterskoler,Efterskoler,"(55.2712596922968, 11.478215035399401)",Sandved,Næstved Kommune,2011,,192912,1.6416666666666666,2.7,15.1,14.2,4.654215884940443
385,309001,6.6,6.3,326,55.543106975541704,11.223517428497301,4281,Gørlev Skole,Grundskoler,Folkeskoler,"(55.543106975541704, 11.223517428497301)",Gørlev,Kalundborg Kommune,2011,7694.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
386,309002,5.7,5.7,326,55.5141961565784,11.2049327136426,4281,Kirke-Helsinge Skole,Grundskoler,Folkeskoler,"(55.5141961565784, 11.2049327136426)",Gørlev,Kalundborg Kommune,2011,7694.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
387,309004,7.6,7.3,326,55.5225686027602,11.1947562478948,4281,Vinde Helsinge Friskole,Grundskoler,Friskoler og private grundskoler,"(55.5225686027602, 11.1947562478948)",Gørlev,Kalundborg Kommune,2011,7694.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
388,309300,5.9,6.3,326,55.5225686027602,11.1947562478948,4281,Vestsjællands Idrætsefterskole,Efterskoler,Efterskoler,"(55.5225686027602, 11.1947562478948)",Gørlev,Kalundborg Kommune,2011,7694.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
389,311001,5.6,5.9,330,55.2949518962321,11.417510824212501,4261,Dalmose skole,Grundskoler,Folkeskoler,"(55.2949518962321, 11.417510824212501)",Dalmose,Slagelse Kommune,2011,7616.0,186917,2.0833333333333335,4.2,17.9,12.3,6.841252211646498
390,311301,6.9,7.2,330,55.3203556359959,11.394026920013197,4200,Flakkebjerg Efterskole,Efterskoler,Efterskoler,"(55.3203556359959, 11.394026920013198)",Slagelse,Slagelse Kommune,2011,9947.0,186917,2.0833333333333335,4.2,17.9,12.3,6.841252211646498
391,333004,6.5,6.4,330,55.4009519845084,11.329370314869001,4200,Marievangsskolen,Grundskoler,Folkeskoler,"(55.4009519845084, 11.329370314869001)",Slagelse,Slagelse Kommune,2011,9947.0,186917,2.0833333333333335,4.2,17.9,12.3,6.841252211646498
392,333005,5.3,5.8,330,55.4106275752843,11.3683735135771,4200,Nymarkskolen,Grundskoler,Folkeskoler,"(55.4106275752843, 11.3683735135771)",Slagelse,Slagelse Kommune,2011,9947.0,186917,2.0833333333333335,4.2,17.9,12.3,6.841252211646498
393,333008,6.6,6.5,330,55.430122,11.241421,4200,Stillinge Skole,Grundskoler,Folkeskoler,"(55.430122, 11.241421)",Slagelse,Slagelse Kommune,2011,9947.0,186917,2.0833333333333335,4.2,17.9,12.3,6.841252211646498
394,333011,6.1,6.0,330,55.4066212909937,11.386161080302,4200,Søndermarksskolen,Grundskoler,Folkeskoler,"(55.4066212909937, 11.386161080302)",Slagelse,Slagelse Kommune,2011,9947.0,186917,2.0833333333333335,4.2,17.9,12.3,6.841252211646498
395,333012,7.3,7.1,330,55.394484818032204,11.332691334646402,4200,Landsgrav Friskole,Grundskoler,Friskoler og private grundskoler,"(55.394484818032204, 11.332691334646402)",Slagelse,Slagelse Kommune,2011,9947.0,186917,2.0833333333333335,4.2,17.9,12.3,6.841252211646498
396,333015,6.3,6.2,330,55.392905729937496,11.356366094892099,4200,Antvorskov Skole,Grundskoler,Folkeskoler,"(55.392905729937496, 11.356366094892099)",Slagelse,Slagelse Kommune,2011,9947.0,186917,2.0833333333333335,4.2,17.9,12.3,6.841252211646498
397,313007,6.5,6.3,320,55.3156259496872,11.966999663573699,4690,Haslev Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.3156259496872, 11.966999663573699)",Haslev,Faxe Kommune,2011,9866.0,191067,1.5250000000000001,3.2,13.0,13.6,2.502092762588499
398,315011,7.6,7.3,316,55.7110183393565,11.706754544376302,4300,Holbæk Private Realskole,Grundskoler,Friskoler og private grundskoler,"(55.7110183393565, 11.706754544376302)",Holbæk,Holbæk Kommune,2011,11391.0,195562,1.416666666666667,4.0,15.8,13.7,5.637227571769259
399,315012,7.6,7.3,316,55.700959946858795,11.672676331164801,4300,Stenhus Kostskole,Grundskoler,Friskoler og private grundskoler,"(55.700959946858795, 11.672676331164801)",Holbæk,Holbæk Kommune,2011,11391.0,195562,1.416666666666667,4.0,15.8,13.7,5.637227571769259
400,315013,7.5,7.1,316,55.71234957849521,11.7474491508205,4300,Andreasskolen,Grundskoler,Friskoler og private grundskoler,"(55.71234957849521, 11.7474491508205)",Holbæk,Holbæk Kommune,2011,11391.0,195562,1.416666666666667,4.0,15.8,13.7,5.637227571769259
401,317001,5.8,5.7,326,55.6108088448393,11.229902731240802,4490,Hvidebækskolen,Grundskoler,Folkeskoler,"(55.6108088448393, 11.229902731240802)",Jerslev Sjælland,Kalundborg Kommune,2011,,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
402,317006,5.2,5.8,326,55.62091556516279,11.2075293333314,4490,Friskolen og Idrætsefterskolen Ubby,Grundskoler,Friskoler og private grundskoler,"(55.62091556516279, 11.2075293333314)",Jerslev Sjælland,Kalundborg Kommune,2011,,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
403,317300,5.5,6.2,326,55.62091556516279,11.2075293333314,4490,Friskolen og Idrætsefterskolen Ubby,Efterskoler,Efterskoler,"(55.62091556516279, 11.2075293333314)",Jerslev Sjælland,Kalundborg Kommune,2011,,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
404,319002,5.9,6.1,326,55.509568452254,11.2970228487905,4270,Høng Skole,Grundskoler,Folkeskoler,"(55.509568452254, 11.2970228487905)",Høng,Kalundborg Kommune,2011,7795.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
405,319007,6.5,6.7,326,55.5111757505678,11.2888197723704,4270,Høng Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.5111757505678, 11.2888197723704)",Høng,Kalundborg Kommune,2011,7795.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
406,319010,7.1,6.9,326,55.5449604258636,11.3009785862,4270,Sæby-Hallenslev Friskole,Grundskoler,Friskoler og private grundskoler,"(55.5449604258636, 11.3009785862)",Høng,Kalundborg Kommune,2011,7795.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
407,319300,6.1,6.4,326,55.5150276130037,11.2813408761444,4270,Høng Efterskole,Efterskoler,Efterskoler,"(55.5150276130037, 11.2813408761444)",Høng,Kalundborg Kommune,2011,7795.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
408,323001,6.9,6.7,326,55.7014929464505,11.040608060960698,4400,Nyrupskolen,Grundskoler,Folkeskoler,"(55.7014929464505, 11.040608060960698)",Kalundborg,Kalundborg Kommune,2011,9632.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
409,323003,4.8,5.4,326,55.6794940894023,11.106600812542501,4400,Rynkevangskolen,Grundskoler,Folkeskoler,"(55.6794940894023, 11.106600812542501)",Kalundborg,Kalundborg Kommune,2011,9632.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
410,323010,7.2,7.0,326,55.6920371975583,11.153949293597,4400,Tømmerup Fri- og Efterskole,Grundskoler,Friskoler og private grundskoler,"(55.6920371975583, 11.153949293597)",Kalundborg,Kalundborg Kommune,2011,9632.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
411,323013,7.6,7.2,326,55.66964335118179,11.111731667315901,4400,Kalundborg Friskole,Grundskoler,Friskoler og private grundskoler,"(55.66964335118179, 11.111731667315901)",Kalundborg,Kalundborg Kommune,2011,9632.0,189511,1.5083333333333335,3.5,16.0,15.2,3.4055411502888995
