,institutionsnummer,Karakter,Soc_ref,beliggenhedskommunenr,lat,lon,postnr,navn,institutionstype2,institutionstype3,coordinates
27,101053,7.6,7.8,101,55.6532315899916,12.628020114748399,2300,Skolen ved Sundet,Grundskoler,Folkeskoler,"(55.6532315899916, 12.628020114748399)"
28,101058,7.0,6.8,101,55.664994202965495,12.613406966616399,2300,Lergravsparkens Skole,Grundskoler,Folkeskoler,"(55.664994202965495, 12.613406966616399)"
29,101059,7.1,7.3,101,55.6629241401929,12.583199412125799,2300,Skolen på Islands Brygge,Grundskoler,Folkeskoler,"(55.6629241401929, 12.583199412125799)"
30,101060,5.9,6.0,101,55.655356332401894,12.596598560878999,2300,Peder Lykke Skolen,Grundskoler,Folkeskoler,"(55.655356332401894, 12.596598560878999)"
31,101062,7.5,6.8,101,55.6578964166001,12.5356498902901,2450,Bavnehøj Skole,Grundskoler,Folkeskoler,"(55.6578964166001, 12.5356498902901)"
32,101063,6.0,5.8,101,55.6510747055513,12.531610607486801,2450,Ellebjerg Skole,Grundskoler,Folkeskoler,"(55.6510747055513, 12.531610607486801)"
33,101064,6.8,7.2,101,55.6664515798549,12.5449517678894,1670,Tove Ditlevsens Skole,Grundskoler,Folkeskoler,"(55.6664515798549, 12.5449517678894)"
34,101069,7.2,7.3,101,55.667596755247494,12.550323216110101,1663,Oehlenschlægersgades Skole,Grundskoler,Folkeskoler,"(55.667596755247494, 12.550323216110101)"
35,101070,7.1,7.6,101,55.666652912372896,12.486321625850401,2500,Hanssted Skole,Grundskoler,Folkeskoler,"(55.666652912372896, 12.486321625850401)"
36,101071,6.5,6.5,101,55.649156789376605,12.501983122535801,2500,Kirsebærhavens Skole,Grundskoler,Folkeskoler,"(55.649156789376605, 12.501983122535801)"
37,101072,6.4,6.0,101,55.6601006734379,12.484063677139199,2500,Lykkebo Skole,Grundskoler,Folkeskoler,"(55.6601006734379, 12.484063677139199)"
38,101074,6.3,6.5,101,55.6651536990499,12.509108238038301,2500,Valby Skole,Grundskoler,Folkeskoler,"(55.6651536990499, 12.509108238038301)"
39,101075,6.6,6.5,101,55.661452474609604,12.5080916879191,2500,Vigerslev Allés Skole,Grundskoler,Folkeskoler,"(55.661452474609604, 12.5080916879191)"
40,101076,5.3,6.1,101,55.6700885940723,12.495058522832698,2500,Ålholm Skole,Grundskoler,Folkeskoler,"(55.6700885940723, 12.495058522832698)"
41,101078,7.5,7.6,101,55.7222505426711,12.5577468810455,2100,Carolineskolen,Grundskoler,Friskoler og private grundskoler,"(55.7222505426711, 12.5577468810455)"
42,101079,8.1,8.2,101,55.6732833108904,12.593893093146301,1420,Christianshavns Døttreskole,Grundskoler,Friskoler og private grundskoler,"(55.6732833108904, 12.593893093146301)"
43,101080,6.7,6.2,101,55.683976258937996,12.5667857706436,1364,Det Kgl Vaisenhus Skole,Grundskoler,Friskoler og private grundskoler,"(55.683976258937996, 12.5667857706436)"
44,101081,8.6,8.2,101,55.6941915753893,12.582307786777198,2100,Institut Sankt Joseph,Grundskoler,Friskoler og private grundskoler,"(55.6941915753893, 12.582307786777198)"
45,101082,7.1,7.1,101,55.68824371888821,12.5593533207393,2200,Sankt Ansgars Skole,Grundskoler,Friskoler og private grundskoler,"(55.68824371888821, 12.5593533207393)"
46,101083,9.6,8.7,101,55.689790970187595,12.5755962794031,2100,Krebs' Skole,Grundskoler,Friskoler og private grundskoler,"(55.689790970187595, 12.5755962794031)"
47,101084,7.2,7.1,101,55.653833385258295,12.6071414814094,2300,Sankt Annæ Skole,Grundskoler,Friskoler og private grundskoler,"(55.653833385258295, 12.6071414814094)"
48,101086,7.6,8.1,101,55.6941743205278,12.576322905164199,2100,Bordings Friskole,Grundskoler,Friskoler og private grundskoler,"(55.6941743205278, 12.576322905164199)"
49,101088,8.8,8.5,101,55.6827235384127,12.569256361673999,1361,N. Zahles Seminarieskole,Grundskoler,Friskoler og private grundskoler,"(55.6827235384127, 12.569256361673999)"
50,101089,8.2,8.2,101,55.6797379385099,12.569634084038999,1451,Sankt Petri Skole,Grundskoler,Friskoler og private grundskoler,"(55.6797379385099, 12.569634084038999)"
51,101091,8.4,8.2,101,55.6624030145113,12.6318796858562,2300,"Hovedstadens Privatskole, Filipskolen",Grundskoler,Friskoler og private grundskoler,"(55.6624030145113, 12.6318796858562)"
52,101092,6.8,7.1,101,55.6513244813005,12.6173567016551,2300,Amager Lille Skole,Grundskoler,Friskoler og private grundskoler,"(55.6513244813005, 12.6173567016551)"
53,101111,7.3,7.8,101,55.6581068147651,12.5058890928141,2500,Byens Skole,Grundskoler,Friskoler og private grundskoler,"(55.6581068147651, 12.5058890928141)"
54,101127,8.9,8.3,101,55.6905667947849,12.5757787098614,2100,Øbro Fri Skole,Grundskoler,Friskoler og private grundskoler,"(55.6905667947849, 12.5757787098614)"
55,101129,7.8,7.2,101,55.6490176110893,12.634056163366198,2300,Landsbyskolen,Grundskoler,Friskoler og private grundskoler,"(55.6490176110893, 12.634056163366198)"
56,101132,7.3,7.5,101,55.694188850303796,12.551259126975,2200,Nørrebro Lilleskole,Grundskoler,Friskoler og private grundskoler,"(55.694188850303796, 12.551259126975)"
57,101133,7.0,7.5,101,55.6660022996429,12.5064141973877,2500,Freinet-Skolen,Grundskoler,Friskoler og private grundskoler,"(55.6660022996429, 12.5064141973877)"
58,101135,9.1,8.5,101,55.682171211756604,12.4880983225825,2720,Vanløse Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.682171211756604, 12.4880983225825)"
59,101138,5.5,5.8,101,55.7184703801835,12.544362399661301,2100,Lundehusskolen,Grundskoler,Folkeskoler,"(55.7184703801835, 12.544362399661301)"
60,101140,7.1,7.7,101,55.657277,12.51978288,2500,Trekronergade Freinetskole,Grundskoler,Friskoler og private grundskoler,"(55.657277, 12.51978288)"
61,101149,8.1,7.0,101,55.69039923,12.56165569,2200,DIA Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.69039923, 12.56165569)"
62,101151,6.7,6.7,101,55.716494287455504,12.5733199878141,2100,Kildevældsskolen,Grundskoler,Folkeskoler,"(55.716494287455504, 12.5733199878141)"
63,101152,8.7,8.3,101,55.7213912573883,12.5586640107915,2100,Bjørns Internationale Skole,Grundskoler,Friskoler og private grundskoler,"(55.7213912573883, 12.5586640107915)"
64,101153,9.1,8.5,101,55.700287411550995,12.5785481531163,2100,Ingrid Jespersens Gymnasieskole,Grundskoler,Friskoler og private grundskoler,"(55.700287411550995, 12.5785481531163)"
65,101154,7.9,8.2,101,55.70812777276301,12.5670547038203,2100,Niels Steensens Gymnasium,Grundskoler,Friskoler og private grundskoler,"(55.70812777276301, 12.5670547038203)"
66,101155,8.9,8.5,101,55.682456904809705,12.569828766514402,1358,N. Zahles Gymnasieskole,Grundskoler,Friskoler og private grundskoler,"(55.682456904809705, 12.569828766514402)"
67,101157,7.5,7.8,101,55.6977329321241,12.577207980257,2100,Sortedamskolen,Grundskoler,Folkeskoler,"(55.6977329321241, 12.577207980257)"
68,101158,8.5,8.0,101,55.656084053320505,12.5258455390821,2500,Sankt Annæ Gymnasiums Grundskole,Grundskoler,Folkeskoler,"(55.656084053320505, 12.5258455390821)"
69,101162,7.9,7.5,101,55.6591591982375,12.501859125616699,2500,Kildeskolen,Grundskoler,Friskoler og private grundskoler,"(55.6591591982375, 12.501859125616699)"
70,101163,6.0,5.9,101,55.648067833665294,12.6347715795188,2300,Amager's International School,Grundskoler,Friskoler og private grundskoler,"(55.648067833665294, 12.6347715795188)"
71,101169,5.8,5.9,101,55.6961895927436,12.4813493360965,2720,Jinnah International School,Grundskoler,Friskoler og private grundskoler,"(55.6961895927436, 12.4813493360965)"
72,101170,7.1,7.5,101,55.6925081,12.55873945,2200,Det Frie Gymnasiums Grundskole,Grundskoler,Friskoler og private grundskoler,"(55.6925081, 12.55873945)"
73,101172,7.6,6.6,101,55.6875406075802,12.4871951099964,2720,Ahi International School,Grundskoler,Friskoler og private grundskoler,"(55.6875406075802, 12.4871951099964)"
74,101174,6.1,6.1,101,55.662116959338796,12.596477457471002,2300,Amager Fælled Skole,Grundskoler,Folkeskoler,"(55.662116959338796, 12.596477457471002)"
75,101175,6.9,7.6,101,55.699606211108396,12.586741262849099,2100,Langelinieskolen,Grundskoler,Folkeskoler,"(55.699606211108396, 12.586741262849099)"
76,101178,4.9,5.5,101,55.702232763199206,12.5358365040029,2400,Lygten Skole,Grundskoler,Friskoler og private grundskoler,"(55.702232763199206, 12.5358365040029)"
77,101180,7.6,7.2,101,55.6503931524827,12.5224910365209,2450,Al Hikma Skolen,Grundskoler,Friskoler og private grundskoler,"(55.6503931524827, 12.5224910365209)"
78,101181,6.0,5.9,101,55.649476960703495,12.522663050445,2450,Hay Skolen,Grundskoler,Friskoler og private grundskoler,"(55.649476960703495, 12.522663050445)"
79,101184,7.3,6.5,101,55.6985444983091,12.5306831759221,2400,Sjællands Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.6985444983091, 12.5306831759221)"
80,101185,8.1,7.9,101,55.673601795546105,12.556696319725999,1616,Mariendal Friskole,Grundskoler,Friskoler og private grundskoler,"(55.673601795546105, 12.556696319725999)"
81,101188,6.1,6.2,101,55.6742769940967,12.5593781673688,1610,Copenhagen City School,Grundskoler,Friskoler og private grundskoler,"(55.6742769940967, 12.5593781673688)"
82,101189,6.3,6.0,101,55.700219411937596,12.5313160036462,2400,Al-Huda Skolen,Grundskoler,Friskoler og private grundskoler,"(55.700219411937596, 12.5313160036462)"
83,101191,6.7,7.2,101,55.670587132229606,12.5483968790286,1665,Børneuniversitetet på Vesterbro,Grundskoler,Friskoler og private grundskoler,"(55.670587132229606, 12.5483968790286)"
84,101303,6.5,6.7,101,55.64798298,12.51135312,2450,Københavns Idrætsefterskole,Efterskoler,Efterskoler,"(55.64798298, 12.51135312)"
85,101516,7.1,6.8,101,55.7058615957497,12.526234665517899,2400,Al Quds Skole,Grundskoler,Friskoler og private grundskoler,"(55.7058615957497, 12.526234665517899)"
86,101526,6.1,5.9,101,55.7009690047132,12.5360630242783,2400,Al-Hilal Skolen,Grundskoler,Friskoler og private grundskoler,"(55.7009690047132, 12.5360630242783)"
87,101537,8.1,8.2,101,55.702980383559996,12.5818726356956,2100,Heibergskolen,Grundskoler,Folkeskoler,"(55.702980383559996, 12.5818726356956)"
88,101540,7.2,7.4,101,55.7112670082224,12.5198615632974,2400,Utterslev Skole,Grundskoler,Folkeskoler,"(55.7112670082224, 12.5198615632974)"
89,101572,5.9,6.1,101,55.665355077993496,12.5405775825191,1762,Vesterbro Ny Skole,Grundskoler,Folkeskoler,"(55.665355077993496, 12.5405775825191)"
90,101581,7.2,6.3,101,55.7081414456415,12.5244217779389,2400,Nord-Vest Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7081414456415, 12.5244217779389)"
91,101584,7.7,6.7,101,55.704287539637896,12.5516780889201,2200,Iqra Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.704287539637896, 12.5516780889201)"
92,101585,8.7,8.2,101,55.653272624971294,12.5894188886489,2300,Ørestad Friskole,Grundskoler,Friskoler og private grundskoler,"(55.653272624971294, 12.5894188886489)"
93,101586,7.4,7.5,101,55.6701424957163,12.5575471061709,1656,Gasværksvejens Skole,Grundskoler,Folkeskoler,"(55.6701424957163, 12.5575471061709)"
94,101593,6.6,6.1,101,55.6586888580178,12.503183558078199,2500,Salix Skole,Grundskoler,Friskoler og private grundskoler,"(55.6586888580178, 12.503183558078199)"
95,147002,7.1,7.1,147,55.68051208955811,12.508862159228402,2000,Lindevangskolen,Grundskoler,Folkeskoler,"(55.68051208955811, 12.508862159228402)"
96,147006,7.6,7.7,147,55.6746004791887,12.5034642455995,2000,Søndermarkskolen,Grundskoler,Folkeskoler,"(55.6746004791887, 12.5034642455995)"
97,147007,8.7,8.1,147,55.6911252121039,12.5285771073539,2000,Skolen på Duevej,Grundskoler,Folkeskoler,"(55.6911252121039, 12.5285771073539)"
98,147008,7.0,7.5,147,55.682698963037005,12.5467685327793,1962,Skolen ved Bulowsvej,Grundskoler,Folkeskoler,"(55.682698963037005, 12.5467685327793)"
99,147010,7.1,7.7,147,55.6845664304581,12.518391115382302,2000,Skolen på La Cours Vej,Grundskoler,Folkeskoler,"(55.6845664304581, 12.518391115382302)"
100,147012,7.7,7.6,147,55.68282151345839,12.530571684591902,2000,Skolen på Nyelandsvej,Grundskoler,Folkeskoler,"(55.68282151345839, 12.530571684591902)"
101,147017,8.2,8.1,147,55.671246721619205,12.5369104563961,1812,Frederik Barfods Skole,Grundskoler,Friskoler og private grundskoler,"(55.671246721619205, 12.5369104563961)"
102,147018,8.3,8.1,147,55.675851755748994,12.5471771275627,1902,Kaptajn Johnsens Skole,Grundskoler,Friskoler og private grundskoler,"(55.675851755748994, 12.5471771275627)"
103,147033,9.1,8.4,147,55.681236833428,12.546755236010098,1961,Jakobskolen,Grundskoler,Friskoler og private grundskoler,"(55.681236833428, 12.546755236010098)"
104,147034,8.0,8.2,147,55.6750414547389,12.5018751828903,2000,Johannesskolen,Grundskoler,Friskoler og private grundskoler,"(55.6750414547389, 12.5018751828903)"
105,147044,8.3,8.1,147,55.6758807591376,12.5375665568862,1855,Ny Hollænderskolen,Grundskoler,Folkeskoler,"(55.6758807591376, 12.5375665568862)"
106,147051,6.5,7.3,147,55.6800885506188,12.4980944246467,2000,Tre Falke Skolen,Grundskoler,Folkeskoler,"(55.6800885506188, 12.4980944246467)"
107,147052,8.1,8.1,147,55.677842916841094,12.552764377293,1911,Skolen ved Søerne,Grundskoler,Folkeskoler,"(55.677842916841094, 12.552764377293)"
108,151003,7.3,6.8,151,55.7203335714025,12.357771179391198,2750,Hedegårdsskolen,Grundskoler,Folkeskoler,"(55.7203335714025, 12.357771179391198)"
109,151014,7.9,7.9,151,55.7559919816893,12.3885705257075,2750,Hareskovens Lilleskole,Grundskoler,Friskoler og private grundskoler,"(55.7559919816893, 12.3885705257075)"
110,151018,7.1,7.2,151,55.755656268291,12.3456160200617,2750,Ballerup Ny Skole,Grundskoler,Friskoler og private grundskoler,"(55.755656268291, 12.3456160200617)"
111,151021,8.1,8.1,151,55.7290135950334,12.3996855613566,2740,Thomasskolen,Grundskoler,Friskoler og private grundskoler,"(55.7290135950334, 12.3996855613566)"
112,151024,4.0,3.8,151,55.725501341729405,12.385201363799,2750,Unge2-projektet,Grundskoler,Folkeskoler,"(55.725501341729405, 12.385201363799)"
113,153018,6.0,6.3,153,55.6611531699036,12.4458384331742,2605,Brøndbyøster Skole,Grundskoler,Folkeskoler,"(55.6611531699036, 12.4458384331742)"
114,153019,6.8,6.6,153,55.6454844020148,12.412521578141199,2605,Brøndbyvester Skole,Grundskoler,Folkeskoler,"(55.6454844020148, 12.412521578141199)"
115,153020,5.5,5.8,153,55.62671577165,12.399406281910998,2660,Brøndby Strand Skole,Grundskoler,Folkeskoler,"(55.62671577165, 12.399406281910998)"
116,153300,6.7,6.8,153,55.651100787155,12.416114664517698,2605,Brøndby Idrætsefterskole,Efterskoler,Efterskoler,"(55.651100787155, 12.416114664517698)"
117,157001,7.1,7.4,157,55.746338784715604,12.5254548613061,2820,Bakkegårdsskolen,Grundskoler,Folkeskoler,"(55.746338784715604, 12.5254548613061)"
118,157002,8.2,8.4,157,55.732721547659395,12.538941861696,2900,Dyssegårdsskolen,Grundskoler,Folkeskoler,"(55.732721547659395, 12.538941861696)"
119,157003,8.4,8.5,157,55.74292091139439,12.5472343852408,2820,Gentofte Skole,Grundskoler,Folkeskoler,"(55.74292091139439, 12.5472343852408)"
120,157005,7.4,7.9,157,55.743843398737106,12.5695996286044,2900,Maglegårdsskolen,Grundskoler,Folkeskoler,"(55.743843398737106, 12.5695996286044)"
121,157007,7.9,7.9,157,55.735239486886606,12.5221092224845,2870,Munkegårdsskolen,Grundskoler,Folkeskoler,"(55.735239486886606, 12.5221092224845)"
122,157008,8.1,8.3,157,55.75716845470429,12.5730596968714,2920,Ordrup Skole,Grundskoler,Folkeskoler,"(55.75716845470429, 12.5730596968714)"
123,157009,8.6,8.4,157,55.7663991369269,12.568533380073301,2920,Skovgårdsskolen,Grundskoler,Folkeskoler,"(55.7663991369269, 12.568533380073301)"
124,157010,8.7,8.4,157,55.762157472933204,12.5936915236921,2920,Skovshoved Skole,Grundskoler,Folkeskoler,"(55.762157472933204, 12.5936915236921)"
125,157011,8.6,8.4,157,55.7550860005017,12.5304733848264,2820,Tjørnegårdsskolen,Grundskoler,Folkeskoler,"(55.7550860005017, 12.5304733848264)"
126,157012,9.4,8.8,157,55.73910769629929,12.5669140263643,2900,Tranegårdskolen,Grundskoler,Folkeskoler,"(55.73910769629929, 12.5669140263643)"
127,157013,7.8,8.2,157,55.731595591434605,12.572899003906699,2900,Bernadotteskolen,Grundskoler,Friskoler og private grundskoler,"(55.731595591434605, 12.572899003906699)"
128,157015,8.2,8.3,157,55.7453905190408,12.5222293790523,2820,Busses Skole,Grundskoler,Friskoler og private grundskoler,"(55.7453905190408, 12.5222293790523)"
129,157018,8.3,8.1,157,55.7306171223294,12.556169768246699,2900,Rygaards Skole,Grundskoler,Friskoler og private grundskoler,"(55.7306171223294, 12.556169768246699)"
130,157019,9.1,8.7,157,55.7619851557617,12.572465029091498,2920,Sct. Joseph Søstrenes Skole S/I,Grundskoler,Friskoler og private grundskoler,"(55.7619851557617, 12.572465029091498)"
131,157040,8.6,8.3,157,55.7372635227296,12.543253844680299,2900,Kildegård Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7372635227296, 12.543253844680299)"
132,157047,8.6,8.2,157,55.7236650042573,12.581017592425198,2900,Hellerup Skole,Grundskoler,Folkeskoler,"(55.7236650042573, 12.581017592425198)"
133,159001,8.2,7.9,159,55.758827208452395,12.4607614067399,2880,Bagsværd Skole,Grundskoler,Folkeskoler,"(55.758827208452395, 12.4607614067399)"
134,159002,7.8,7.5,159,55.741713479950896,12.503414678307399,2860,Buddinge Skole,Grundskoler,Folkeskoler,"(55.741713479950896, 12.503414678307399)"
135,159004,7.4,7.1,159,55.7240986944238,12.478079623503401,2860,Enghavegård Skole,Grundskoler,Folkeskoler,"(55.7240986944238, 12.478079623503401)"
136,159005,7.2,6.9,159,55.745215976875,12.4718871081832,2860,Gladsaxe Skole,Grundskoler,Folkeskoler,"(55.745215976875, 12.4718871081832)"
137,159006,7.2,7.6,159,55.7278027304859,12.496681725799,2860,Grønnemose Skole,Grundskoler,Folkeskoler,"(55.7278027304859, 12.496681725799)"
138,159008,6.2,6.5,159,55.7238337894305,12.4692452675245,2860,Mørkhøj Skole,Grundskoler,Folkeskoler,"(55.7238337894305, 12.4692452675245)"
139,159009,7.4,7.7,159,55.7570467409232,12.47499439421,2800,Stengård Skole,Grundskoler,Folkeskoler,"(55.7570467409232, 12.47499439421)"
140,159010,7.3,7.3,159,55.734704956102895,12.512006236565199,2860,Søborg Skole,Grundskoler,Folkeskoler,"(55.734704956102895, 12.512006236565199)"
141,159012,7.0,7.0,159,55.750637447633295,12.488731354247902,2860,Vadgård Skole,Grundskoler,Folkeskoler,"(55.750637447633295, 12.488731354247902)"
142,159013,6.7,6.5,159,55.75815690894879,12.4320118999691,2880,Skovbrynet skole,Grundskoler,Folkeskoler,"(55.75815690894879, 12.4320118999691)"
143,159015,7.4,7.7,159,55.7559652866213,12.478923456996801,2800,Den Lille Skole,Grundskoler,Friskoler og private grundskoler,"(55.7559652866213, 12.478923456996801)"
144,159016,7.7,7.6,159,55.7472789654757,12.488778974389698,2860,Kvikmarkens Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7472789654757, 12.488778974389698)"
145,159017,7.6,7.7,159,55.7550438739549,12.482933711823799,2800,Gladsaxe Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7550438739549, 12.482933711823799)"
146,159018,7.8,8.3,159,55.76653145632171,12.4458813493211,2880,Bagsværd Friskole (Hanna-Skolen),Grundskoler,Friskoler og private grundskoler,"(55.76653145632171, 12.4458813493211)"
147,159034,9.0,8.3,159,55.7645171589758,12.4513673341681,2880,Bagsværd Gymnasiums Grundskole,Grundskoler,Friskoler og private grundskoler,"(55.7645171589758, 12.4513673341681)"
149,163001,7.5,7.2,163,55.7325453737241,12.4250623069057,2730,Lindehøjskolen,Grundskoler,Folkeskoler,"(55.7325453737241, 12.4250623069057)"
150,163004,7.0,7.0,163,55.7231864029724,12.431585685153301,2730,Herlev byskole,Grundskoler,Folkeskoler,"(55.7231864029724, 12.431585685153301)"
151,163006,5.4,6.3,163,55.742352607168506,12.4252745333986,2730,Kildegårdskolen,Grundskoler,Folkeskoler,"(55.742352607168506, 12.4252745333986)"
152,163009,9.1,8.4,163,55.7427475227567,12.4124071641936,2730,Herlev Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7427475227567, 12.4124071641936)"
153,165001,6.5,6.6,165,55.66943335244739,12.328888885097802,2620,Egelundskolen,Grundskoler,Folkeskoler,"(55.66943335244739, 12.328888885097802)"
154,165011,7.5,7.6,165,55.6881228188889,12.371353008461499,2620,Albertslund Lille Skole,Grundskoler,Friskoler og private grundskoler,"(55.6881228188889, 12.371353008461499)"
155,165019,7.0,7.1,165,55.675417655404,12.364225031528498,2620,Herstedøster Skole,Grundskoler,Folkeskoler,"(55.675417655404, 12.364225031528498)"
156,165020,6.2,6.5,165,55.669517969190906,12.340694335379801,2620,Herstedvester Skole,Grundskoler,Folkeskoler,"(55.669517969190906, 12.340694335379801)"
157,167001,7.1,7.0,167,55.6311810602445,12.4841329252436,2650,Dansborgskolen,Grundskoler,Folkeskoler,"(55.6311810602445, 12.4841329252436)"
158,167002,5.8,6.3,167,55.6433114177557,12.468120746085999,2650,Gungehusskolen,Grundskoler,Folkeskoler,"(55.6433114177557, 12.468120746085999)"
159,167003,7.2,7.2,167,55.66195314,12.47052361,2650,Holmegårdsskolen,Grundskoler,Folkeskoler,"(55.66195314, 12.47052361)"
160,167004,7.1,7.2,167,55.6204569356775,12.490627071194801,2650,Langhøjskolen,Grundskoler,Folkeskoler,"(55.6204569356775, 12.490627071194801)"
161,167005,7.2,7.0,167,55.654091625855706,12.4664491882175,2650,Præstemoseskolen,Grundskoler,Folkeskoler,"(55.654091625855706, 12.4664491882175)"
162,167006,7.1,7.3,167,55.6407471246687,12.4873004457131,2650,Risbjergskolen,Grundskoler,Folkeskoler,"(55.6407471246687, 12.4873004457131)"
163,167008,6.0,6.1,167,55.6264179955171,12.479995820792,2650,Engstrandskolen,Grundskoler,Folkeskoler,"(55.6264179955171, 12.479995820792)"
164,167009,6.1,6.2,167,55.632409620407,12.4555847241502,2650,Avedøre Skole,Grundskoler,Folkeskoler,"(55.632409620407, 12.4555847241502)"
165,167011,7.2,6.7,167,55.6261883451147,12.4640415150324,2650,Frydenhøjskolen,Grundskoler,Folkeskoler,"(55.6261883451147, 12.4640415150324)"
166,167013,8.0,7.2,167,55.650403946326506,12.4800361797688,2650,Esajasskolen,Grundskoler,Friskoler og private grundskoler,"(55.650403946326506, 12.4800361797688)"
167,169001,7.8,7.4,169,55.6613364111666,12.179226813380101,2640,Fløng Skole,Grundskoler,Folkeskoler,"(55.6613364111666, 12.179226813380101)"
169,169007,6.5,6.5,169,55.644704412100104,12.2983253792481,2630,Borgerskolen,Grundskoler,Folkeskoler,"(55.644704412100104, 12.2983253792481)"
