,institutionsnummer,Karakter,Soc_ref,beliggenhedskommunenr,lat,lon,postnr,navn,institutionstype2,institutionstype3,coordinates
314,257002,8.1,7.7,350,55.636872911971295,11.871472961501,4060,Kirke Saaby Skole,Grundskoler,Folkeskoler,"(55.636872911971295, 11.871472961501)"
315,257300,5.7,6.9,350,55.55212092485851,11.913839412607999,4330,Midtsjællands Efterskole,Efterskoler,Efterskoler,"(55.55212092485851, 11.913839412607999)"
316,259003,6.9,6.9,259,55.454089112568795,12.1644038868996,4600,Ellemarkskolen,Grundskoler,Folkeskoler,"(55.454089112568795, 12.1644038868996)"
317,259004,6.0,6.5,259,55.417457902192204,12.142482371001101,4681,Herfølge Skole,Grundskoler,Folkeskoler,"(55.417457902192204, 12.142482371001101)"
318,259005,5.9,6.1,259,55.5022072713651,12.1147631942322,4623,Højelse Skole,Grundskoler,Folkeskoler,"(55.5022072713651, 12.1147631942322)"
319,259006,6.1,6.2,259,55.4944172905885,12.176183864216402,4600,Kirstinedalsskolen,Grundskoler,Folkeskoler,"(55.4944172905885, 12.176183864216402)"
320,259008,7.7,7.1,259,55.446460503768606,12.1755736544339,4600,Søndre Skole,Grundskoler,Folkeskoler,"(55.446460503768606, 12.1755736544339)"
321,259011,6.3,6.8,259,55.43702315224421,12.153777246986499,4600,Hastrupskolen,Grundskoler,Folkeskoler,"(55.43702315224421, 12.153777246986499)"
322,259013,7.6,7.7,259,55.4279778822232,12.1817108981299,4600,Køge Lille Skole,Grundskoler,Friskoler og private grundskoler,"(55.4279778822232, 12.1817108981299)"
323,259015,7.4,6.7,259,55.403244459064595,12.137494003394,4681,Holmebækskolen,Grundskoler,Folkeskoler,"(55.403244459064595, 12.137494003394)"
324,259019,7.5,7.6,259,55.460455006627505,12.1829894833089,4600,Sct. Nicolai Skole,Grundskoler,Folkeskoler,"(55.460455006627505, 12.1829894833089)"
325,259020,7.6,7.4,259,55.40960971111,12.1455056137375,4681,Herfølge Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.40960971111, 12.1455056137375)"
326,259021,8.1,7.8,259,55.4227983578779,12.182897180778198,4600,Billesborgskolen,Grundskoler,Friskoler og private grundskoler,"(55.4227983578779, 12.182897180778198)"
327,259022,8.5,8.0,259,55.48018386790999,12.1766821740718,4600,Køge Private Realskole,Grundskoler,Friskoler og private grundskoler,"(55.48018386790999, 12.1766821740718)"
328,259025,7.6,6.9,259,55.4733813625629,12.1665716714055,4600,Asgård Skole,Grundskoler,Folkeskoler,"(55.4733813625629, 12.1665716714055)"
329,261001,8.4,8.1,350,55.60199066024529,11.964887639763901,4320,Allerslev Skole,Grundskoler,Folkeskoler,"(55.60199066024529, 11.964887639763901)"
330,261002,7.2,6.8,350,55.561996266852205,11.9627856571647,4320,Osted Skole,Grundskoler,Folkeskoler,"(55.561996266852205, 11.9627856571647)"
331,261004,6.4,6.9,350,55.6688310273594,11.9623111312214,4000,Trællerupskolen,Grundskoler,Folkeskoler,"(55.6688310273594, 11.9623111312214)"
333,263001,6.9,6.9,265,55.569202465641006,12.091540697949801,4621,Gadstrup Skole,Grundskoler,Folkeskoler,"(55.569202465641006, 12.091540697949801)"
334,263002,7.2,7.2,265,55.5471173866261,12.0317873435798,4130,Peder Syv Skolen,Grundskoler,Folkeskoler,"(55.5471173866261, 12.0317873435798)"
335,263003,7.5,7.7,265,55.561566981739794,12.025155262678,4130,Viby Friskole,Grundskoler,Friskoler og private grundskoler,"(55.561566981739794, 12.025155262678)"
336,263004,7.2,7.3,265,55.5556091472017,12.0175360164956,4130,Dåstrup Skole,Grundskoler,Folkeskoler,"(55.5556091472017, 12.0175360164956)"
337,265001,7.3,7.7,265,55.640121561156796,12.0740920661236,4000,Absalons Skole,Grundskoler,Folkeskoler,"(55.640121561156796, 12.0740920661236)"
338,265005,6.7,6.6,265,55.640933234109994,12.1016207213214,4000,Hedegårdenes Skole,Grundskoler,Folkeskoler,"(55.640933234109994, 12.1016207213214)"
339,265006,7.8,7.9,265,55.6594845896735,12.1037034385823,4000,Himmelev Skole,Grundskoler,Folkeskoler,"(55.6594845896735, 12.1037034385823)"
340,265007,8.5,8.0,265,55.64985971643121,12.0957308916958,4000,Klostermarksskolen,Grundskoler,Folkeskoler,"(55.64985971643121, 12.0957308916958)"
341,265008,7.5,7.4,265,55.6325366731635,12.0104845507574,4000,Lynghøjskolen,Grundskoler,Folkeskoler,"(55.6325366731635, 12.0104845507574)"
342,265010,7.0,7.3,265,55.6391148140523,12.062861597407698,4000,Sct. Jørgens Skole,Grundskoler,Folkeskoler,"(55.6391148140523, 12.062861597407698)"
343,265013,8.0,7.7,265,55.629513422244905,12.0964585107075,4000,Østervangsskolen,Grundskoler,Folkeskoler,"(55.629513422244905, 12.0964585107075)"
344,265015,7.0,7.4,265,55.6323180060445,12.0569871934356,4000,Tjørnegårdskolen,Grundskoler,Folkeskoler,"(55.6323180060445, 12.0569871934356)"
345,265017,8.6,8.1,265,55.642932978870704,12.0847040376776,4000,Roskilde Private Realskole,Grundskoler,Friskoler og private grundskoler,"(55.642932978870704, 12.0847040376776)"
346,265018,8.4,8.0,265,55.6459092900109,12.0970171480405,4000,Roskilde Private Skole,Grundskoler,Friskoler og private grundskoler,"(55.6459092900109, 12.0970171480405)"
347,265019,8.1,8.0,265,55.64435837875521,12.084221473750901,4000,Skt. Josefs Skole,Grundskoler,Friskoler og private grundskoler,"(55.64435837875521, 12.084221473750901)"
348,265032,8.3,8.1,265,55.6516828087228,12.1232873747319,4000,Trekronerskolen,Grundskoler,Folkeskoler,"(55.6516828087228, 12.1232873747319)"
350,267001,7.4,7.1,259,55.4507188534702,12.0343328617438,4632,Skovboskolen,Grundskoler,Folkeskoler,"(55.4507188534702, 12.0343328617438)"
351,267002,7.2,7.1,259,55.4985280438289,11.974807573638001,4140,Borup Skole,Grundskoler,Folkeskoler,"(55.4985280438289, 11.974807573638001)"
352,267003,7.6,7.2,259,55.4926759003305,12.0663506427093,4623,Ejby Skole,Grundskoler,Folkeskoler,"(55.4926759003305, 12.0663506427093)"
353,267005,7.1,6.9,259,55.460689092383795,12.056645616287598,4632,Vemmedrupskolen,Grundskoler,Folkeskoler,"(55.460689092383795, 12.056645616287598)"
354,267008,9.9,8.6,259,55.4899239125286,11.971681468588901,4140,Borup Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.4899239125286, 11.971681468588901)"
355,267300,6.5,7.1,259,55.4470743807749,11.956741402569099,4100,Skovbo Efterskole,Efterskoler,Efterskoler,"(55.4470743807749, 11.956741402569099)"
356,269001,6.9,7.1,269,55.5474108362534,12.129555089205198,4622,Havdrup Skole,Grundskoler,Folkeskoler,"(55.5474108362534, 12.129555089205198)"
357,269005,7.4,7.1,269,55.528193181575006,12.2106574568232,2680,Uglegårdsskolen,Grundskoler,Folkeskoler,"(55.528193181575006, 12.2106574568232)"
358,269006,8.6,8.1,269,55.5188200287204,12.2084739699324,2680,Sydkystens Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.5188200287204, 12.2084739699324)"
359,269007,7.5,7.3,269,55.540553716992704,12.217852838605198,2680,Munkekærskolen,Grundskoler,Folkeskoler,"(55.540553716992704, 12.217852838605198)"
360,269009,9.1,8.6,269,55.5365196699162,12.1885558225471,2680,Køge Bugt Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.5365196699162, 12.1885558225471)"
361,270002,7.0,7.0,270,56.0649028737457,12.1347947734203,3210,Sankt Helene Skole,Grundskoler,Folkeskoler,"(56.0649028737457, 12.1347947734203)"
362,271001,6.9,6.5,336,55.345358072885894,12.2384607008639,4652,Hotherskolen,Grundskoler,Folkeskoler,"(55.345358072885894, 12.2384607008639)"
363,271002,6.8,6.9,336,55.400752307354004,12.2625994728878,4671,Strøbyskolen,Grundskoler,Folkeskoler,"(55.400752307354004, 12.2625994728878)"
364,280038,5.7,6.3,320,55.272149664601095,12.243205264848699,4640,Spjellerup Friskole,Grundskoler,Friskoler og private grundskoler,"(55.272149664601095, 12.243205264848699)"
365,280039,4.9,5.1,217,56.0230526140208,12.561824665572601,3000,Helsingør Privatskole,Grundskoler,Friskoler og private grundskoler,"(56.0230526140208, 12.561824665572601)"
366,280043,6.2,6.2,813,57.275866726817796,10.354584758388699,9352,"Distrikt Syd, Hørby-Dybvad skoleafdeling",Grundskoler,Folkeskoler,"(57.275866726817796, 10.354584758388699)"
367,280047,7.4,7.4,101,55.6312367858568,12.5810236879328,2300,Ørestad Skole,Grundskoler,Folkeskoler,"(55.6312367858568, 12.5810236879328)"
368,280048,5.7,6.0,360,54.7733922320398,11.5083712300103,4930,"Distriktsskolen Øst, Borgerskoleafdelingen",Grundskoler,Folkeskoler,"(54.7733922320398, 11.5083712300103)"
369,280053,4.5,5.0,706,56.284068402419,10.5853801772889,8410,Feldballe Friskole,Grundskoler,Friskoler og private grundskoler,"(56.284068402419, 10.5853801772889)"
370,280055,7.1,6.9,306,55.88754437915879,11.6234432925248,4572,Nr. Asmindrup Friskole,Grundskoler,Friskoler og private grundskoler,"(55.88754437915879, 11.6234432925248)"
371,280106,5.3,5.7,165,55.659586672471,12.341494606912901,2620,Herstedlund Skole,Grundskoler,Folkeskoler,"(55.659586672471, 12.341494606912901)"
372,280113,6.8,7.1,479,55.0737552737478,10.6383485987165,5700,Nymarkskolen,Grundskoler,Folkeskoler,"(55.0737552737478, 10.6383485987165)"
373,280117,6.8,6.5,430,55.2295431578787,10.252286121863301,5672,Brobyskolerne,Grundskoler,Folkeskoler,"(55.2295431578787, 10.252286121863301)"
374,280118,6.4,6.2,370,55.30428536985471,11.542863098604698,4250,"Lille Næstved Skole, afd. Fuglebjerg",Grundskoler,Folkeskoler,"(55.30428536985471, 11.542863098604698)"
375,280119,7.9,7.6,210,55.9655019685026,12.4197359584993,3480,Fredensborg Skole,Grundskoler,Folkeskoler,"(55.9655019685026, 12.4197359584993)"
376,280120,8.0,7.9,210,55.9568276615038,12.5328880743607,3050,Humlebæk Skole,Grundskoler,Folkeskoler,"(55.9568276615038, 12.5328880743607)"
377,280121,8.0,7.5,210,55.9333170210966,12.501172604370199,2990,Nivå Skole,Grundskoler,Folkeskoler,"(55.9333170210966, 12.501172604370199)"
378,280122,6.7,6.7,210,55.9096863554127,12.489140462163599,2980,Kokkedal Skole,Grundskoler,Folkeskoler,"(55.9096863554127, 12.489140462163599)"
379,280135,7.6,7.4,479,55.074133645528796,10.448997895481499,5762,Vestermarkskolen,Grundskoler,Folkeskoler,"(55.074133645528796, 10.448997895481499)"
380,280136,6.8,6.8,479,55.132424622880706,10.5022666150997,5771,Issø-skolen,Grundskoler,Folkeskoler,"(55.132424622880706, 10.5022666150997)"
381,280137,7.4,7.1,479,55.152583961181094,10.708214257051901,5884,Stokkebækskolen,Grundskoler,Folkeskoler,"(55.152583961181094, 10.708214257051901)"
382,280138,8.1,7.6,479,55.095335622090204,10.6876733611968,5881,Skårup Skole,Grundskoler,Folkeskoler,"(55.095335622090204, 10.6876733611968)"
383,280139,7.4,7.3,479,55.040167411014004,10.6152332405109,5700,Tåsingeskolen,Grundskoler,Folkeskoler,"(55.040167411014004, 10.6152332405109)"
384,280140,7.1,7.2,370,55.3492093888418,11.8123528924806,4160,Tybjerg Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.3492093888418, 11.8123528924806)"
385,280161,5.6,5.8,820,56.9587267508212,9.354247577682,9670,Toppedalskolen,Grundskoler,Folkeskoler,"(56.9587267508212, 9.354247577682)"
386,280163,7.5,7.6,219,55.940604907469904,12.2661680154197,3400,Hillerød Vest Skolen,Grundskoler,Folkeskoler,"(55.940604907469904, 12.2661680154197)"
387,280164,6.3,6.9,219,55.94103818057901,12.334818246366801,3400,Grønnevang skole,Grundskoler,Folkeskoler,"(55.94103818057901, 12.334818246366801)"
388,280165,7.6,7.7,219,55.8886257344215,12.287154944449698,3400,Hanebjerg Skole,Grundskoler,Folkeskoler,"(55.8886257344215, 12.287154944449698)"
389,280166,7.0,7.0,219,55.910731865883,12.1555885046992,3320,Kornmarkskolen,Grundskoler,Folkeskoler,"(55.910731865883, 12.1555885046992)"
390,280168,5.9,6.3,370,55.219438822244605,11.7660189603385,4700,"Kobberbakkeskolen, afd. Sjølund",Grundskoler,Folkeskoler,"(55.219438822244605, 11.7660189603385)"
391,280186,7.7,7.6,155,55.595554994484104,12.6372393011621,2791,St. Magleby Skole,Grundskoler,Folkeskoler,"(55.595554994484104, 12.6372393011621)"
392,280187,7.3,7.5,155,55.59360699999999,12.669817,2791,Dragør Skole,Grundskoler,Folkeskoler,"(55.59360699999999, 12.669817)"
393,280189,6.3,6.6,575,55.482036801275704,9.01940415316144,6650,Brørupskolen,Grundskoler,Folkeskoler,"(55.482036801275704, 9.01940415316144)"
394,280197,5.2,6.0,260,55.9863016853186,12.014365345791699,3300,Frederiksværk Skole,Grundskoler,Folkeskoler,"(55.9863016853186, 12.014365345791699)"
395,280198,6.2,6.9,260,55.956682499800394,11.8553042626664,3390,Hundested Skole,Grundskoler,Folkeskoler,"(55.956682499800394, 11.8553042626664)"
396,280200,6.6,6.6,306,55.9243787086283,11.6685056957796,4500,Nordskolen - afdeling Nykøbing,Grundskoler,Folkeskoler,"(55.9243787086283, 11.6685056957796)"
397,280207,7.8,7.8,860,57.46046219264421,9.869841401433519,9800,Friskolen Skallerup,Grundskoler,Friskoler og private grundskoler,"(57.46046219264421, 9.869841401433519)"
398,280208,6.8,6.8,580,54.893633935486406,9.44056162509993,6340,Grænseegnens Friskole,Grundskoler,Friskoler og private grundskoler,"(54.893633935486406, 9.44056162509993)"
399,280210,6.0,6.1,376,54.74283505714929,11.959542377034099,4872,Idestrup Privatskole,Grundskoler,Friskoler og private grundskoler,"(54.74283505714929, 11.959542377034099)"
400,280211,6.9,6.9,860,57.4591325016399,10.2412502012554,9870,Sindal Privatskole,Grundskoler,Friskoler og private grundskoler,"(57.4591325016399, 10.2412502012554)"
401,280212,7.0,7.0,849,57.3131327832319,9.714235977400289,9480,Ingstrup Trivselsskole,Grundskoler,Friskoler og private grundskoler,"(57.3131327832319, 9.714235977400289)"
402,280216,3.6,4.1,461,55.4414432381569,10.371076210406699,5270,Roser Skole,Grundskoler,Friskoler og private grundskoler,"(55.4414432381569, 10.371076210406699)"
403,280218,7.7,7.4,621,55.3535831854593,9.357460458510161,6070,Stepping Friskole,Grundskoler,Friskoler og private grundskoler,"(55.3535831854593, 9.357460458510161)"
404,280221,5.2,5.4,860,57.5070824103152,10.2795887678634,9870,Vendsyssel Friskole,Grundskoler,Friskoler og private grundskoler,"(57.5070824103152, 10.2795887678634)"
405,280222,6.7,7.3,250,55.8298902391764,12.085982613844301,3600,Ådalens Skole,Grundskoler,Folkeskoler,"(55.8298902391764, 12.085982613844301)"
406,280224,6.7,7.1,727,55.948544061476,10.198992164428,8300,Randlevskolen,Grundskoler,Friskoler og private grundskoler,"(55.948544061476, 10.198992164428)"
407,280239,5.4,6.4,510,55.2474362680449,9.31194134912746,6500,Lagoniskolen,Grundskoler,Folkeskoler,"(55.2474362680449, 9.31194134912746)"
408,280240,7.0,7.0,510,55.26176115767329,9.50837183797414,6100,Fællesskolen Favrdal-Fjelstrup,Grundskoler,Folkeskoler,"(55.26176115767329, 9.50837183797414)"
409,280242,6.9,6.9,510,55.2454520533236,9.48847157313466,6100,Sønder Otting Skole,Grundskoler,Folkeskoler,"(55.2454520533236, 9.48847157313466)"
410,280270,7.2,7.0,270,56.11641525487221,12.307447740476599,3250,Gilbjergskolen,Grundskoler,Folkeskoler,"(56.11641525487221, 12.307447740476599)"
411,280271,6.4,6.8,270,56.067108,12.281852,3230,Gribskolen,Grundskoler,Folkeskoler,"(56.067108, 12.281852)"
412,280272,6.9,6.8,270,56.02584480077189,12.1912107394205,3200,Nordstjerneskolen,Grundskoler,Folkeskoler,"(56.02584480077189, 12.1912107394205)"
413,280295,6.4,6.8,316,55.70802968643021,11.7379348201438,4300,"Holbæk By Skole, afdeling Bjergmark",Grundskoler,Folkeskoler,"(55.70802968643021, 11.7379348201438)"
414,280307,6.7,7.3,751,56.18921016874229,10.2222200663227,8240,Risskov Efterskole & Sansestormerne,Efterskoler,Efterskoler,"(56.18921016874229, 10.2222200663227)"
415,280308,7.5,7.6,740,56.1597458359536,9.556186143778039,8600,Silkeborg Efterskole,Efterskoler,Efterskoler,"(56.1597458359536, 9.556186143778039)"
416,280313,7.3,7.7,751,56.03529895751821,10.195100344776199,8340,Efterskolen for Scenekunst,Efterskoler,Efterskoler,"(56.03529895751821, 10.195100344776199)"
417,280315,7.3,6.9,813,57.7269898911141,10.5839033552736,9990,"Distrikt Nord, Skagen skoleafdeling",Grundskoler,Folkeskoler,"(57.7269898911141, 10.5839033552736)"
418,280316,7.5,7.3,530,55.7257001245478,9.104640333234169,7190,BillundSkolen,Grundskoler,Folkeskoler,"(55.7257001245478, 9.104640333234169)"
419,280319,6.2,6.7,580,55.0345675342468,9.406011629529711,6200,Kongehøjskolen,Grundskoler,Folkeskoler,"(55.0345675342468, 9.406011629529711)"
420,280320,6.7,6.4,580,55.0723682349666,9.332392461402438,6230,Hærvejsskolen,Grundskoler,Folkeskoler,"(55.0723682349666, 9.332392461402438)"
421,280321,6.5,6.4,580,54.843507702268894,9.37028246613441,6330,Lyreskovskolen,Grundskoler,Folkeskoler,"(54.843507702268894, 9.37028246613441)"
422,280327,7.9,8.0,230,55.840816530020895,12.414754295270601,3460,Birkerød Skole,Grundskoler,Folkeskoler,"(55.840816530020895, 12.414754295270601)"
424,280332,7.3,7.1,630,55.70345322008679,9.30934073038325,7182,Firehøjeskolen,Grundskoler,Folkeskoler,"(55.70345322008679, 9.30934073038325)"
425,280333,6.8,7.1,630,55.652385156034,9.66482996082203,7080,Fælleshåbsskolen,Grundskoler,Folkeskoler,"(55.652385156034, 9.66482996082203)"
426,280334,6.2,6.1,630,55.8407174060737,9.24827657123521,7323,Firkløverskolen,Grundskoler,Folkeskoler,"(55.8407174060737, 9.24827657123521)"
427,280335,7.5,7.2,630,55.7038342499525,9.37740191123808,7182,Bredsten - Gadbjerg Skole,Grundskoler,Folkeskoler,"(55.7038342499525, 9.37740191123808)"
428,280342,6.5,6.7,329,55.429105314950505,11.782244172467001,4100,Campusskolen,Grundskoler,Folkeskoler,"(55.429105314950505, 11.782244172467001)"
430,280348,6.0,6.4,813,57.44323546,10.51542394,9900,"Distrikt Øst, Nordstjernen skoleafdeling",Grundskoler,Folkeskoler,"(57.44323546, 10.51542394)"
431,280351,6.7,6.9,390,55.117232114161,12.049251232796,4720,Præstø skole,Grundskoler,Folkeskoler,"(55.117232114161, 12.049251232796)"
432,280379,6.8,7.2,350,55.714615946051104,11.9379582149968,4070,Sofiehøj Friskole,Grundskoler,Friskoler og private grundskoler,"(55.714615946051104, 11.9379582149968)"
433,280380,7.0,7.2,329,55.5239426607302,11.769332746418801,4370,Allindelille Friskole,Grundskoler,Friskoler og private grundskoler,"(55.5239426607302, 11.769332746418801)"
434,280381,7.5,7.6,250,55.8553134753429,11.9821285206267,3630,Slotsparkens Friskole,Grundskoler,Friskoler og private grundskoler,"(55.8553134753429, 11.9821285206267)"
435,280383,5.3,5.6,846,56.5867770771999,9.76214338230001,9500,Mariagerfjord Idrætsskole,Grundskoler,Friskoler og private grundskoler,"(56.5867770771999, 9.76214338230001)"
436,280384,8.1,8.1,791,56.411417510544005,9.34679331044587,8800,Hald Ege Fri- og Efterskole,Grundskoler,Friskoler og private grundskoler,"(56.411417510544005, 9.34679331044587)"
437,280385,4.7,5.2,573,55.738797524298,8.706178548395389,6823,Skovlund Friskole,Grundskoler,Friskoler og private grundskoler,"(55.738797524298, 8.706178548395389)"
438,280388,6.8,6.6,530,55.814116517139595,9.0309593612452,7200,Filskov Friskole,Grundskoler,Friskoler og private grundskoler,"(55.814116517139595, 9.0309593612452)"
439,280390,5.8,6.2,710,56.36553141917479,10.162437134092801,8370,Voldumegnens Friskole,Grundskoler,Friskoler og private grundskoler,"(56.36553141917479, 10.162437134092801)"
440,280391,6.7,6.9,329,55.4508551598201,11.872611146867301,4100,Kværkeby Friskole,Grundskoler,Friskoler og private grundskoler,"(55.4508551598201, 11.872611146867301)"
441,280392,7.3,7.1,573,55.7832226871432,8.65523002782968,6870,Ølgod Kristne Friskole,Grundskoler,Friskoler og private grundskoler,"(55.7832226871432, 8.65523002782968)"
442,280393,6.7,6.9,330,55.470258534417496,11.4095378227981,4200,Vestermose Natur- og Idrætsfriskole,Grundskoler,Friskoler og private grundskoler,"(55.470258534417496, 11.4095378227981)"
444,280396,6.5,6.0,265,55.629884541989796,12.078562469336902,4000,Ros Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.629884541989796, 12.078562469336902)"
445,280405,7.7,7.6,730,56.449554502357294,10.088911371315,8960,Romalt Friskole,Grundskoler,Friskoler og private grundskoler,"(56.449554502357294, 10.088911371315)"
446,280434,6.1,6.1,540,55.0571236805171,9.74397496562463,6430,Nordals skolen,Grundskoler,Folkeskoler,"(55.0571236805171, 9.74397496562463)"
448,280447,8.7,8.1,217,56.07116919684071,12.5537807908707,3150,Skorpeskolen,Grundskoler,Friskoler og private grundskoler,"(56.07116919684071, 12.5537807908707)"
449,280453,3.2,4.3,671,56.6193957856538,8.57181450409958,7790,Handbjerghus Efterskole,Efterskoler,Efterskoler,"(56.6193957856538, 8.57181450409958)"
450,280456,7.7,7.2,440,55.45087671538939,10.6563313502577,5300,Kerteminde Byskole,Grundskoler,Folkeskoler,"(55.45087671538939, 10.6563313502577)"
451,280457,7.3,6.9,440,55.4530774391224,10.540886783769,5330,Munkebo Skole,Grundskoler,Folkeskoler,"(55.4530774391224, 10.540886783769)"
452,280458,6.8,7.2,751,56.094175575577296,10.124530781547099,8310,Tranbjergskolen,Grundskoler,Folkeskoler,"(56.094175575577296, 10.124530781547099)"
453,280461,5.5,6.4,336,55.3598236032658,12.3318855093171,4672,Skelbæk Friskole,Grundskoler,Friskoler og private grundskoler,"(55.3598236032658, 12.3318855093171)"
454,280463,5.8,6.5,630,55.755112978442405,9.42341601184519,7300,Jelling Friskole,Grundskoler,Friskoler og private grundskoler,"(55.755112978442405, 9.42341601184519)"
455,280464,6.9,6.8,336,55.3286965118715,12.2613029920285,4652,Hellested Friskole og Børnehus,Grundskoler,Friskoler og private grundskoler,"(55.3286965118715, 12.2613029920285)"
456,280467,5.1,5.5,269,55.525973560016006,12.168456255113899,2680,Jersie Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.525973560016006, 12.168456255113899)"
458,280474,5.9,5.8,630,55.70790520131,9.51994387916315,7100,Vejle Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.70790520131, 9.51994387916315)"
459,280481,6.1,6.2,849,57.20070572302279,9.67377974986824,9490,Skolecenter Jetsmark,Grundskoler,Folkeskoler,"(57.20070572302279, 9.67377974986824)"
460,280501,6.5,6.8,561,55.331932439526994,8.77560930335045,6760,Ansgarskolen Vadehav,Grundskoler,Folkeskoler,"(55.331932439526994, 8.77560930335045)"
461,280502,7.3,7.3,561,55.506598497430204,8.439982309052299,6715,Vitaskolen Bohr,Grundskoler,Folkeskoler,"(55.506598497430204, 8.439982309052299)"
462,280532,8.9,8.2,390,55.124204145225605,12.0469626764512,4720,Præstø Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.124204145225605, 12.0469626764512)"
463,280537,7.9,8.0,630,55.7253261614314,9.59475827075726,7120,Bredballe Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7253261614314, 9.59475827075726)"
464,280538,9.0,8.5,370,55.1475816976373,11.8702309801932,4700,Hammer Frie Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.1475816976373, 11.8702309801932)"
465,280540,4.2,4.3,330,55.40492529,11.36989729,4200,Slagelse Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.40492529, 11.36989729)"
466,280542,7.2,7.1,153,55.6545744650174,12.3984908346414,2605,Park Allé Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.6545744650174, 12.3984908346414)"
467,280551,7.6,7.5,101,55.7214424732194,12.5590671166609,2100,Københavns Skole & Idrætsakademi,Grundskoler,Friskoler og private grundskoler,"(55.7214424732194, 12.5590671166609)"
472,280612,5.6,6.7,540,54.9866321405921,9.97720396034187,6440,Efterskolen Epos,Efterskoler,Efterskoler,"(54.9866321405921, 9.97720396034187)"
473,280629,6.2,6.9,250,55.8491453015479,12.162698623372801,3550,Slangerup Skole,Grundskoler,Folkeskoler,"(55.8491453015479, 12.162698623372801)"
474,280631,5.4,6.3,250,55.747314287707795,11.965818572351198,4050,Fjordlandsskolen,Grundskoler,Folkeskoler,"(55.747314287707795, 11.965818572351198)"
476,280638,8.1,8.0,210,55.940231608722705,12.4941784664208,2990,Per Gyrum Skolen,Grundskoler,Friskoler og private grundskoler,"(55.940231608722705, 12.4941784664208)"
477,280641,7.6,7.5,400,55.1306029715765,15.146942509746099,3740,Svaneke Friskole,Grundskoler,Friskoler og private grundskoler,"(55.1306029715765, 15.146942509746099)"
478,280643,7.4,7.2,167,55.6488383481225,12.4770735117525,2650,Hvidovre Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.6488383481225, 12.4770735117525)"
479,280650,7.4,7.3,260,55.991994664994,12.033928122825902,3300,Vinderød Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.991994664994, 12.033928122825902)"
480,280653,5.6,6.0,860,57.3559588667836,10.0124606171779,9760,Poulstrup Friskole og Børnehus,Grundskoler,Friskoler og private grundskoler,"(57.3559588667836, 10.0124606171779)"
481,280658,6.4,6.5,550,54.937343316727,8.86845259229135,6270,Marieskolen,Grundskoler,Friskoler og private grundskoler,"(54.937343316727, 8.86845259229135)"
482,280659,6.0,6.2,810,57.1997364709714,10.3815544085712,9330,Agersted Friskole,Grundskoler,Friskoler og private grundskoler,"(57.1997364709714, 10.3815544085712)"
483,280662,5.6,5.8,860,57.47610880430321,10.096007191796,9800,Astrup-Sønderskov Friskole,Grundskoler,Friskoler og private grundskoler,"(57.47610880430321, 10.096007191796)"
484,280686,6.1,6.4,671,56.4760508099508,8.60203812907761,7600,Limfjordsskolen Struer,Grundskoler,Folkeskoler,"(56.4760508099508, 8.60203812907761)"
485,280743,6.3,6.1,630,55.671579505417995,9.57794878622174,7100,"Skolen for Gastronomi, Musik & Design",Efterskoler,Efterskoler,"(55.671579505417995, 9.57794878622174)"
489,280810,6.8,6.8,430,55.1045545512824,10.221536216749099,5600,Øhavsskolen,Grundskoler,Folkeskoler,"(55.1045545512824, 10.221536216749099)"
500,301004,6.3,6.6,326,55.721980339067294,11.368199352845302,4591,Firhøjskolen,Grundskoler,Folkeskoler,"(55.721980339067294, 11.368199352845302)"
501,301007,4.9,5.6,326,55.6512230656595,11.2864619208935,4470,Svebølle Skole,Grundskoler,Folkeskoler,"(55.6512230656595, 11.2864619208935)"
502,301008,7.5,7.3,326,55.7001854451791,11.3400485904001,4591,Højbo Friskole,Grundskoler,Friskoler og private grundskoler,"(55.7001854451791, 11.3400485904001)"
503,301010,5.8,5.9,326,55.6765392137367,11.333402052945099,4450,Bregninge-Bjergsted Friskole,Grundskoler,Friskoler og private grundskoler,"(55.6765392137367, 11.333402052945099)"
504,303001,6.5,6.5,340,55.521003007661,11.4955354682533,4293,Holbergskolen,Grundskoler,Folkeskoler,"(55.521003007661, 11.4955354682533)"
505,303003,6.9,6.5,340,55.53812535108211,11.373298054861698,4291,Ruds Vedby Skole,Grundskoler,Folkeskoler,"(55.53812535108211, 11.373298054861698)"
506,305002,6.4,6.4,306,55.8151377932535,11.503415740042099,4550,"Sydskolen, afdeling Asnæs",Grundskoler,Folkeskoler,"(55.8151377932535, 11.503415740042099)"
